Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,791,214.634,748.796,791,214.634,748.796
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,4014,256.607,890.614,4014,256.607,890.614
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,2508,219.947,771.699,2508,219.947,771.699
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,5400,255.938,879.243,5400,255.938,879.243
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,4404,252.574,810.383,4404,252.574,810.383
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,363,226.023,823.099,363,226.023,823.099
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,259,204.835,709.622,259,204.835,709.622
Primary somatosensory area/ trunk,SSp-tr,361,left,all,197,191.616,631.431,197,191.616,631.431
Primary somatosensory area/ trunk,SSp-tr,361,right,all,32,224.962,703.812,32,224.962,703.812
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,85,192.274,619.282,85,192.274,619.282
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,9,155.809,690.444,9,155.809,690.444
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,112,191.117,640.652,112,191.117,640.652
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,23,252.023,709.043,23,252.023,709.043
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,4159,234.526,812.352,4159,234.526,812.352
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,2260,218.344,715.488,2260,218.344,715.488
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,4,488.365,664.25,4,488.365,664.25
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,0,0,0,0,0,0
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,346,220.103,676.931,346,220.103,676.931
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,25,206.173,673.64,25,206.173,673.64
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,562,200.143,733.754,562,200.143,733.754
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,242,207.09,673.661,242,207.09,673.661
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,1324,230.717,818.327,1324,230.717,818.327
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,568,191.467,688.641,568,191.467,688.641
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,1788,251.525,858.812,1788,251.525,858.812
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1314,231.985,738.413,1314,231.985,738.413
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,135,219.337,817.081,135,219.337,817.081
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,111,221.673,682.099,111,221.673,682.099
Supplemental somatosensory area,SSs,378,left,all,66002,254.642,905.648,66002,254.642,905.648
Supplemental somatosensory area,SSs,378,right,all,50685,245.596,761.999,50685,245.596,761.999
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,5980,231.239,756.079,5980,231.239,756.079
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,4474,208.843,656.103,4474,208.843,656.103
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,16700,227.609,871.772,16700,227.609,871.772
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,10183,233.755,748.784,10183,233.755,748.784
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,9772,281.306,959.496,9772,281.306,959.496
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,7318,264.637,796.157,7318,264.637,796.157
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,19102,286.925,972.356,19102,286.925,972.356
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,15183,278.274,817.14,15183,278.274,817.14
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,13980,235.653,881.444,13980,235.653,881.444
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,12349,219.427,726.901,12349,219.427,726.901
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,468,211.147,901.588,468,211.147,901.588
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1178,222.422,723.462,1178,222.422,723.462
Gustatory areas,GU,1057,left,all,13491,243.113,928.304,13491,243.113,928.304
Gustatory areas,GU,1057,right,all,15236,246.142,814.38,15236,246.142,814.38
Gustatory areas/ layer 1,GU1,36,left,all,936,231.124,740.472,936,231.124,740.472
Gustatory areas/ layer 1,GU1,36,right,all,807,215.206,680.596,807,215.206,680.596
Gustatory areas/ layer 2/3,GU2/3,180,left,all,2836,231.525,940.306,2836,231.525,940.306
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3216,236.717,832.039,3216,236.717,832.039
Gustatory areas/ layer 4,GU4,148,left,all,1242,264.783,963.149,1242,264.783,963.149
Gustatory areas/ layer 4,GU4,148,right,all,1497,268.479,861.686,1497,268.479,861.686
Gustatory areas/ layer 5,GU5,187,left,all,5692,254.835,958.368,5692,254.835,958.368
Gustatory areas/ layer 5,GU5,187,right,all,5462,270.98,859.433,5462,270.98,859.433
Gustatory areas/ layer 6a,GU6a,638,left,all,2681,225.844,897.282,2681,225.844,897.282
Gustatory areas/ layer 6a,GU6a,638,right,all,4127,219.544,751.176,4127,219.544,751.176
Gustatory areas/ layer 6b,GU6b,662,left,all,104,211.746,1029.68,104,211.746,1029.68
Gustatory areas/ layer 6b,GU6b,662,right,all,127,214.229,775.976,127,214.229,775.976
Visceral area,VISC,677,left,all,18855,257.613,923.293,18855,257.613,923.293
Visceral area,VISC,677,right,all,15802,216.597,708.811,15802,216.597,708.811
Visceral area/ layer 1,VISC1,897,left,all,1138,222.181,737.525,1138,222.181,737.525
Visceral area/ layer 1,VISC1,897,right,all,1865,197.201,651.092,1865,197.201,651.092
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4407,227.753,854.383,4407,227.753,854.383
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3723,219.397,722.237,3723,219.397,722.237
Visceral area/ layer 4,VISC4,1010,left,all,1848,274.575,924.363,1848,274.575,924.363
Visceral area/ layer 4,VISC4,1010,right,all,1964,247.403,760.913,1964,247.403,760.913
Visceral area/ layer 5,VISC5,1058,left,all,7262,291.497,996.835,7262,291.497,996.835
Visceral area/ layer 5,VISC5,1058,right,all,5231,222.612,720.106,5231,222.612,720.106
Visceral area/ layer 6a,VISC6a,857,left,all,4009,234.979,915.491,4009,234.979,915.491
Visceral area/ layer 6a,VISC6a,857,right,all,2939,194.174,673.304,2939,194.174,673.304
Visceral area/ layer 6b,VISC6b,849,left,all,191,180.375,977.419,191,180.375,977.419
Visceral area/ layer 6b,VISC6b,849,right,all,80,212.59,716.362,80,212.59,716.362
Auditory areas,AUD,247,left,all,46880,265.236,953.363,46880,265.236,953.363
Auditory areas,AUD,247,right,all,30598,244.922,818.111,30598,244.922,818.111
Dorsal auditory area,AUDd,1011,left,all,9041,271.99,952.668,9041,271.99,952.668
Dorsal auditory area,AUDd,1011,right,all,5060,244.212,786.082,5060,244.212,786.082
Dorsal auditory area/ layer 1,AUDd1,527,left,all,865,221.463,787.674,865,221.463,787.674
Dorsal auditory area/ layer 1,AUDd1,527,right,all,398,198.461,618.598,398,198.461,618.598
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2386,227.228,876.818,2386,227.228,876.818
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1109,199.117,688.594,1109,199.117,688.594
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1099,286.533,971.118,1099,286.533,971.118
Dorsal auditory area/ layer 4,AUDd4,678,right,all,553,224.207,751.309,553,224.207,751.309
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3083,320.551,1046.39,3083,320.551,1046.39
Dorsal auditory area/ layer 5,AUDd5,252,right,all,1719,284.283,872.6,1719,284.283,872.6
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1508,261.219,962.994,1508,261.219,962.994
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1107,249.502,818.224,1107,249.502,818.224
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,100,282.516,941.75,100,282.516,941.75
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,174,270.326,841.816,174,270.326,841.816
Primary auditory area,AUDp,1002,left,all,17513,268.093,967.182,17513,268.093,967.182
Primary auditory area,AUDp,1002,right,all,11474,249.504,834.935,11474,249.504,834.935
Primary auditory area/ layer 1,AUDp1,735,left,all,1859,221.438,780.809,1859,221.438,780.809
Primary auditory area/ layer 1,AUDp1,735,right,all,1410,194.117,691.984,1410,194.117,691.984
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,3692,224.372,898.982,3692,224.372,898.982
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,2413,214.3,786.625,2413,214.3,786.625
Primary auditory area/ layer 4,AUDp4,816,left,all,2212,276.119,1027.34,2212,276.119,1027.34
Primary auditory area/ layer 4,AUDp4,816,right,all,1420,259.71,878.55,1420,259.71,878.55
Primary auditory area/ layer 5,AUDp5,847,left,all,7227,300.031,1026.1,7227,300.031,1026.1
Primary auditory area/ layer 5,AUDp5,847,right,all,3766,291.347,902.091,3766,291.347,902.091
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2467,268.2,983.453,2467,268.2,983.453
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2211,245.099,835.18,2211,245.099,835.18
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,56,255.708,953.679,56,255.708,953.679
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,254,252.282,845.736,254,252.282,845.736
Posterior auditory area,AUDpo,1027,left,all,4491,252.426,869.591,4491,252.426,869.591
Posterior auditory area,AUDpo,1027,right,all,2580,248.513,808.931,2580,248.513,808.931
Posterior auditory area/ layer 1,AUDpo1,696,left,all,421,215.473,720.601,421,215.473,720.601
Posterior auditory area/ layer 1,AUDpo1,696,right,all,144,206.965,672.604,144,206.965,672.604
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1142,217.263,823.566,1142,217.263,823.566
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,411,211.7,711.618,411,211.7,711.618
Posterior auditory area/ layer 4,AUDpo4,759,left,all,656,274.999,914.174,656,274.999,914.174
Posterior auditory area/ layer 4,AUDpo4,759,right,all,387,224.9,780.24,387,224.9,780.24
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1492,290.56,920.945,1492,290.56,920.945
Posterior auditory area/ layer 5,AUDpo5,791,right,all,973,270.947,855.749,973,270.947,855.749
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,698,232.61,881.308,698,232.61,881.308
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,544,266.082,850.075,544,266.082,850.075
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,82,226.113,884.72,82,226.113,884.72
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,121,239.137,832.017,121,239.137,832.017
Ventral auditory area,AUDv,1018,left,all,15835,261.855,962.234,15835,261.855,962.234
Ventral auditory area,AUDv,1018,right,all,11484,239.851,817.476,11484,239.851,817.476
Ventral auditory area/ layer 1,AUDv1,959,left,all,1170,229.583,787.696,1170,229.583,787.696
Ventral auditory area/ layer 1,AUDv1,959,right,all,1439,196.186,685.489,1439,196.186,685.489
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,3175,243.914,932.349,3175,243.914,932.349
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,2168,198.156,758.784,2168,198.156,758.784
Ventral auditory area/ layer 4,AUDv4,990,left,all,2477,261.973,994.429,2477,261.973,994.429
Ventral auditory area/ layer 4,AUDv4,990,right,all,1639,252.293,853.371,1639,252.293,853.371
Ventral auditory area/ layer 5,AUDv5,1023,left,all,6361,280.4,998.609,6361,280.4,998.609
Ventral auditory area/ layer 5,AUDv5,1023,right,all,3778,270.973,872.483,3778,270.973,872.483
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2563,254.552,962.503,2563,254.552,962.503
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2293,245.934,838.078,2293,245.934,838.078
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,89,207.743,819.348,89,207.743,819.348
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,167,247.667,837.126,167,247.667,837.126
Visual areas,VIS,669,left,all,29102,220.952,772.604,29102,220.952,772.604
Visual areas,VIS,669,right,all,17355,213.283,701.092,17355,213.283,701.092
Anterolateral visual area,VISal,402,left,all,2894,255.811,869.242,2894,255.811,869.242
Anterolateral visual area,VISal,402,right,all,1130,229.014,780.122,1130,229.014,780.122
Anterolateral visual area/ layer 1,VISal1,1074,left,all,0,0,0,0,0,0
Anterolateral visual area/ layer 1,VISal1,1074,right,all,0,0,0,0,0,0
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,69,183.861,524.884,69,183.861,524.884
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,0,0,0,0,0,0
Anterolateral visual area/ layer 4,VISal4,1114,left,all,206,191.026,668.68,206,191.026,668.68
Anterolateral visual area/ layer 4,VISal4,1114,right,all,10,160.776,601.5,10,160.776,601.5
Anterolateral visual area/ layer 5,VISal5,233,left,all,1467,244.205,819.187,1467,244.205,819.187
Anterolateral visual area/ layer 5,VISal5,233,right,all,357,207.428,709.081,357,207.428,709.081
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,957,285.654,987.927,957,285.654,987.927
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,600,234.474,804.078,600,234.474,804.078
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,195,290.557,997.056,195,290.557,997.056
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,163,260.382,858.491,163,260.382,858.491
Anteromedial visual area,VISam,394,left,all,0,0,0,0,0,0
Anteromedial visual area,VISam,394,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 1,VISam1,281,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 1,VISam1,281,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 4,VISam4,401,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 4,VISam4,401,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 5,VISam5,433,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 5,VISam5,433,right,all,0,0,0,0,0,0
