Region,,,,Experiment,Marker 1,,,Total,,
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,30231,91.4929,375.096,30231,91.4929,375.096
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,21616,94.9482,360.468,21616,94.9482,360.468
Secondary motor area/ layer 5,MOs5,767,left,all,45781,124.93,413.133,45781,124.93,413.133
Secondary motor area/ layer 5,MOs5,767,right,all,33350,122.432,401.07,33350,122.432,401.07
Secondary motor area/ layer 6a,MOs6a,1021,left,all,17935,100.024,390.665,17935,100.024,390.665
Secondary motor area/ layer 6a,MOs6a,1021,right,all,13970,97.3161,372.199,13970,97.3161,372.199
Secondary motor area/ layer 6b,MOs6b,1085,left,all,212,91.1699,399.066,212,91.1699,399.066
Secondary motor area/ layer 6b,MOs6b,1085,right,all,177,83.1945,396.424,177,83.1945,396.424
Somatosensory areas,SS,453,left,all,329063,127.77,503.374,329063,127.77,503.374
Somatosensory areas,SS,453,right,all,219152,139.285,476.623,219152,139.285,476.623
Primary somatosensory area,SSp,322,left,all,229212,124.164,512.893,229212,124.164,512.893
Primary somatosensory area,SSp,322,right,all,155143,139.012,490.148,155143,139.012,490.148
Primary somatosensory area/ nose,SSp-n,353,left,all,28891,128.708,487.104,28891,128.708,487.104
Primary somatosensory area/ nose,SSp-n,353,right,all,15689,138.069,461.876,15689,138.069,461.876
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,4828,202.155,707.644,4828,202.155,707.644
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,4564,228.032,642.918,4564,228.032,642.918
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,4324,103.162,433.719,4324,103.162,433.719
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,2325,90.1602,370.372,2325,90.1602,370.372
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,5331,122.648,470.281,5331,122.648,470.281
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,1772,108.819,423.81,1772,108.819,423.81
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,6754,133.961,470.669,6754,133.961,470.669
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,3485,114.83,411.96,3485,114.83,411.96
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,7159,97.6959,402.775,7159,97.6959,402.775
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,3378,91.2204,357.909,3378,91.2204,357.909
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,495,77.629,427.453,495,77.629,427.453
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,165,88.7809,335.055,165,88.7809,335.055
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,70737,121.02,536.661,70737,121.02,536.661
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,44896,135.744,502.553,44896,135.744,502.553
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,9413,195.542,781.703,9413,195.542,781.703
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,10056,252.418,788.758,10056,252.418,788.758
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,13075,103.224,490.384,13075,103.224,490.384
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,6600,92.8343,405.676,6600,92.8343,405.676
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,15887,124.151,533.081,15887,124.151,533.081
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,6884,111.144,452.349,6884,111.144,452.349
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,15390,123.417,513.742,15390,123.417,513.742
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,8561,126.205,454.348,8561,126.205,454.348
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,14884,89.7045,457.093,14884,89.7045,457.093
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,10537,87.59,382.96,10537,87.59,382.96
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,2088,78.2451,485.137,2088,78.2451,485.137
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,2258,77.4326,405.015,2258,77.4326,405.015
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,17431,119.959,471.115,17431,119.959,471.115
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,14291,129.464,480.328,14291,129.464,480.328
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,2428,152.424,675.96,2428,152.424,675.96
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,3081,197.747,734.012,3081,197.747,734.012
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,3274,98.94,426.742,3274,98.94,426.742
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1878,92.4021,373.386,1878,92.4021,373.386
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2006,104.434,428.975,2006,104.434,428.975
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1399,102.155,390.64,1399,102.155,390.64
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,5325,153.763,477.66,5325,153.763,477.66
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3908,148.052,452.559,3908,148.052,452.559
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,3956,84.544,396.032,3956,84.544,396.032
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3595,88.0506,387.768,3595,88.0506,387.768
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,442,77.4721,458.966,442,77.4721,458.966
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,430,68.2119,447.735,430,68.2119,447.735
Primary somatosensory area/ mouth,SSp-m,345,left,all,63375,135.64,532.489,63375,135.64,532.489
Primary somatosensory area/ mouth,SSp-m,345,right,all,42246,153.244,495.392,42246,153.244,495.392
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,9794,277.859,799.005,9794,277.859,799.005
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,9498,314.713,760.906,9498,314.713,760.906
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,13520,100.737,481.103,13520,100.737,481.103
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,8317,94.5005,403.602,8317,94.5005,403.602
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,11432,116.846,516.095,11432,116.846,516.095
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,4917,113.589,454.6,4917,113.589,454.6
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,16107,122.816,504.41,16107,122.816,504.41
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,9549,125.591,454.382,9549,125.591,454.382
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,11952,96.1509,428.849,11952,96.1509,428.849
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,9328,93.7276,379.428,9328,93.7276,379.428
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,570,87.105,467.309,570,87.105,467.309
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,637,104.819,362.697,637,104.819,362.697
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,27855,112.473,481.612,27855,112.473,481.612
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,21053,128.098,472.545,21053,128.098,472.545
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,4774,146.036,664.255,4774,146.036,664.255
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,4862,217.491,741.36,4862,217.491,741.36
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,5167,97.356,440.763,5167,97.356,440.763
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,3240,91.8001,385.619,3240,91.8001,385.619
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,4063,104.646,458.174,4063,104.646,458.174
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,2349,101.292,401.836,2349,101.292,401.836
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,7598,127.146,474.397,7598,127.146,474.397
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5044,126.192,426.923,5044,126.192,426.923
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,5850,87.4787,396.524,5850,87.4787,396.524
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,5005,85.1294,357.553,5005,85.1294,357.553
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,403,73.8224,449.231,403,73.8224,449.231
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,553,74.9489,375.642,553,74.9489,375.642
Primary somatosensory area/ trunk,SSp-tr,361,left,all,10410,113.004,494.911,10410,113.004,494.911
Primary somatosensory area/ trunk,SSp-tr,361,right,all,9529,139.67,524.874,9529,139.67,524.874
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,863,159.669,768.772,863,159.669,768.772
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,1470,254.989,908.369,1470,254.989,908.369
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,2571,98.9581,486.49,2571,98.9581,486.49
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,2133,118.481,501.866,2133,118.481,501.866
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1164,102.113,466.464,1164,102.113,466.464
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,739,101.944,398.627,739,101.944,398.627
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3703,127.877,482.934,3703,127.877,482.934
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2933,137.945,458.296,2933,137.945,458.296
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1761,92.2326,424.729,1761,92.2326,424.729
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1887,100.917,412.321,1887,100.917,412.321
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,348,84.3275,455.73,348,84.3275,455.73
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,367,89.9343,487.542,367,89.9343,487.542
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,10513,112.64,475.672,10513,112.64,475.672
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,7439,128.295,469.334,7439,128.295,469.334
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1741,153.208,656.811,1741,153.208,656.811
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,1880,213.734,728.645,1880,213.734,728.645
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,1832,95.0103,431.506,1832,95.0103,431.506
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1073,91.2696,369.459,1073,91.2696,369.459
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1786,111.329,454.517,1786,111.329,454.517
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,859,102.988,389.708,859,102.988,389.708
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2584,127.11,468.786,2584,127.11,468.786
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1662,121.209,406.905,1662,121.209,406.905
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2375,84.8993,402.227,2375,84.8993,402.227
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1732,84.6922,359.296,1732,84.6922,359.296
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,195,74.2214,452.897,195,74.2214,452.897
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,233,77.3957,393.815,233,77.3957,393.815
Supplemental somatosensory area,SSs,378,left,all,99851,136.049,481.522,99851,136.049,481.522
Supplemental somatosensory area,SSs,378,right,all,64009,139.945,443.84,64009,139.945,443.84
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,15231,289.519,734.548,15231,289.519,734.548
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,13285,268.416,658.35,13285,268.416,658.35
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,17790,93.033,415.04,17790,93.033,415.04
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,10656,92.1827,363.011,10656,92.1827,363.011
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,13235,110.33,449.823,13235,110.33,449.823
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,6798,102.072,401.837,6798,102.072,401.837
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,27853,124.477,452.689,27853,124.477,452.689
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,15547,125.724,417.461,15547,125.724,417.461
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,23149,100.809,422.29,23149,100.809,422.29
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,15670,99.8803,370.266,15670,99.8803,370.266
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,2593,99.8993,451.709,2593,99.8993,451.709
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,2053,95.4106,375.712,2053,95.4106,375.712
Gustatory areas,GU,1057,left,all,17107,131.369,449.915,17107,131.369,449.915
Gustatory areas,GU,1057,right,all,11686,130.685,413.942,11686,130.685,413.942
Gustatory areas/ layer 1,GU1,36,left,all,2508,308.642,699.639,2508,308.642,699.639
Gustatory areas/ layer 1,GU1,36,right,all,2593,254.497,614.656,2593,254.497,614.656
Gustatory areas/ layer 2/3,GU2/3,180,left,all,2523,89.8011,398.202,2523,89.8011,398.202
Gustatory areas/ layer 2/3,GU2/3,180,right,all,1604,88.9663,355.541,1604,88.9663,355.541
Gustatory areas/ layer 4,GU4,148,left,all,1231,96.983,418.991,1231,96.983,418.991
Gustatory areas/ layer 4,GU4,148,right,all,758,92.8697,384.785,758,92.8697,384.785
Gustatory areas/ layer 5,GU5,187,left,all,5860,107.056,409.904,5860,107.056,409.904
Gustatory areas/ layer 5,GU5,187,right,all,3577,102.235,369.407,3577,102.235,369.407
Gustatory areas/ layer 6a,GU6a,638,left,all,4698,100.287,405.134,4698,100.287,405.134
Gustatory areas/ layer 6a,GU6a,638,right,all,2930,90.8081,335.784,2930,90.8081,335.784
Gustatory areas/ layer 6b,GU6b,662,left,all,287,100.352,404.878,287,100.352,404.878
Gustatory areas/ layer 6b,GU6b,662,right,all,224,100.068,340.844,224,100.068,340.844
Visceral area,VISC,677,left,all,25563,129.094,405.267,25563,129.094,405.267
Visceral area,VISC,677,right,all,16634,131.62,395.413,16634,131.62,395.413
Visceral area/ layer 1,VISC1,897,left,all,3660,242.915,579.777,3660,242.915,579.777
Visceral area/ layer 1,VISC1,897,right,all,3211,231.477,568.016,3211,231.477,568.016
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4368,98.875,345.622,4368,98.875,345.622
Visceral area/ layer 2/3,VISC2/3,1106,right,all,2463,92.0058,318.618,2463,92.0058,318.618
Visceral area/ layer 4,VISC4,1010,left,all,1683,117.454,368.366,1683,117.454,368.366
Visceral area/ layer 4,VISC4,1010,right,all,992,102.073,346.827,992,102.073,346.827
Visceral area/ layer 5,VISC5,1058,left,all,8559,117.217,377.724,8559,117.217,377.724
Visceral area/ layer 5,VISC5,1058,right,all,4998,115.373,364.235,4998,115.373,364.235
Visceral area/ layer 6a,VISC6a,857,left,all,6622,105.684,391.811,6622,105.684,391.811
Visceral area/ layer 6a,VISC6a,857,right,all,4544,109.59,363.459,4544,109.59,363.459
Visceral area/ layer 6b,VISC6b,849,left,all,671,116.702,418.326,671,116.702,418.326
Visceral area/ layer 6b,VISC6b,849,right,all,426,102.38,358.183,426,102.38,358.183
Auditory areas,AUD,247,left,all,57374,128.025,479.451,57374,128.025,479.451
Auditory areas,AUD,247,right,all,42658,142.102,446.77,42658,142.102,446.77
Dorsal auditory area,AUDd,1011,left,all,11838,117.413,503.698,11838,117.413,503.698
Dorsal auditory area,AUDd,1011,right,all,10304,141.563,470.49,10304,141.563,470.49
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1889,218.001,795.519,1889,218.001,795.519
Dorsal auditory area/ layer 1,AUDd1,527,right,all,2107,274.971,758.626,2107,274.971,758.626
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2227,88.9346,433,2227,88.9346,433
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1875,91.0802,374.851,1875,91.0802,374.851
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1592,98.8187,458.923,1592,98.8187,458.923
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1261,115.705,414.717,1261,115.705,414.717
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3844,110.151,458.593,3844,110.151,458.593
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2884,125.806,417.052,2884,125.806,417.052
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1815,89.8402,431.305,1815,89.8402,431.305
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1877,92.9295,375.082,1877,92.9295,375.082
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,471,77.0163,466.015,471,77.0163,466.015
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,300,84.5518,389.643,300,84.5518,389.643
Primary auditory area,AUDp,1002,left,all,20090,125.277,492.613,20090,125.277,492.613
Primary auditory area,AUDp,1002,right,all,15084,142.191,450.188,15084,142.191,450.188
Primary auditory area/ layer 1,AUDp1,735,left,all,4019,240.764,774.347,4019,240.764,774.347
Primary auditory area/ layer 1,AUDp1,735,right,all,3559,279.949,704.904,3559,279.949,704.904
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,3021,88.0848,410.009,3021,88.0848,410.009
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,2070,88.0523,352.859,2070,88.0523,352.859
Primary auditory area/ layer 4,AUDp4,816,left,all,2376,98.0677,443.639,2376,98.0677,443.639
Primary auditory area/ layer 4,AUDp4,816,right,all,1410,100.12,389.489,1410,100.12,389.489
Primary auditory area/ layer 5,AUDp5,847,left,all,7676,103.626,430.095,7676,103.626,430.095
Primary auditory area/ layer 5,AUDp5,847,right,all,4959,110.457,385.861,4959,110.457,385.861
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2452,85.4233,394.479,2452,85.4233,394.479
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2473,91.0436,347.959,2473,91.0436,347.959
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,546,82.7392,408.599,546,82.7392,408.599
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,613,85.0422,372.414,613,85.0422,372.414
Posterior auditory area,AUDpo,1027,left,all,5670,121.376,444.745,5670,121.376,444.745
Posterior auditory area,AUDpo,1027,right,all,4294,142.144,434.013,4294,142.144,434.013
Posterior auditory area/ layer 1,AUDpo1,696,left,all,1259,202.959,695.077,1259,202.959,695.077
Posterior auditory area/ layer 1,AUDpo1,696,right,all,1317,241.422,679.875,1317,241.422,679.875
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,950,86.4635,368.456,950,86.4635,368.456
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,495,85.1305,307.772,495,85.1305,307.772
Posterior auditory area/ layer 4,AUDpo4,759,left,all,751,95.0879,386.321,751,95.0879,386.321
Posterior auditory area/ layer 4,AUDpo4,759,right,all,423,99.9708,329.667,423,99.9708,329.667
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1967,108.934,381.766,1967,108.934,381.766
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1306,107.59,336.786,1306,107.59,336.786
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,588,87.3601,346.168,588,87.3601,346.168
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,535,86.0631,302.688,535,86.0631,302.688
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,155,86.9794,335.239,155,86.9794,335.239
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,218,98.3065,342.569,218,98.3065,342.569
Ventral auditory area,AUDv,1018,left,all,19776,139.077,461.515,19776,139.077,461.515
Ventral auditory area,AUDv,1018,right,all,12976,142.413,428.183,12976,142.413,428.183
Ventral auditory area/ layer 1,AUDv1,959,left,all,3499,339.502,781.711,3499,339.502,781.711
Ventral auditory area/ layer 1,AUDv1,959,right,all,2880,293.054,670.173,2880,293.054,670.173
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,3025,85.0502,369.102,3025,85.0502,369.102
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,1657,86.8915,326.502,1657,86.8915,326.502
Ventral auditory area/ layer 4,AUDv4,990,left,all,2363,97.3406,392.481,2363,97.3406,392.481
Ventral auditory area/ layer 4,AUDv4,990,right,all,1292,98.0916,362.971,1292,98.0916,362.971
Ventral auditory area/ layer 5,AUDv5,1023,left,all,7170,103.021,395.068,7170,103.021,395.068
Ventral auditory area/ layer 5,AUDv5,1023,right,all,4211,108.223,365.094,4211,108.223,365.094
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3132,92.4788,402.722,3132,92.4788,402.722
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2452,98.2458,364.646,2452,98.2458,364.646
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,587,79.8324,432.342,587,79.8324,432.342
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,484,75.6499,381.221,484,75.6499,381.221
Visual areas,VIS,669,left,all,112825,124.475,480.723,112825,124.475,480.723
Visual areas,VIS,669,right,all,76749,150.84,478.992,76749,150.84,478.992
Anterolateral visual area,VISal,402,left,all,6685,112.203,452.691,6685,112.203,452.691
Anterolateral visual area,VISal,402,right,all,4671,135.991,459.512,4671,135.991,459.512
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1341,174.863,687.532,1341,174.863,687.532
Anterolateral visual area/ layer 1,VISal1,1074,right,all,1570,210.97,704.229,1570,210.97,704.229
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1110,84.9671,383.355,1110,84.9671,383.355
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,538,86.7161,324.387,538,86.7161,324.387
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1077,98.8719,401.661,1077,98.8719,401.661
Anterolateral visual area/ layer 4,VISal4,1114,right,all,531,98.4706,340.904,531,98.4706,340.904
Anterolateral visual area/ layer 5,VISal5,233,left,all,2139,106.87,409.24,2139,106.87,409.24
Anterolateral visual area/ layer 5,VISal5,233,right,all,1327,110.498,353.661,1327,110.498,353.661
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,798,83.1893,359.381,798,83.1893,359.381
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,562,81.7088,305.169,562,81.7088,305.169
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,220,90.0436,381.805,220,90.0436,381.805
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,143,87.3912,310.399,143,87.3912,310.399
