Region,,,,Experiment,Marker 1,,,Total,,
Frontal pole/ layer 6a,FRP6a,526157196,right,all,842,2469.98,447.759,842,2469.98,447.759
Frontal pole/ layer 6b,FRP6b,526322264,left,all,2,5310.15,554,2,5310.15,554
Frontal pole/ layer 6b,FRP6b,526322264,right,all,0,0,0,0,0,0
Somatomotor areas,MO,500,left,all,253458,3211.04,557.333,253458,3211.04,557.333
Somatomotor areas,MO,500,right,all,189047,3057.95,494.143,189047,3057.95,494.143
Primary motor area,MOp,985,left,all,126281,3251.87,592.792,126281,3251.87,592.792
Primary motor area,MOp,985,right,all,86461,3041.38,504.586,86461,3041.38,504.586
Primary motor area/ Layer 1,MOp1,320,left,all,8710,2781.31,494.16,8710,2781.31,494.16
Primary motor area/ Layer 1,MOp1,320,right,all,6365,2447.34,426.638,6365,2447.34,426.638
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,44917,3143.72,571.572,44917,3143.72,571.572
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,33035,2992.84,488.233,33035,2992.84,488.233
Primary motor area/ Layer 5,MOp5,648,left,all,47183,3867.18,629.945,47183,3867.18,629.945
Primary motor area/ Layer 5,MOp5,648,right,all,29730,3572.77,545.728,29730,3572.77,545.728
Primary motor area/ Layer 6a,MOp6a,844,left,all,24005,2482.01,594.534,24005,2482.01,594.534
Primary motor area/ Layer 6a,MOp6a,844,right,all,16627,2461.17,493.369,16627,2461.17,493.369
Primary motor area/ Layer 6b,MOp6b,882,left,all,1466,2163.43,604.624,1466,2163.43,604.624
Primary motor area/ Layer 6b,MOp6b,882,right,all,704,1953.05,504.212,704,1953.05,504.212
Secondary motor area,MOs,993,left,all,127177,3170.51,522.124,127177,3170.51,522.124
Secondary motor area,MOs,993,right,all,102586,3071.91,485.342,102586,3071.91,485.342
Secondary motor area/ layer 1,MOs1,656,left,all,11460,2545.54,450.947,11460,2545.54,450.947
Secondary motor area/ layer 1,MOs1,656,right,all,11578,2477.95,417.197,11578,2477.95,417.197
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,40303,2802.13,491.448,40303,2802.13,491.448
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,33067,2820.89,450.074,33067,2820.89,450.074
Secondary motor area/ layer 5,MOs5,767,left,all,54227,3793.71,557.672,54227,3793.71,557.672
Secondary motor area/ layer 5,MOs5,767,right,all,40916,3629.03,526.433,40916,3629.03,526.433
Secondary motor area/ layer 6a,MOs6a,1021,left,all,20855,2623.38,527.622,20855,2623.38,527.622
Secondary motor area/ layer 6a,MOs6a,1021,right,all,16849,2631.24,501.703,16849,2631.24,501.703
Secondary motor area/ layer 6b,MOs6b,1085,left,all,332,2040.91,551.386,332,2040.91,551.386
Secondary motor area/ layer 6b,MOs6b,1085,right,all,176,1973.76,475.08,176,1973.76,475.08
Somatosensory areas,SS,453,left,all,377416,3011.93,587.793,377416,3011.93,587.793
Somatosensory areas,SS,453,right,all,255541,2797.99,476.577,255541,2797.99,476.577
Primary somatosensory area,SSp,322,left,all,266558,3026.94,598.476,266558,3026.94,598.476
Primary somatosensory area,SSp,322,right,all,174415,2837.55,482.239,174415,2837.55,482.239
Primary somatosensory area/ nose,SSp-n,353,left,all,34224,2742.17,580.015,34224,2742.17,580.015
Primary somatosensory area/ nose,SSp-n,353,right,all,20431,2614.16,461.652,20431,2614.16,461.652
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,3796,2279.1,473.983,3796,2279.1,473.983
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,2648,2037.28,383.997,2648,2037.28,383.997
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,7729,2326.86,563.992,7729,2326.86,563.992
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,4454,2271.89,448.493,4454,2271.89,448.493
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,7064,3199.71,645.195,7064,3199.71,645.195
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,3512,2981.7,501.155,3512,2981.7,501.155
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,8151,3280.24,627.208,8151,3280.24,627.208
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,4235,3437.83,519.415,4235,3437.83,519.415
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,7061,2422.2,537.383,7061,2422.2,537.383
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,5514,2307.72,440.498,5514,2307.72,440.498
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,423,1818.61,538.059,423,1818.61,538.059
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,68,2067.27,425.294,68,2067.27,425.294
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,66615,3395.94,575.164,66615,3395.94,575.164
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,44785,2933.87,466.237,44785,2933.87,466.237
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,5755,2714.7,487.628,5755,2714.7,487.628
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,3953,2175.63,380.763,3953,2175.63,380.763
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,16800,2790.03,538.424,16800,2790.03,538.424
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,10768,2350.02,435.617,10768,2350.02,435.617
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,14996,3948.87,619.618,14996,3948.87,619.618
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,10268,3234.24,489.393,10268,3234.24,489.393
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,16065,4195.81,628.18,16065,4195.81,628.18
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,9667,3833.16,522.625,9667,3833.16,522.625
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,11975,2899.57,546.561,11975,2899.57,546.561
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,9770,2695.5,455.001,9770,2695.5,455.001
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,1024,2324.25,521.663,1024,2324.25,521.663
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,359,2475.42,450.886,359,2475.42,450.886
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,15422,2784.62,509.877,15422,2784.62,509.877
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,15375,2725.64,455.021,15375,2725.64,455.021
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,54,2539.89,487.648,54,2539.89,487.648
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,35,2190.55,396.286,35,2190.55,396.286
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,1957,2191.68,465.138,1957,2191.68,465.138
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1305,2053.15,393.363,1305,2053.15,393.363
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2355,2299.77,469.881,2355,2299.77,469.881
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,2045,2044.64,400.794,2045,2044.64,400.794
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,6232,3352.71,545.707,6232,3352.71,545.707
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,6160,2911.54,464.768,6160,2911.54,464.768
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,4508,2572.61,504.325,4508,2572.61,504.325
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,5571,2944.69,478.463,5571,2944.69,478.463
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,316,1933,461.405,316,1933,461.405
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,259,2430.29,465.722,259,2430.29,465.722
Primary somatosensory area/ mouth,SSp-m,345,left,all,93308,2966.09,654.032,93308,2966.09,654.032
Primary somatosensory area/ mouth,SSp-m,345,right,all,52148,2947.61,527.382,52148,2947.61,527.382
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,7449,2875.8,500.321,7449,2875.8,500.321
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,5277,2318.46,423.639,5277,2318.46,423.639
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,23385,2619.13,622.556,23385,2619.13,622.556
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,13790,2543.5,502.199,13790,2543.5,502.199
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,17895,3780.7,723.057,17895,3780.7,723.057
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,8916,3929.18,589.044,8916,3929.18,589.044
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,23606,3297.34,692.359,23606,3297.34,692.359
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,12058,3479.22,572.164,12058,3479.22,572.164
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,19693,2331.17,641.973,19693,2331.17,641.973
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,11433,2453.2,510.803,11433,2453.2,510.803
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,1280,2101.19,637.292,1280,2101.19,637.292
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,674,2033.3,519.178,674,2033.3,519.178
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,35980,2910.81,582.845,35980,2910.81,582.845
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,26209,2775.87,475.426,26209,2775.87,475.426
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,2890,2701.65,515.026,2890,2701.65,515.026
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1997,2116.36,406.343,1997,2116.36,406.343
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,8915,2540,558.675,8915,2540,558.675
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,7124,2305.54,450.915,7124,2305.54,450.915
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,6615,3375.1,627.739,6615,3375.1,627.739
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,4175,2961.5,492.545,4175,2961.5,492.545
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,10801,3437.87,626.748,10801,3437.87,626.748
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,6523,3739.22,533.347,6523,3739.22,533.347
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,6229,2227.73,534.464,6229,2227.73,534.464
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6254,2407.38,453.625,6254,2407.38,453.625
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,530,1780.76,472.777,530,1780.76,472.777
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,136,2137.65,472.699,136,2137.65,472.699
Primary somatosensory area/ trunk,SSp-tr,361,left,all,9209,3110.74,523.333,9209,3110.74,523.333
Primary somatosensory area/ trunk,SSp-tr,361,right,all,6852,2772.97,451.904,6852,2772.97,451.904
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,84,2910.96,472.69,84,2910.96,472.69
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1007,2496.61,472.232,1007,2496.61,472.232
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,152,1744.81,318.717,152,1744.81,318.717
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3920,2857.7,496.703,3920,2857.7,496.703
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2605,2250.78,406.367,2605,2250.78,406.367
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,3664,3557.24,563.217,3664,3557.24,563.217
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,3576,3091.86,480.69,3576,3091.86,480.69
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,534,3094.27,549.479,534,3094.27,549.479
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,519,3497.91,521.141,519,3497.91,521.141
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,11800,2856.27,566.413,11800,2856.27,566.413
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,8615,2639.07,434.42,8615,2639.07,434.42
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1140,2212.52,479.796,1140,2212.52,479.796
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,795,2114.33,375.475,795,2114.33,375.475
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,3088,2436.45,546.867,3088,2436.45,546.867
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,2095,2115.64,405.156,2095,2115.64,405.156
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,2003,3186.09,613.431,2003,3186.09,613.431
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1460,2800.63,436.145,1460,2800.63,436.145
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,3109,3612.83,622.788,3109,3612.83,622.788
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,2049,3539.96,488.292,2049,3539.96,488.292
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2266,2506.13,526.123,2266,2506.13,526.123
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2177,2376.52,431.72,2177,2376.52,431.72
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,194,1881.49,468.232,194,1881.49,468.232
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,39,2730.19,463.769,39,2730.19,463.769
Supplemental somatosensory area,SSs,378,left,all,110858,2975.82,562.106,110858,2975.82,562.106
Supplemental somatosensory area,SSs,378,right,all,81126,2712.93,464.404,81126,2712.93,464.404
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,9406,2498.79,451.753,9406,2498.79,451.753
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,9753,2088.27,375.111,9753,2088.27,375.111
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,27647,2502.23,530.553,27647,2502.23,530.553
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,22256,2372.52,448.095,22256,2372.52,448.095
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,16976,3378.04,583.451,16976,3378.04,583.451
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,10953,3563.64,507.285,10953,3563.64,507.285
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,32631,3431.41,595.039,32631,3431.41,595.039
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,22663,3063.96,496.583,22663,3063.96,496.583
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,22199,2858.91,580.941,22199,2858.91,580.941
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,14438,2517.33,466.433,14438,2517.33,466.433
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1999,2216.21,589.725,1999,2216.21,589.725
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1063,1978.65,469.687,1063,1978.65,469.687
Gustatory areas,GU,1057,left,all,18721,2602.89,547.531,18721,2602.89,547.531
Gustatory areas,GU,1057,right,all,16761,2619.41,453.453,16761,2619.41,453.453
Gustatory areas/ layer 1,GU1,36,left,all,1638,2584.72,465.918,1638,2584.72,465.918
Gustatory areas/ layer 1,GU1,36,right,all,912,2079.67,367.126,912,2079.67,367.126
Gustatory areas/ layer 2/3,GU2/3,180,left,all,3941,2606.42,540.696,3941,2606.42,540.696
Gustatory areas/ layer 2/3,GU2/3,180,right,all,4022,2424.21,410.641,4022,2424.21,410.641
Gustatory areas/ layer 4,GU4,148,left,all,2029,2821.39,546.25,2029,2821.39,546.25
Gustatory areas/ layer 4,GU4,148,right,all,1702,2985.49,451.549,1702,2985.49,451.549
Gustatory areas/ layer 5,GU5,187,left,all,6644,2770.01,556.419,6644,2770.01,556.419
Gustatory areas/ layer 5,GU5,187,right,all,6947,2858.09,471.824,6947,2858.09,471.824
Gustatory areas/ layer 6a,GU6a,638,left,all,4170,2268.79,567.728,4170,2268.79,567.728
Gustatory areas/ layer 6a,GU6a,638,right,all,2964,2327.15,492.77,2964,2327.15,492.77
Gustatory areas/ layer 6b,GU6b,662,left,all,299,2119.26,614.231,299,2119.26,614.231
Gustatory areas/ layer 6b,GU6b,662,right,all,214,1976.18,500.168,214,1976.18,500.168
Visceral area,VISC,677,left,all,22224,3190.02,548.516,22224,3190.02,548.516
Visceral area,VISC,677,right,all,24010,2604.62,414.862,24010,2604.62,414.862
Visceral area/ layer 1,VISC1,897,left,all,2015,2489.31,447.405,2015,2489.31,447.405
Visceral area/ layer 1,VISC1,897,right,all,3534,2270.39,360.843,3534,2270.39,360.843
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5030,2934.6,531.919,5030,2934.6,531.919
Visceral area/ layer 2/3,VISC2/3,1106,right,all,5975,2742.93,392.579,5975,2742.93,392.579
Visceral area/ layer 4,VISC4,1010,left,all,1960,2961.9,539.023,1960,2961.9,539.023
Visceral area/ layer 4,VISC4,1010,right,all,2062,3029.59,419.95,2062,3029.59,419.95
Visceral area/ layer 5,VISC5,1058,left,all,7316,3878.82,585.502,7316,3878.82,585.502
Visceral area/ layer 5,VISC5,1058,right,all,8328,2778.64,430.47,8328,2778.64,430.47
Visceral area/ layer 6a,VISC6a,857,left,all,5445,2896.05,553.822,5445,2896.05,553.822
Visceral area/ layer 6a,VISC6a,857,right,all,3732,2132.86,457.672,3732,2132.86,457.672
Visceral area/ layer 6b,VISC6b,849,left,all,458,2546.3,562.373,458,2546.3,562.373
Visceral area/ layer 6b,VISC6b,849,right,all,379,2050.28,477.633,379,2050.28,477.633
Auditory areas,AUD,247,left,all,70044,2929.77,577.383,70044,2929.77,577.383
Auditory areas,AUD,247,right,all,52750,2913.75,469.599,52750,2913.75,469.599
Dorsal auditory area,AUDd,1011,left,all,15957,3446.21,625.733,15957,3446.21,625.733
Dorsal auditory area,AUDd,1011,right,all,10315,2998.62,475.016,10315,2998.62,475.016
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1862,2623.18,518.251,1862,2623.18,518.251
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1440,2128.46,404.568,1440,2128.46,404.568
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,5006,2822.81,614.762,5006,2822.81,614.762
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,3347,2473.29,450.996,3347,2473.29,450.996
Dorsal auditory area/ layer 4,AUDd4,678,left,all,2237,4295.09,683.72,2237,4295.09,683.72
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1090,4038.83,514.557,1090,4038.83,514.557
Dorsal auditory area/ layer 5,AUDd5,252,left,all,5312,4073.08,659.022,5312,4073.08,659.022
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3296,3615.87,517.823,3296,3615.87,517.823
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1331,3064.3,597.316,1331,3064.3,597.316
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1085,2911.22,476.465,1085,2911.22,476.465
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,209,3123.68,560.301,209,3123.68,560.301
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,57,1908.03,406.088,57,1908.03,406.088
Primary auditory area,AUDp,1002,left,all,26574,2848.61,579.915,26574,2848.61,579.915
Primary auditory area,AUDp,1002,right,all,19492,2996.82,484.8,19492,2996.82,484.8
Primary auditory area/ layer 1,AUDp1,735,left,all,3524,2224.58,493.274,3524,2224.58,493.274
Primary auditory area/ layer 1,AUDp1,735,right,all,2740,2007.97,403.612,2740,2007.97,403.612
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,6621,2372.21,568.427,6621,2372.21,568.427
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,4920,2461.26,465.972,4920,2461.26,465.972
Primary auditory area/ layer 4,AUDp4,816,left,all,3678,3291.4,612.779,3678,3291.4,612.779
Primary auditory area/ layer 4,AUDp4,816,right,all,2536,3538.81,523.37,2536,3538.81,523.37
Primary auditory area/ layer 5,AUDp5,847,left,all,10788,3230.04,606.165,10788,3230.04,606.165
Primary auditory area/ layer 5,AUDp5,847,right,all,7048,3635.38,522.893,7048,3635.38,522.893
Primary auditory area/ layer 6a,AUDp6a,954,left,all,1739,2635.12,571.651,1739,2635.12,571.651
Primary auditory area/ layer 6a,AUDp6a,954,right,all,1946,2956.98,474.868,1946,2956.98,474.868
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,224,2764.4,542.857,224,2764.4,542.857
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,302,1496.36,379.242,302,1496.36,379.242
Posterior auditory area,AUDpo,1027,left,all,6534,2508.34,531.63,6534,2508.34,531.63
Posterior auditory area,AUDpo,1027,right,all,5061,2720.94,451.119,5061,2720.94,451.119
Posterior auditory area/ layer 1,AUDpo1,696,left,all,935,1903.7,473.749,935,1903.7,473.749
Posterior auditory area/ layer 1,AUDpo1,696,right,all,647,1912.57,389.705,647,1912.57,389.705
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1713,2115.78,517.892,1713,2115.78,517.892
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1383,2186.51,431.371,1383,2186.51,431.371
Posterior auditory area/ layer 4,AUDpo4,759,left,all,922,3036.58,546.2,922,3036.58,546.2
Posterior auditory area/ layer 4,AUDpo4,759,right,all,667,3423.19,479.772,667,3423.19,479.772
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2346,2828.79,553.847,2346,2828.79,553.847
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1797,3161.05,474.74,1797,3161.05,474.74
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,509,2488.7,554.212,509,2488.7,554.212
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,547,2754.72,461.313,547,2754.72,461.313
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,109,2590.49,537.165,109,2590.49,537.165
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,20,1941,446.65,20,1941,446.65
Ventral auditory area,AUDv,1018,left,all,20979,2771.03,551.649,20979,2771.03,551.649
Ventral auditory area,AUDv,1018,right,all,17882,2828.82,455.135,17882,2828.82,455.135
Ventral auditory area/ layer 1,AUDv1,959,left,all,2003,2524.91,468.996,2003,2524.91,468.996
Ventral auditory area/ layer 1,AUDv1,959,right,all,1937,1955.58,368.922,1937,1955.58,368.922
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,4421,2232.35,525.494,4421,2232.35,525.494
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,4347,2352.21,422.333,4347,2352.21,422.333
Ventral auditory area/ layer 4,AUDv4,990,left,all,2822,2720.44,545.103,2822,2720.44,545.103
Ventral auditory area/ layer 4,AUDv4,990,right,all,2452,3382.17,481.974,2452,3382.17,481.974
Ventral auditory area/ layer 5,AUDv5,1023,left,all,8809,3153.39,583.536,8809,3153.39,583.536
Ventral auditory area/ layer 5,AUDv5,1023,right,all,7073,3203.79,488.555,7073,3203.79,488.555
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2651,2664.28,561.591,2651,2664.28,561.591
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,1768,2894.34,471.442,1768,2894.34,471.442
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,273,2522.34,523.821,273,2522.34,523.821
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,305,1643.7,384.856,305,1643.7,384.856
Visual areas,VIS,669,left,all,81801,2623.42,505.895,81801,2623.42,505.895
Visual areas,VIS,669,right,all,61094,2294.18,411.246,61094,2294.18,411.246
Anterolateral visual area,VISal,402,left,all,7718,2793.01,555.12,7718,2793.01,555.12
Anterolateral visual area,VISal,402,right,all,6260,2825.72,461.21,6260,2825.72,461.21
Anterolateral visual area/ layer 1,VISal1,1074,left,all,742,2699.99,499.892,742,2699.99,499.892
Anterolateral visual area/ layer 1,VISal1,1074,right,all,617,2044.53,376.799,617,2044.53,376.799
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,2104,2276.04,524.225,2104,2276.04,524.225
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1787,2213.33,427.991,1787,2213.33,427.991
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1175,2695.37,566.022,1175,2695.37,566.022
Anterolateral visual area/ layer 4,VISal4,1114,right,all,974,3234.34,489.52,974,3234.34,489.52
