Region,,,,Experiment,Marker 1,,,Total,,
Frontal pole/ layer 6a,FRP6a,526157196,left,all,814,212.619,797.657,814,212.619,797.657
Frontal pole/ layer 6a,FRP6a,526157196,right,all,799,240.576,789.431,799,240.576,789.431
Frontal pole/ layer 6b,FRP6b,526322264,left,all,4,217.507,633.75,4,217.507,633.75
Frontal pole/ layer 6b,FRP6b,526322264,right,all,6,155.578,581.333,6,155.578,581.333
Somatomotor areas,MO,500,left,all,149927,262.015,897.486,149927,262.015,897.486
Somatomotor areas,MO,500,right,all,131468,270.112,828.09,131468,270.112,828.09
Primary motor area,MOp,985,left,all,67502,259.821,917.706,67502,259.821,917.706
Primary motor area,MOp,985,right,all,55029,264.263,821.395,55029,264.263,821.395
Primary motor area/ Layer 1,MOp1,320,left,all,2889,227.821,733.293,2889,227.821,733.293
Primary motor area/ Layer 1,MOp1,320,right,all,3802,209.342,631.084,3802,209.342,631.084
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,19565,237.544,844.39,19565,237.544,844.39
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,17153,242.483,769.217,17153,242.483,769.217
Primary motor area/ Layer 5,MOp5,648,left,all,25235,286.489,994.706,25235,286.489,994.706
Primary motor area/ Layer 5,MOp5,648,right,all,18995,300.159,907.805,18995,300.159,907.805
Primary motor area/ Layer 6a,MOp6a,844,left,all,19247,252.927,919.75,19247,252.927,919.75
Primary motor area/ Layer 6a,MOp6a,844,right,all,14753,257.989,820.031,14753,257.989,820.031
Primary motor area/ Layer 6b,MOp6b,882,left,all,566,238.649,890.763,566,238.649,890.763
Primary motor area/ Layer 6b,MOp6b,882,right,all,326,243.147,813.196,326,243.147,813.196
Secondary motor area,MOs,993,left,all,82425,263.812,880.928,82425,263.812,880.928
Secondary motor area,MOs,993,right,all,76439,274.323,832.91,76439,274.323,832.91
Secondary motor area/ layer 1,MOs1,656,left,all,7302,296.206,857.57,7302,296.206,857.57
Secondary motor area/ layer 1,MOs1,656,right,all,6533,252.161,730.061,6533,252.161,730.061
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,22295,235.918,811.994,22295,235.918,811.994
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,22395,240.035,747.762,22395,240.035,747.762
Secondary motor area/ layer 5,MOs5,767,left,all,35305,280.451,923.497,35305,280.451,923.497
Secondary motor area/ layer 5,MOs5,767,right,all,32719,312.841,918.626,32719,312.841,918.626
Secondary motor area/ layer 6a,MOs6a,1021,left,all,17251,252.397,892.671,17251,252.397,892.671
Secondary motor area/ layer 6a,MOs6a,1021,right,all,14665,250.939,817.89,14665,250.939,817.89
Secondary motor area/ layer 6b,MOs6b,1085,left,all,272,244.913,888.081,272,244.913,888.081
Secondary motor area/ layer 6b,MOs6b,1085,right,all,127,237.172,789.756,127,237.172,789.756
Somatosensory areas,SS,453,left,all,201286,277.487,994.037,201286,277.487,994.037
Somatosensory areas,SS,453,right,all,162759,260.644,840.369,162759,260.644,840.369
Primary somatosensory area,SSp,322,left,all,132880,280.749,1014.75,132880,280.749,1014.75
Primary somatosensory area,SSp,322,right,all,113759,268.314,865.253,113759,268.314,865.253
Primary somatosensory area/ nose,SSp-n,353,left,all,21551,287.038,1062.03,21551,287.038,1062.03
Primary somatosensory area/ nose,SSp-n,353,right,all,17593,286.211,930.745,17593,286.211,930.745
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,2454,267.428,814.948,2454,267.428,814.948
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,1887,233.991,713.232,1887,233.991,713.232
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,5257,274.125,1004.05,5257,274.125,1004.05
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,3855,275.451,909.443,3855,275.451,909.443
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,3808,304.126,1194.34,3808,304.126,1194.34
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,3011,331.464,1061.39,3011,331.464,1061.39
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,4917,353.625,1250.69,4917,353.625,1250.69
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,3880,343.236,1083.52,3880,343.236,1083.52
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,4948,233.117,963.962,4948,233.117,963.962
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,4682,242.047,835.319,4682,242.047,835.319
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,167,229.097,851.467,167,229.097,851.467
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,278,247.684,762.482,278,247.684,762.482
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,24057,263.568,878.333,24057,263.568,878.333
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,25998,258.94,791.601,25998,258.94,791.601
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,420,225.841,679.717,420,225.841,679.717
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,2456,218.526,652.301,2456,218.526,652.301
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,2328,237.195,767.443,2328,237.195,767.443
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,5635,238.728,738.262,5635,238.728,738.262
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,4890,248.432,850.988,4890,248.432,850.988
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,5032,258.781,820.257,5032,258.781,820.257
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,7146,287.213,946.396,7146,287.213,946.396
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,6645,311.149,915.508,6645,311.149,915.508
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,8337,263.793,882.493,8337,263.793,882.493
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,5552,240.227,747.535,5552,240.227,747.535
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,936,242.63,829.439,936,242.63,829.439
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,678,216.04,673.295,678,216.04,673.295
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,9446,325.982,978.961,9446,325.982,978.961
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,9322,282.283,870.182,9322,282.283,870.182
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,1,193.91,804,1,193.91,804
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,12,341.203,887.417,12,341.203,887.417
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,635,273.208,833.331,635,273.208,833.331
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,245,264.294,810.261,245,264.294,810.261
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1215,240.569,814.873,1215,240.569,814.873
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,3439,273.629,875.163,3439,273.629,875.163
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3449,274.698,875.034,3449,274.698,875.034
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,5332,365.949,1054.52,5332,365.949,1054.52
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3709,306.835,899.866,3709,306.835,899.866
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,418,282.6,970.617,418,282.6,970.617
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,313,255.563,754.655,313,255.563,754.655
Primary somatosensory area/ mouth,SSp-m,345,left,all,48332,273.908,1061.58,48332,273.908,1061.58
Primary somatosensory area/ mouth,SSp-m,345,right,all,32375,253.251,889.664,32375,253.251,889.664
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,5068,251.953,794.076,5068,251.953,794.076
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,3329,218.891,678.568,3329,218.891,678.568
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,12154,253.22,1029.86,12154,253.22,1029.86
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,7558,236.414,860.635,7558,236.414,860.635
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,8305,312.744,1213.82,8305,312.744,1213.82
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,5203,286.09,992.133,5203,286.09,992.133
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,12139,313.05,1201.11,12139,313.05,1201.11
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,7505,291.366,1010.92,7505,291.366,1010.92
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,10279,234.517,946.669,10279,234.517,946.669
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,8603,229.066,830.95,8603,229.066,830.95
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,387,196.189,969.276,387,196.189,969.276
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,177,212.612,799.475,177,212.612,799.475
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,22172,292.19,1052.3,22172,292.19,1052.3
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,20040,288.003,890.769,20040,288.003,890.769
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,234,283.671,843.739,234,283.671,843.739
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1267,246.258,730.573,1267,246.258,730.573
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,3138,277.56,940.414,3138,277.56,940.414
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,4994,258.747,845.592,4994,258.747,845.592
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,4537,277.671,1056.91,4537,277.671,1056.91
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,3043,287.86,936.42,3043,287.86,936.42
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,7487,338.148,1169.95,7487,338.148,1169.95
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5226,382.56,1056,5226,382.56,1056
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,6528,259.678,983.596,6528,259.678,983.596
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,5327,235.074,788.887,5327,235.074,788.887
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,248,219.306,837.488,248,219.306,837.488
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,183,218.281,720.836,183,218.281,720.836
Primary somatosensory area/ trunk,SSp-tr,361,left,all,756,219.365,650.862,756,219.365,650.862
Primary somatosensory area/ trunk,SSp-tr,361,right,all,2187,218.111,664.01,2187,218.111,664.01
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,72,222.545,660.069,72,222.545,660.069
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,815,210.362,640.005,815,210.362,640.005
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,591,222.433,654.594,591,222.433,654.594
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1070,216.381,668.373,1070,216.381,668.373
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,165,208.375,637.497,165,208.375,637.497
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,230,252.226,730.009,230,252.226,730.009
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,6566,276.777,981.278,6566,276.777,981.278
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,6244,268.556,842.052,6244,268.556,842.052
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,18,375.897,914.778,18,375.897,914.778
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,428,264.818,744.839,428,264.818,744.839
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,958,281.876,892.687,958,281.876,892.687
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1420,249.417,807.912,1420,249.417,807.912
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1297,273.852,979.237,1297,273.852,979.237
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,951,277.132,880.652,951,277.132,880.652
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2081,308.132,1082.35,2081,308.132,1082.35
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1571,324.62,967.216,1571,324.62,967.216
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2081,247.216,933.78,2081,247.216,933.78
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1716,234.147,772.151,1716,234.147,772.151
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,131,226.322,807.405,131,226.322,807.405
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,158,215.324,694.544,158,215.324,694.544
Supplemental somatosensory area,SSs,378,left,all,68406,271.152,953.799,68406,271.152,953.799
Supplemental somatosensory area,SSs,378,right,all,49000,242.836,782.599,49000,242.836,782.599
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,7447,241.811,744.515,7447,241.811,744.515
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,5029,218.189,646.029,5029,218.189,646.029
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,15628,242.037,911.717,15628,242.037,911.717
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,10493,223.45,764.053,10493,223.45,764.053
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,8655,295.408,1043.26,8655,295.408,1043.26
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,6756,261.134,842.82,6756,261.134,842.82
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,19145,319.308,1072.32,19145,319.308,1072.32
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,13743,276.315,854.467,13743,276.315,854.467
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,16369,243.669,908.27,16369,243.669,908.27
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,12122,222.833,744.554,12122,222.833,744.554
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1162,263.817,883.323,1162,263.817,883.323
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,857,226.664,722.006,857,226.664,722.006
Gustatory areas,GU,1057,left,all,14764,251.542,949.284,14764,251.542,949.284
Gustatory areas,GU,1057,right,all,9082,223.897,715.558,9082,223.897,715.558
Gustatory areas/ layer 1,GU1,36,left,all,1369,277.387,827.9,1369,277.387,827.9
Gustatory areas/ layer 1,GU1,36,right,all,465,208.943,644.589,465,208.943,644.589
Gustatory areas/ layer 2/3,GU2/3,180,left,all,2624,223.956,931.968,2624,223.956,931.968
Gustatory areas/ layer 2/3,GU2/3,180,right,all,1931,226.247,683.417,1931,226.247,683.417
Gustatory areas/ layer 4,GU4,148,left,all,1199,261.334,1063.56,1199,261.334,1063.56
Gustatory areas/ layer 4,GU4,148,right,all,726,216.939,679.895,726,216.939,679.895
Gustatory areas/ layer 5,GU5,187,left,all,5155,261.416,998.721,5155,261.416,998.721
Gustatory areas/ layer 5,GU5,187,right,all,3322,229.181,730.866,3322,229.181,730.866
Gustatory areas/ layer 6a,GU6a,638,left,all,4141,245.061,909.646,4141,245.061,909.646
Gustatory areas/ layer 6a,GU6a,638,right,all,2497,219.81,739.158,2497,219.81,739.158
Gustatory areas/ layer 6b,GU6b,662,left,all,276,255.899,890.917,276,255.899,890.917
Gustatory areas/ layer 6b,GU6b,662,right,all,141,224.754,794.773,141,224.754,794.773
Visceral area,VISC,677,left,all,19653,242.738,823.339,19653,242.738,823.339
Visceral area,VISC,677,right,all,15742,293.608,722.28,15742,293.608,722.28
Visceral area/ layer 1,VISC1,897,left,all,2679,235.826,704.254,2679,235.826,704.254
Visceral area/ layer 1,VISC1,897,right,all,671,225.461,629.021,671,225.461,629.021
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4929,221.721,777.052,4929,221.721,777.052
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3553,260.187,675.386,3553,260.187,675.386
Visceral area/ layer 4,VISC4,1010,left,all,1466,277.4,927.217,1466,277.4,927.217
Visceral area/ layer 4,VISC4,1010,right,all,1651,312.455,738.171,1651,312.455,738.171
Visceral area/ layer 5,VISC5,1058,left,all,5606,273.347,884.572,5606,273.347,884.572
Visceral area/ layer 5,VISC5,1058,right,all,6634,338.214,765.002,6634,338.214,765.002
Visceral area/ layer 6a,VISC6a,857,left,all,4724,221.974,833.804,4724,221.974,833.804
Visceral area/ layer 6a,VISC6a,857,right,all,3063,242.937,697.553,3063,242.937,697.553
Visceral area/ layer 6b,VISC6b,849,left,all,249,233.85,832.1,249,233.85,832.1
Visceral area/ layer 6b,VISC6b,849,right,all,170,250.318,694.435,170,250.318,694.435
Auditory areas,AUD,247,left,all,38915,276.514,904.824,38915,276.514,904.824
Auditory areas,AUD,247,right,all,31948,237.773,774.329,31948,237.773,774.329
Dorsal auditory area,AUDd,1011,left,all,6712,262.712,837.903,6712,262.712,837.903
Dorsal auditory area,AUDd,1011,right,all,6081,242.954,771.922,6081,242.954,771.922
Dorsal auditory area/ layer 1,AUDd1,527,left,all,308,240.524,672.838,308,240.524,672.838
Dorsal auditory area/ layer 1,AUDd1,527,right,all,769,198.895,624.982,769,198.895,624.982
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,1225,219.413,692.798,1225,219.413,692.798
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1791,228.577,762.077,1791,228.577,762.077
Dorsal auditory area/ layer 4,AUDd4,678,left,all,793,233.936,771.087,793,233.936,771.087
Dorsal auditory area/ layer 4,AUDd4,678,right,all,792,291.036,862.979,792,291.036,862.979
Dorsal auditory area/ layer 5,AUDd5,252,left,all,2673,283.435,904.895,2673,283.435,904.895
Dorsal auditory area/ layer 5,AUDd5,252,right,all,1746,265.781,827.806,1746,265.781,827.806
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1483,277.619,889.531,1483,277.619,889.531
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,963,224.749,733.078,963,224.749,733.078
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,230,285.314,950.713,230,285.314,950.713
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,20,204.377,689.3,20,204.377,689.3
Primary auditory area,AUDp,1002,left,all,14822,282.247,934.58,14822,282.247,934.58
Primary auditory area,AUDp,1002,right,all,11731,238.272,811.222,11731,238.272,811.222
Primary auditory area/ layer 1,AUDp1,735,left,all,109,270.238,683.826,109,270.238,683.826
Primary auditory area/ layer 1,AUDp1,735,right,all,1519,208.39,682.308,1519,208.39,682.308
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,2745,265.707,786.553,2745,265.707,786.553
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,2669,227.869,818.407,2669,227.869,818.407
Primary auditory area/ layer 4,AUDp4,816,left,all,2131,233.625,853.684,2131,233.625,853.684
Primary auditory area/ layer 4,AUDp4,816,right,all,1667,258.013,881.282,1667,258.013,881.282
Primary auditory area/ layer 5,AUDp5,847,left,all,6345,301.346,1001.33,6345,301.346,1001.33
Primary auditory area/ layer 5,AUDp5,847,right,all,3902,257.299,845.532,3902,257.299,845.532
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3005,292.014,984.743,3005,292.014,984.743
Primary auditory area/ layer 6a,AUDp6a,954,right,all,1914,222.125,771.818,1914,222.125,771.818
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,487,281.81,999.854,487,281.81,999.854
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,60,186.689,834.567,60,186.689,834.567
Posterior auditory area,AUDpo,1027,left,all,3045,300.011,948.7,3045,300.011,948.7
Posterior auditory area,AUDpo,1027,right,all,4085,271.822,810.001,4085,271.822,810.001
Posterior auditory area/ layer 1,AUDpo1,696,left,all,0,0,0,0,0,0
Posterior auditory area/ layer 1,AUDpo1,696,right,all,552,218.988,675.065,552,218.988,675.065
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,74,488.261,1183.18,74,488.261,1183.18
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1084,243.603,767.077,1084,243.603,767.077
Posterior auditory area/ layer 4,AUDpo4,759,left,all,416,296.523,863.425,416,296.523,863.425
Posterior auditory area/ layer 4,AUDpo4,759,right,all,587,330.753,876.968,587,330.753,876.968
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1599,258.316,881.926,1599,258.316,881.926
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1254,304.904,858.202,1254,304.904,858.202
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,765,354.012,1080.62,765,354.012,1080.62
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,589,242.308,837.896,589,242.308,837.896
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,191,367.447,1074.21,191,367.447,1074.21
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,19,327.534,1064.26,19,327.534,1064.26
Ventral auditory area,AUDv,1018,left,all,14336,272.059,896.071,14336,272.059,896.071
Ventral auditory area,AUDv,1018,right,all,10051,220.217,718.226,10051,220.217,718.226
Ventral auditory area/ layer 1,AUDv1,959,left,all,401,281.373,711.898,401,281.373,711.898
Ventral auditory area/ layer 1,AUDv1,959,right,all,1106,197.966,627.28,1106,197.966,627.28
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,3468,246.858,758.866,3468,246.858,758.866
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,2010,198.709,671.853,2010,198.709,671.853
Ventral auditory area/ layer 4,AUDv4,990,left,all,2207,252.068,889.71,2207,252.068,889.71
Ventral auditory area/ layer 4,AUDv4,990,right,all,1355,234.261,746.466,1355,234.261,746.466
Ventral auditory area/ layer 5,AUDv5,1023,left,all,5496,301.701,997.83,5496,301.701,997.83
Ventral auditory area/ layer 5,AUDv5,1023,right,all,3847,238.795,757.515,3847,238.795,757.515
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2426,258.674,891.477,2426,258.674,891.477
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,1622,209.279,722.693,1622,209.279,722.693
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,338,264.196,942.225,338,264.196,942.225
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,111,175.9,692.432,111,175.9,692.432
Visual areas,VIS,669,left,all,19316,249.946,827.718,19316,249.946,827.718
Visual areas,VIS,669,right,all,54007,256.718,769.245,54007,256.718,769.245
Anterolateral visual area,VISal,402,left,all,1761,251.502,876.406,1761,251.502,876.406
Anterolateral visual area,VISal,402,right,all,4175,276.106,822.894,4175,276.106,822.894
Anterolateral visual area/ layer 1,VISal1,1074,left,all,0,0,0,0,0,0
Anterolateral visual area/ layer 1,VISal1,1074,right,all,458,222.368,673.718,458,222.368,673.718
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,0,0,0,0,0,0
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1103,234.203,740.244,1103,234.203,740.244
Anterolateral visual area/ layer 4,VISal4,1114,left,all,0,0,0,0,0,0
Anterolateral visual area/ layer 4,VISal4,1114,right,all,624,285.507,861.123,624,285.507,861.123
Anterolateral visual area/ layer 5,VISal5,233,left,all,576,279.223,831.418,576,279.223,831.418
Anterolateral visual area/ layer 5,VISal5,233,right,all,1119,355.836,950.866,1119,355.836,950.866
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,976,237.623,886.955,976,237.623,886.955
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,732,250.038,816.788,732,250.038,816.788
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,209,239.914,951.129,209,239.914,951.129
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,139,238.915,800.576,139,238.915,800.576
Anteromedial visual area,VISam,394,left,all,0,0,0,0,0,0
Anteromedial visual area,VISam,394,right,all,515,234.49,743.862,515,234.49,743.862
Anteromedial visual area/ layer 1,VISam1,281,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 1,VISam1,281,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 4,VISam4,401,left,all,0,0,0,0,0,0
