Region,,,,Experiment,Marker 1,,,Total,,
name,acronym,id,hemisphere,section,count,strength,channel Ex: 561.000000nm Em: 620.000000nm,count,strength,channel Ex: 561.000000nm Em: 620.000000nm
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,23722,380.5,1159.82,23722,380.5,1159.82
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,14832,347.351,1105.96,14832,347.351,1105.96
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,17182,356.228,1102.19,17182,356.228,1102.19
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,13524,260.743,920.483,13524,260.743,920.483
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,867,275.521,1130.9,867,275.521,1130.9
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1104,272.446,895.078,1104,272.446,895.078
Gustatory areas,GU,1057,left,all,17491,360.297,1228.81,17491,360.297,1228.81
Gustatory areas,GU,1057,right,all,12351,276.546,953.637,12351,276.546,953.637
Gustatory areas/ layer 1,GU1,36,left,all,1673,419.894,1237.1,1673,419.894,1237.1
Gustatory areas/ layer 1,GU1,36,right,all,1054,313.179,928.542,1054,313.179,928.542
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4531,316.261,1179.31,4531,316.261,1179.31
Gustatory areas/ layer 2/3,GU2/3,180,right,all,2548,234.628,873.746,2548,234.628,873.746
Gustatory areas/ layer 4,GU4,148,left,all,1773,392.962,1244.54,1773,392.962,1244.54
Gustatory areas/ layer 4,GU4,148,right,all,1026,266.81,985.293,1026,266.81,985.293
Gustatory areas/ layer 5,GU5,187,left,all,6209,392.01,1254.64,6209,392.01,1254.64
Gustatory areas/ layer 5,GU5,187,right,all,4050,294.956,983.79,4050,294.956,983.79
Gustatory areas/ layer 6a,GU6a,638,left,all,3042,316.513,1223.81,3042,316.513,1223.81
Gustatory areas/ layer 6a,GU6a,638,right,all,3414,278.025,969.884,3414,278.025,969.884
Gustatory areas/ layer 6b,GU6b,662,left,all,263,277.382,1370.82,263,277.382,1370.82
Gustatory areas/ layer 6b,GU6b,662,right,all,259,271.052,1030.66,259,271.052,1030.66
Visceral area,VISC,677,left,all,20531,354.869,1006.14,20531,354.869,1006.14
Visceral area,VISC,677,right,all,14281,268.354,882.789,14281,268.354,882.789
Visceral area/ layer 1,VISC1,897,left,all,2470,320.784,981.928,2470,320.784,981.928
Visceral area/ layer 1,VISC1,897,right,all,1789,287.996,940.169,1789,287.996,940.169
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5057,300.688,945.058,5057,300.688,945.058
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3227,240.479,865.315,3227,240.479,865.315
Visceral area/ layer 4,VISC4,1010,left,all,1729,446.452,1103.34,1729,446.452,1103.34
Visceral area/ layer 4,VISC4,1010,right,all,1178,280.514,970.109,1178,280.514,970.109
Visceral area/ layer 5,VISC5,1058,left,all,6707,391.65,1048.95,6707,391.65,1048.95
Visceral area/ layer 5,VISC5,1058,right,all,4221,294.365,908.734,4221,294.365,908.734
Visceral area/ layer 6a,VISC6a,857,left,all,4304,348.918,990.381,4304,348.918,990.381
Visceral area/ layer 6a,VISC6a,857,right,all,3472,247.044,811.815,3472,247.044,811.815
Visceral area/ layer 6b,VISC6b,849,left,all,264,274.429,935.822,264,274.429,935.822
Visceral area/ layer 6b,VISC6b,849,right,all,394,280.265,851.799,394,280.265,851.799
Auditory areas,AUD,247,left,all,54934,358.472,1139.04,54934,358.472,1139.04
Auditory areas,AUD,247,right,all,40192,290.963,906.267,40192,290.963,906.267
Dorsal auditory area,AUDd,1011,left,all,10250,368.268,1135.83,10250,368.268,1135.83
Dorsal auditory area,AUDd,1011,right,all,7234,289.711,869.949,7234,289.711,869.949
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1366,318.899,986.058,1366,318.899,986.058
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1042,239.557,727.75,1042,239.557,727.75
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,3172,312.193,1062.61,3172,312.193,1062.61
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1858,247.748,828.727,1858,247.748,828.727
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1196,444.56,1254.66,1196,444.56,1254.66
Dorsal auditory area/ layer 4,AUDd4,678,right,all,837,352.511,959.484,837,352.511,959.484
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3250,410.599,1226.5,3250,410.599,1226.5
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2180,328.432,948.395,2180,328.432,948.395
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1206,383.802,1133.93,1206,383.802,1133.93
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1280,283.234,851.771,1280,283.234,851.771
