Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ nose,SSp-n,353,right,all,22987,257.515,958.671,22987,257.515,958.671
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,4458,558.365,1688.35,4458,558.365,1688.35
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,4471,498.228,1456.71,4471,498.228,1456.71
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,4458,187.382,848.513,4458,187.382,848.513
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,3101,188.269,781.817,3101,188.269,781.817
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,6095,217.743,967.283,6095,217.743,967.283
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,3740,213.251,912.153,3740,213.251,912.153
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,6845,206.429,905.985,6845,206.429,905.985
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,5129,226.901,909.494,5129,226.901,909.494
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,8750,172.124,827.843,8750,172.124,827.843
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,5760,176.048,762.16,5760,176.048,762.16
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,671,190.101,985.297,671,190.101,985.297
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,786,168.862,805.729,786,168.862,805.729
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,68174,244.389,1043.07,68174,244.389,1043.07
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,45442,271.893,978.07,45442,271.893,978.07
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,10065,563.41,1894.47,10065,563.41,1894.47
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,10492,546.731,1707.18,10492,546.731,1707.18
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,10268,183.656,868.68,10268,183.656,868.68
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,6351,182.995,740.015,6351,182.995,740.015
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,14443,211.053,986.653,14443,211.053,986.653
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,7827,201.906,821.852,7827,201.906,821.852
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,13874,213.944,925.482,13874,213.944,925.482
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,9681,222.975,815.259,9681,222.975,815.259
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,16930,157.16,813.931,16930,157.16,813.931
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,9101,158.412,673.03,9101,158.412,673.03
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,2594,164.727,868.446,2594,164.727,868.446
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,1990,138.793,695.2,1990,138.793,695.2
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,15733,217.661,972.206,15733,217.661,972.206
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,15154,243.679,966.1,15154,243.679,966.1
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,2805,363.441,1594.53,2805,363.441,1594.53
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,3380,484.283,1699.21,3380,484.283,1699.21
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,2054,170.72,748.822,2054,170.72,748.822
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1980,163.901,697.996,1980,163.901,697.996
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,1347,178.246,818.347,1347,178.246,818.347
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1028,169.371,741.687,1028,169.371,741.687
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,4518,248.289,910.007,4518,248.289,910.007
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3872,223.638,816.204,3872,223.638,816.204
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,4325,137.761,793.575,4325,137.761,793.575
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3774,143.751,703.266,3774,143.751,703.266
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,684,141.314,934.25,684,141.314,934.25
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,1120,132.812,837.505,1120,132.812,837.505
Primary somatosensory area/ mouth,SSp-m,345,left,all,51914,261.101,979.937,51914,261.101,979.937
Primary somatosensory area/ mouth,SSp-m,345,right,all,36331,262.698,858.513,36331,262.698,858.513
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,9362,588.905,1681.18,9362,588.905,1681.18
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,8948,489.923,1323.74,8948,489.923,1323.74
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,10279,182.322,831.797,10279,182.322,831.797
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,5746,182.18,691.676,5746,182.18,691.676
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,9149,204.896,893.366,9149,204.896,893.366
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,4572,198.76,755.248,4572,198.76,755.248
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,12444,204.363,846.977,12444,204.363,846.977
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,8010,204.459,747.57,8010,204.459,747.57
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,9975,164.761,730.195,9975,164.761,730.195
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,8493,174.278,652.833,8493,174.278,652.833
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,705,150.613,831.613,705,150.613,831.613
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,562,154.518,686.591,562,154.518,686.591
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,26007,214.949,928.833,26007,214.949,928.833
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,22801,241.422,921.958,22801,241.422,921.958
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,4449,393.51,1539.21,4449,393.51,1539.21
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,5009,478.375,1592.02,5009,478.375,1592.02
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,3943,176.67,762.882,3943,176.67,762.882
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,2966,175.317,715.579,2966,175.317,715.579
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,3369,191.261,824.627,3369,191.261,824.627
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,2365,183.956,758.877,2365,183.956,758.877
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,5941,216.129,858.775,5941,216.129,858.775
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,4992,210.644,792.461,4992,210.644,792.461
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7165,145.118,758.378,7165,145.118,758.378
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,5987,149.692,677.068,5987,149.692,677.068
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,1140,153.241,865.132,1140,153.241,865.132
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,1482,138.798,756.011,1482,138.798,756.011
Primary somatosensory area/ trunk,SSp-tr,361,left,all,8854,221.093,974.078,8854,221.093,974.078
Primary somatosensory area/ trunk,SSp-tr,361,right,all,7535,260.156,977.314,7535,260.156,977.314
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,1987,398.342,1671.2,1987,398.342,1671.2
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,2220,466.282,1674.18,2220,466.282,1674.18
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,1067,151.354,715.792,1067,151.354,715.792
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,987,153.999,660.264,987,153.999,660.264
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,603,181.148,771.335,603,181.148,771.335
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,466,175.461,694.603,466,175.461,694.603
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3099,191.111,788.94,3099,191.111,788.94
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2392,196.419,716.474,2392,196.419,716.474
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1692,146.307,745.872,1692,146.307,745.872
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1123,152.995,633.812,1123,152.995,633.812
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,406,136.75,906.401,406,136.75,906.401
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,347,143.279,710.182,347,143.279,710.182
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,10790,233.198,982.215,10790,233.198,982.215
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,8696,252.351,986.756,8696,252.351,986.756
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1746,509.019,1738.05,1746,509.019,1738.05
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,1870,523.372,1670.16,1870,523.372,1670.16
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,1647,184.791,782.681,1647,184.791,782.681
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1489,187.704,808.541,1489,187.704,808.541
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1570,192.942,853.778,1570,192.942,853.778
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1123,189.217,883.549,1123,189.217,883.549
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2420,206.145,879.109,2420,206.145,879.109
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1801,202.67,854.128,1801,202.67,854.128
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2969,151.628,810.797,2969,151.628,810.797
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1997,150.532,700.113,1997,150.532,700.113
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,438,162.408,911.562,438,162.408,911.562
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,416,139.742,781.447,416,139.742,781.447
Supplemental somatosensory area,SSs,378,left,all,74599,257.13,911.006,74599,257.13,911.006
Supplemental somatosensory area,SSs,378,right,all,56963,257.662,816.55,56963,257.662,816.55
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,13018,609.249,1619.33,13018,609.249,1619.33
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,11266,522.212,1371.35,11266,522.212,1371.35
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,10886,169.467,751.528,10886,169.467,751.528
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,9377,210.167,726.002,9377,210.167,726.002
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,8905,192.116,803.8,8905,192.116,803.8
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,6079,183.393,679.484,6079,183.393,679.484
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,19211,193.684,771.362,19211,193.684,771.362
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,14036,201.681,686.407,14036,201.681,686.407
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,20394,177.42,732.448,20394,177.42,732.448
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,14160,177.962,644.305,14160,177.962,644.305
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,2185,162.773,816.732,2185,162.773,816.732
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,2045,174.896,668.687,2045,174.896,668.687
Gustatory areas,GU,1057,left,all,10439,197.42,718.027,10439,197.42,718.027
Gustatory areas,GU,1057,right,all,7943,217.452,678.319,7943,217.452,678.319
Gustatory areas/ layer 1,GU1,36,left,all,2462,285.314,989.566,2462,285.314,989.566
Gustatory areas/ layer 1,GU1,36,right,all,2015,346.078,1009.11,2015,346.078,1009.11
Gustatory areas/ layer 2/3,GU2/3,180,left,all,1484,163.085,645.219,1484,163.085,645.219
Gustatory areas/ layer 2/3,GU2/3,180,right,all,1097,181.044,607.82,1097,181.044,607.82
Gustatory areas/ layer 4,GU4,148,left,all,808,167.953,628.007,808,167.953,628.007
Gustatory areas/ layer 4,GU4,148,right,all,495,169.404,545.485,495,169.404,545.485
Gustatory areas/ layer 5,GU5,187,left,all,3136,176.1,639.471,3136,176.1,639.471
Gustatory areas/ layer 5,GU5,187,right,all,2250,177.04,563.572,2250,177.04,563.572
Gustatory areas/ layer 6a,GU6a,638,left,all,2338,168.138,623.696,2338,168.138,623.696
Gustatory areas/ layer 6a,GU6a,638,right,all,1920,167.282,549.314,1920,167.282,549.314
Gustatory areas/ layer 6b,GU6b,662,left,all,211,167.502,619.19,211,167.502,619.19
Gustatory areas/ layer 6b,GU6b,662,right,all,166,168.05,572.434,166,168.05,572.434
Visceral area,VISC,677,left,all,17023,226.389,773.254,17023,226.389,773.254
Visceral area,VISC,677,right,all,9948,236.476,726.494,9948,236.476,726.494
Visceral area/ layer 1,VISC1,897,left,all,3246,339.47,1151.94,3246,339.47,1151.94
Visceral area/ layer 1,VISC1,897,right,all,154,281.17,893.357,154,281.17,893.357
Visceral area/ layer 2/3,VISC2/3,1106,left,all,2661,183.182,669.405,2661,183.182,669.405
Visceral area/ layer 2/3,VISC2/3,1106,right,all,2715,361.825,1108.39,2715,361.825,1108.39
Visceral area/ layer 4,VISC4,1010,left,all,1081,174.863,658.48,1081,174.863,658.48
Visceral area/ layer 4,VISC4,1010,right,all,582,170.357,529.809,582,170.357,529.809
Visceral area/ layer 5,VISC5,1058,left,all,5192,221.669,714.25,5192,221.669,714.25
Visceral area/ layer 5,VISC5,1058,right,all,3475,185.931,563.38,3475,185.931,563.38
Visceral area/ layer 6a,VISC6a,857,left,all,4356,190.302,660.167,4356,190.302,660.167
Visceral area/ layer 6a,VISC6a,857,right,all,2714,194.337,601.965,2714,194.337,601.965
Visceral area/ layer 6b,VISC6b,849,left,all,487,196.224,711.963,487,196.224,711.963
Visceral area/ layer 6b,VISC6b,849,right,all,308,175.727,585.987,308,175.727,585.987
Auditory areas,AUD,247,left,all,43691,269.788,884.918,43691,269.788,884.918
Auditory areas,AUD,247,right,all,29208,304.061,862.551,29208,304.061,862.551
Dorsal auditory area,AUDd,1011,left,all,10038,251.801,914.93,10038,251.801,914.93
Dorsal auditory area,AUDd,1011,right,all,6824,287.44,870.985,6824,287.44,870.985
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1861,588.19,1712.15,1861,588.19,1712.15
Dorsal auditory area/ layer 1,AUDd1,527,right,all,2124,541.307,1476,2124,541.307,1476
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,1850,165.344,732.976,1850,165.344,732.976
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,836,152.378,558.514,836,152.378,558.514
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1147,178.643,790.45,1147,178.643,790.45
Dorsal auditory area/ layer 4,AUDd4,678,right,all,559,176.967,633.875,559,176.967,633.875
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3268,193.231,755.771,3268,193.231,755.771
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2307,185.398,620.583,2307,185.398,620.583
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1475,153.195,654.524,1475,153.195,654.524
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,833,159.655,562.125,833,159.655,562.125
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,437,148.112,686.087,437,148.112,686.087
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,165,149.896,529.57,165,149.896,529.57
Primary auditory area,AUDp,1002,left,all,15369,281.731,894.715,15369,281.731,894.715
Primary auditory area,AUDp,1002,right,all,10417,319.781,873.194,10417,319.781,873.194
Primary auditory area/ layer 1,AUDp1,735,left,all,3662,634.625,1638.09,3662,634.625,1638.09
Primary auditory area/ layer 1,AUDp1,735,right,all,2740,615.011,1538.04,2740,615.011,1538.04
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,1736,153.87,631.079,1736,153.87,631.079
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,1555,384.527,990.656,1555,384.527,990.656
Primary auditory area/ layer 4,AUDp4,816,left,all,1560,174.669,703.888,1560,174.669,703.888
Primary auditory area/ layer 4,AUDp4,816,right,all,571,153.548,527.27,571,153.548,527.27
Primary auditory area/ layer 5,AUDp5,847,left,all,5827,179.814,666.624,5827,179.814,666.624
Primary auditory area/ layer 5,AUDp5,847,right,all,3425,176.615,554.442,3425,176.615,554.442
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2094,166.391,640.28,2094,166.391,640.28
Primary auditory area/ layer 6a,AUDp6a,954,right,all,1680,168.581,532.793,1680,168.581,532.793
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,490,143.129,680.384,490,143.129,680.384
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,446,162.088,552.117,446,162.088,552.117
Posterior auditory area,AUDpo,1027,left,all,4876,274.351,926.252,4876,274.351,926.252
Posterior auditory area,AUDpo,1027,right,all,4570,330.782,982.942,4570,330.782,982.942
Posterior auditory area/ layer 1,AUDpo1,696,left,all,1131,600.634,1765.58,1131,600.634,1765.58
Posterior auditory area/ layer 1,AUDpo1,696,right,all,1366,690.892,1859.56,1366,690.892,1859.56
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,597,151.671,628.183,597,151.671,628.183
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,416,148.002,575.966,416,148.002,575.966
Posterior auditory area/ layer 4,AUDpo4,759,left,all,533,177.762,688.568,533,177.762,688.568
Posterior auditory area/ layer 4,AUDpo4,759,right,all,381,162.808,607.178,381,162.808,607.178
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1597,184.738,668.359,1597,184.738,668.359
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1568,193.938,620.403,1568,193.938,620.403
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,873,173.967,687.033,873,173.967,687.033
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,648,171.256,596.085,648,171.256,596.085
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,145,180.857,761.034,145,180.857,761.034
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,191,153.137,638.209,191,153.137,638.209
Ventral auditory area,AUDv,1018,left,all,13408,267.903,836.187,13408,267.903,836.187
Ventral auditory area,AUDv,1018,right,all,7397,280.75,765.402,7397,280.75,765.402
Ventral auditory area/ layer 1,AUDv1,959,left,all,3155,595.927,1513.16,3155,595.927,1513.16
Ventral auditory area/ layer 1,AUDv1,959,right,all,299,660.683,1538.23,299,660.683,1538.23
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,1688,142.39,603.425,1688,142.39,603.425
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,1891,461.759,1170.13,1891,461.759,1170.13
Ventral auditory area/ layer 4,AUDv4,990,left,all,1235,178.247,651.736,1235,178.247,651.736
Ventral auditory area/ layer 4,AUDv4,990,right,all,925,320.214,865.151,925,320.214,865.151
Ventral auditory area/ layer 5,AUDv5,1023,left,all,4896,178.694,632.771,4896,178.694,632.771
Ventral auditory area/ layer 5,AUDv5,1023,right,all,2032,163.394,504.69,2032,163.394,504.69
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2069,158.672,620.776,2069,158.672,620.776
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,1827,169.141,514.938,1827,169.141,514.938
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,365,132.125,634.715,365,132.125,634.715
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,423,162.503,525.903,423,162.503,525.903
Visual areas,VIS,669,left,all,93499,261.155,976.583,93499,261.155,976.583
Visual areas,VIS,669,right,all,73594,310.613,1011.08,73594,310.613,1011.08
Anterolateral visual area,VISal,402,left,all,5064,273.983,972.048,5064,273.983,972.048
Anterolateral visual area,VISal,402,right,all,5260,314.931,1009.36,5260,314.931,1009.36
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1412,553.588,1764.7,1412,553.588,1764.7
Anterolateral visual area/ layer 1,VISal1,1074,right,all,1773,593.07,1806.9,1773,593.07,1806.9
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,624,149.795,629.793,624,149.795,629.793
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,583,156.54,584.732,583,156.54,584.732
Anterolateral visual area/ layer 4,VISal4,1114,left,all,486,171.722,672.237,486,171.722,672.237
Anterolateral visual area/ layer 4,VISal4,1114,right,all,462,166.036,602.721,462,166.036,602.721
Anterolateral visual area/ layer 5,VISal5,233,left,all,1549,175.658,666.629,1549,175.658,666.629
Anterolateral visual area/ layer 5,VISal5,233,right,all,1689,188.992,632.059,1689,188.992,632.059
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,782,157.445,654.409,782,157.445,654.409
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,605,156.929,554.526,605,156.929,554.526
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,211,159.435,789.773,211,159.435,789.773
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,148,154.758,562.108,148,154.758,562.108
Anteromedial visual area,VISam,394,left,all,2185,160.268,642.881,2185,160.268,642.881
Anteromedial visual area,VISam,394,right,all,1645,164.55,603.479,1645,164.55,603.479
