Region,,,,Experiment,Marker 1,,,Total,,
name,acronym,id,hemisphere,section,count,strength,channel (name not specified),count,strength,channel (name not specified)
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,17937,114.83,535.068,17937,114.83,535.068
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,12540,133.674,635.869,12540,133.674,635.869
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,9537,131.217,577.384,9537,131.217,577.384
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,24790,149.718,609.045,24790,149.718,609.045
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,19739,150.611,555.27,19739,150.611,555.27
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,24495,117.629,546.913,24495,117.629,546.913
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,20403,113.51,476.956,20403,113.51,476.956
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,2048,112.028,511.141,2048,112.028,511.141
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1286,117.236,443.593,1286,117.236,443.593
Gustatory areas,GU,1057,left,all,20398,140.12,590.366,20398,140.12,590.366
Gustatory areas,GU,1057,right,all,15956,119.602,499.978,15956,119.602,499.978
Gustatory areas/ layer 1,GU1,36,left,all,1493,169.88,519.815,1493,169.88,519.815
Gustatory areas/ layer 1,GU1,36,right,all,732,116.512,466.418,732,116.512,466.418
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4473,127.268,591.254,4473,127.268,591.254
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3502,110.828,511.818,3502,110.828,511.818
Gustatory areas/ layer 4,GU4,148,left,all,1757,134.129,617.129,1757,134.129,617.129
Gustatory areas/ layer 4,GU4,148,right,all,1397,112.71,541.039,1397,112.71,541.039
Gustatory areas/ layer 5,GU5,187,left,all,7089,147.589,604.652,7089,147.589,604.652
Gustatory areas/ layer 5,GU5,187,right,all,5705,129.783,516.361,5705,129.783,516.361
Gustatory areas/ layer 6a,GU6a,638,left,all,5308,136.88,581.398,5308,136.88,581.398
Gustatory areas/ layer 6a,GU6a,638,right,all,4364,117.589,464.189,4364,117.589,464.189
Gustatory areas/ layer 6b,GU6b,662,left,all,278,96.3041,592.795,278,96.3041,592.795
Gustatory areas/ layer 6b,GU6b,662,right,all,256,93.5012,454.855,256,93.5012,454.855
Visceral area,VISC,677,left,all,21074,133.17,519.595,21074,133.17,519.595
Visceral area,VISC,677,right,all,20548,118.59,457.837,20548,118.59,457.837
Visceral area/ layer 1,VISC1,897,left,all,1459,123.108,448.755,1459,123.108,448.755
Visceral area/ layer 1,VISC1,897,right,all,1233,118.063,441.537,1233,118.063,441.537
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4785,120.573,502.037,4785,120.573,502.037
Visceral area/ layer 2/3,VISC2/3,1106,right,all,4570,110.71,470.227,4570,110.71,470.227
Visceral area/ layer 4,VISC4,1010,left,all,1741,123.25,528.422,1741,123.25,528.422
Visceral area/ layer 4,VISC4,1010,right,all,1760,118.774,495.547,1760,118.774,495.547
Visceral area/ layer 5,VISC5,1058,left,all,6930,142.286,531.031,6930,142.286,531.031
Visceral area/ layer 5,VISC5,1058,right,all,7142,129.177,465.802,7142,129.177,465.802
Visceral area/ layer 6a,VISC6a,857,left,all,5710,138.23,534.738,5710,138.23,534.738
Visceral area/ layer 6a,VISC6a,857,right,all,5561,112.253,431.208,5561,112.253,431.208
Visceral area/ layer 6b,VISC6b,849,left,all,449,133.555,533.581,449,133.555,533.581
Visceral area/ layer 6b,VISC6b,849,right,all,282,104.317,416.397,282,104.317,416.397
Auditory areas,AUD,247,left,all,72649,136.121,604.997,72649,136.121,604.997
Auditory areas,AUD,247,right,all,57833,125.13,526.905,57833,125.13,526.905
Dorsal auditory area,AUDd,1011,left,all,15267,143.282,628.577,15267,143.282,628.577
Dorsal auditory area,AUDd,1011,right,all,10727,126.769,530.278,10727,126.769,530.278
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1875,149.072,547.213,1875,149.072,547.213
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1556,134.868,501.62,1556,134.868,501.62
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,4453,124.714,638.768,4453,124.714,638.768
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,2834,106.253,526.174,2834,106.253,526.174
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1891,174.391,695.667,1891,174.391,695.667
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1241,147.683,570.821,1241,147.683,570.821
Dorsal auditory area/ layer 5,AUDd5,252,left,all,4577,157.872,651.59,4577,157.872,651.59
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3323,139.383,550.784,3323,139.383,550.784
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,2291,124.406,579.352,2291,124.406,579.352
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1643,117.535,497.799,1643,117.535,497.799
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,180,84.814,560.544,180,84.814,560.544
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,130,71.7498,462.069,130,71.7498,462.069
Primary auditory area,AUDp,1002,left,all,28073,137.766,615.901,28073,137.766,615.901
Primary auditory area,AUDp,1002,right,all,21399,130.297,546.201,21399,130.297,546.201
Primary auditory area/ layer 1,AUDp1,735,left,all,3326,141.187,514.996,3326,141.187,514.996
Primary auditory area/ layer 1,AUDp1,735,right,all,3213,140.116,507.494,3213,140.116,507.494
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,6613,121.88,612.183,6613,121.88,612.183
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,4843,107.636,544.191,4843,107.636,544.191
Primary auditory area/ layer 4,AUDp4,816,left,all,3403,144.477,680.56,3403,144.477,680.56
Primary auditory area/ layer 4,AUDp4,816,right,all,2651,134.41,598.413,2651,134.41,598.413
Primary auditory area/ layer 5,AUDp5,847,left,all,10104,154.248,644.145,10104,154.248,644.145
Primary auditory area/ layer 5,AUDp5,847,right,all,7665,144.655,560.741,7665,144.655,560.741
Primary auditory area/ layer 6a,AUDp6a,954,left,all,4311,118.647,583.301,4311,118.647,583.301
