Region,,,,Experiment,Marker 1,,,Total,,
Frontal pole/ layer 5,FRP5,526157192,right,all,3417,244.75,838.988,3417,244.75,838.988
Frontal pole/ layer 6a,FRP6a,526157196,left,all,1644,223.124,862.163,1644,223.124,862.163
Frontal pole/ layer 6a,FRP6a,526157196,right,all,1031,174.368,731.712,1031,174.368,731.712
Frontal pole/ layer 6b,FRP6b,526322264,left,all,11,138.769,685.091,11,138.769,685.091
Frontal pole/ layer 6b,FRP6b,526322264,right,all,7,179.303,662.714,7,179.303,662.714
Somatomotor areas,MO,500,left,all,241065,210.641,799.356,241065,210.641,799.356
Somatomotor areas,MO,500,right,all,175842,187.212,710.787,175842,187.212,710.787
Primary motor area,MOp,985,left,all,111281,200.02,804.937,111281,200.02,804.937
Primary motor area,MOp,985,right,all,83040,187.092,710.962,83040,187.092,710.962
Primary motor area/ Layer 1,MOp1,320,left,all,7007,239.26,753.323,7007,239.26,753.323
Primary motor area/ Layer 1,MOp1,320,right,all,4943,150.568,562.564,4943,150.568,562.564
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,37903,183.177,782.783,37903,183.177,782.783
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,27759,170.303,673.043,27759,170.303,673.043
Primary motor area/ Layer 5,MOp5,648,left,all,37799,229.446,882.189,37799,229.446,882.189
Primary motor area/ Layer 5,MOp5,648,right,all,26838,224.343,800.784,26838,224.343,800.784
Primary motor area/ Layer 6a,MOp6a,844,left,all,27877,174.477,745.653,27877,174.477,745.653
Primary motor area/ Layer 6a,MOp6a,844,right,all,23072,172.526,684.671,23072,172.526,684.671
Primary motor area/ Layer 6b,MOp6b,882,left,all,695,147.08,709.875,695,147.08,709.875
Primary motor area/ Layer 6b,MOp6b,882,right,all,428,147.173,669.14,428,147.173,669.14
Secondary motor area,MOs,993,left,all,129784,219.747,794.57,129784,219.747,794.57
Secondary motor area,MOs,993,right,all,92802,187.32,710.63,92802,187.32,710.63
Secondary motor area/ layer 1,MOs1,656,left,all,11495,223.748,696.512,11495,223.748,696.512
Secondary motor area/ layer 1,MOs1,656,right,all,9230,171.326,593.177,9230,171.326,593.177
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,38311,193.559,736.924,38311,193.559,736.924
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,27944,171.612,663.072,27944,171.612,663.072
Secondary motor area/ layer 5,MOs5,767,left,all,51138,259.21,880.932,51138,259.21,880.932
Secondary motor area/ layer 5,MOs5,767,right,all,35004,213.437,782.445,35004,213.437,782.445
Secondary motor area/ layer 6a,MOs6a,1021,left,all,28534,183.253,757.75,28534,183.253,757.75
Secondary motor area/ layer 6a,MOs6a,1021,right,all,20394,171.631,705.876,20394,171.631,705.876
Secondary motor area/ layer 6b,MOs6b,1085,left,all,306,156.336,696.412,306,156.336,696.412
Secondary motor area/ layer 6b,MOs6b,1085,right,all,230,154.024,694.078,230,154.024,694.078
Somatosensory areas,SS,453,left,all,352590,204.236,883.706,352590,204.236,883.706
Somatosensory areas,SS,453,right,all,261587,184.977,749.826,261587,184.977,749.826
Primary somatosensory area,SSp,322,left,all,242055,202.396,886.899,242055,202.396,886.899
Primary somatosensory area,SSp,322,right,all,175991,181.079,749.193,175991,181.079,749.193
Primary somatosensory area/ nose,SSp-n,353,left,all,39228,225.52,1025.83,39228,225.52,1025.83
Primary somatosensory area/ nose,SSp-n,353,right,all,25513,199.146,835.683,25513,199.146,835.683
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,3625,211.275,733.293,3625,211.275,733.293
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,2431,154.201,606.425,2431,154.201,606.425
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,8467,202.372,980.239,8467,202.372,980.239
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,5681,172.224,795.059,5681,172.224,795.059
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,8080,254.943,1254.24,8080,254.943,1254.24
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,4816,217.251,957.517,4816,217.251,957.517
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,8536,290.759,1194.2,8536,290.759,1194.2
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,5163,268.673,995.794,5163,268.673,995.794
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,9937,176.263,854.561,9937,176.263,854.561
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,7290,175.239,753.633,7290,175.239,753.633
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,583,126.854,795.105,583,126.854,795.105
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,132,125.915,630.061,132,125.915,630.061
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,62741,203.486,885.01,62741,203.486,885.01
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,44646,174.867,728.515,44646,174.867,728.515
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,3412,207.509,700.79,3412,207.509,700.79
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,2883,154.984,570.776,2883,154.984,570.776
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,13047,180.166,811.958,13047,180.166,811.958
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,9651,153.618,672.715,9651,153.618,672.715
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,14585,194.675,936.296,14585,194.675,936.296
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,9497,171.575,771.515,9497,171.575,771.515
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,14957,255.652,1016.86,14957,255.652,1016.86
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,10120,223.191,845.965,10120,223.191,845.965
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,15572,183.175,821.466,15572,183.175,821.466
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,11620,160.659,685.146,11620,160.659,685.146
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,1168,165.027,757.54,1168,165.027,757.54
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,875,140.257,614.567,875,140.257,614.567
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,18884,221.166,894.124,18884,221.166,894.124
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,15183,188.684,795.486,15183,188.684,795.486
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,708,184.041,677.021,708,184.041,677.021
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,745,174.521,674.533,745,174.521,674.533
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2476,174.945,759.283,2476,174.945,759.283
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,2175,157.486,688.685,2175,157.486,688.685
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,7526,207.748,886.275,7526,207.748,886.275
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,5631,189.446,816.532,5631,189.446,816.532
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,7476,255.708,972.071,7476,255.708,972.071
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,6071,203.076,833.973,6071,203.076,833.973
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,698,197.501,842.441,698,197.501,842.441
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,561,165.054,742.433,561,165.054,742.433
Primary somatosensory area/ mouth,SSp-m,345,left,all,67703,185.18,825.79,67703,185.18,825.79
Primary somatosensory area/ mouth,SSp-m,345,right,all,48433,180.088,710.784,48433,180.088,710.784
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,7072,202.641,672.965,7072,202.641,672.965
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,4336,145.748,539.73,4336,145.748,539.73
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,16650,163.163,795.916,16650,163.163,795.916
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,12217,157.086,686.877,12217,157.086,686.877
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,10716,208.601,949.258,10716,208.601,949.258
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,7554,200.247,794.011,7554,200.247,794.011
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,15779,213.741,924.685,15779,213.741,924.685
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,10146,229.893,823.399,10146,229.893,823.399
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,16679,160.335,749.933,16679,160.335,749.933
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,13965,163.981,658.883,13965,163.981,658.883
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,807,130.467,776.055,807,130.467,776.055
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,215,167.338,651.595,215,167.338,651.595
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,36003,201.041,871.989,36003,201.041,871.989
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,28288,178.475,756.9,28288,178.475,756.9
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,1253,170.998,628.152,1253,170.998,628.152
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1470,146.808,564.695,1470,146.808,564.695
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,8525,179.004,783.554,8525,179.004,783.554
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,6684,152.446,683.794,6684,152.446,683.794
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,6426,195.05,919.666,6426,195.05,919.666
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,4572,173.934,783.027,4572,173.934,783.027
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,9406,257.4,1019.88,9406,257.4,1019.88
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,6904,232.177,893.713,6904,232.177,893.713
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,9782,177.467,813.772,9782,177.467,813.772
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,8339,164.611,724.736,8339,164.611,724.736
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,611,142.948,759.794,611,142.948,759.794
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,319,135.067,679.743,319,135.067,679.743
Primary somatosensory area/ trunk,SSp-tr,361,left,all,4738,167.497,693.693,4738,167.497,693.693
Primary somatosensory area/ trunk,SSp-tr,361,right,all,4475,152.839,642.935,4475,152.839,642.935
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,70,178.76,588.343,70,178.76,588.343
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,81,169.301,593.407,81,169.301,593.407
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,1604,167.396,639.017,1604,167.396,639.017
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,1517,145.286,579.864,1517,145.286,579.864
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,2679,160.568,712.127,2679,160.568,712.127
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,2475,151.795,665.604,2475,151.795,665.604
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,385,214.085,812.366,385,214.085,812.366
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,402,184.446,751.353,402,184.446,751.353
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,12758,206.291,896.44,12758,206.291,896.44
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,9453,175.68,763.094,9453,175.68,763.094
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,648,197.981,684.497,648,197.981,684.497
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,567,164.864,612.503,567,164.864,612.503
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,2898,174.669,818.7,2898,174.669,818.7
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,2161,152.504,703.734,2161,152.504,703.734
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,2339,199.049,924.251,2339,199.049,924.251
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1584,164.021,776.663,1584,164.021,776.663
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,3360,258.338,1035.55,3360,258.338,1035.55
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,2290,224.905,891.81,2290,224.905,891.81
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,3327,191.69,852.066,3327,191.69,852.066
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2700,163.934,730.98,2700,163.934,730.98
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,186,139.984,777.124,186,139.984,777.124
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,151,133.776,657.914,151,133.776,657.914
Supplemental somatosensory area,SSs,378,left,all,110535,208.267,876.712,110535,208.267,876.712
Supplemental somatosensory area,SSs,378,right,all,85596,192.992,751.127,85596,192.992,751.127
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,9140,226.772,710.116,9140,226.772,710.116
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,7037,153.342,554.261,7037,153.342,554.261
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,25720,173.494,805.413,25720,173.494,805.413
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,21064,162.093,711.559,21064,162.093,711.559
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,15908,211.391,970.627,15908,211.391,970.627
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,12025,216.607,838.721,12025,216.607,838.721
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,30432,244.757,974.603,30432,244.757,974.603
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,23089,226.389,837.872,23089,226.389,837.872
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,27423,197.346,842.731,27423,197.346,842.731
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,21225,190.408,718.561,21225,190.408,718.561
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1912,137.438,780.137,1912,137.438,780.137
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1156,132.146,624.734,1156,132.146,624.734
Gustatory areas,GU,1057,left,all,17378,184.561,708.284,17378,184.561,708.284
Gustatory areas,GU,1057,right,all,16790,168.673,613.035,16790,168.673,613.035
Gustatory areas/ layer 1,GU1,36,left,all,1440,259.121,727.223,1440,259.121,727.223
Gustatory areas/ layer 1,GU1,36,right,all,847,135.426,492.785,847,135.426,492.785
Gustatory areas/ layer 2/3,GU2/3,180,left,all,3378,148.408,632.921,3378,148.408,632.921
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3597,147.209,575.857,3597,147.209,575.857
Gustatory areas/ layer 4,GU4,148,left,all,1404,156.658,658.909,1404,156.658,658.909
Gustatory areas/ layer 4,GU4,148,right,all,1404,178.33,615.05,1404,178.33,615.05
Gustatory areas/ layer 5,GU5,187,left,all,5841,186.187,721.027,5841,186.187,721.027
Gustatory areas/ layer 5,GU5,187,right,all,6284,178.1,638.343,6284,178.1,638.343
Gustatory areas/ layer 6a,GU6a,638,left,all,4980,191.638,745.354,4980,191.638,745.354
Gustatory areas/ layer 6a,GU6a,638,right,all,4418,177.591,627.677,4418,177.591,627.677
Gustatory areas/ layer 6b,GU6b,662,left,all,335,212.011,820.481,335,212.011,820.481
Gustatory areas/ layer 6b,GU6b,662,right,all,240,140.205,650.692,240,140.205,650.692
Visceral area,VISC,677,left,all,26773,225.761,814.058,26773,225.761,814.058
Visceral area,VISC,677,right,all,22345,181.459,681.226,22345,181.459,681.226
Visceral area/ layer 1,VISC1,897,left,all,2080,262.952,753.114,2080,262.952,753.114
Visceral area/ layer 1,VISC1,897,right,all,1174,159.042,575.675,1174,159.042,575.675
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5522,180.611,725.881,5522,180.611,725.881
Visceral area/ layer 2/3,VISC2/3,1106,right,all,5148,146.987,614.574,5148,146.987,614.574
Visceral area/ layer 4,VISC4,1010,left,all,2578,185.902,778.355,2578,185.902,778.355
Visceral area/ layer 4,VISC4,1010,right,all,1880,183.087,706.394,1880,183.087,706.394
Visceral area/ layer 5,VISC5,1058,left,all,8537,265.729,898.538,8537,265.729,898.538
Visceral area/ layer 5,VISC5,1058,right,all,7524,196.912,722.515,7524,196.912,722.515
Visceral area/ layer 6a,VISC6a,857,left,all,7479,215.636,810.08,7479,215.636,810.08
Visceral area/ layer 6a,VISC6a,857,right,all,6245,194.886,698.872,6245,194.886,698.872
Visceral area/ layer 6b,VISC6b,849,left,all,577,241.773,838.761,577,241.773,838.761
Visceral area/ layer 6b,VISC6b,849,right,all,374,183.075,678.222,374,183.075,678.222
Auditory areas,AUD,247,left,all,61132,183.469,722.277,61132,183.469,722.277
Auditory areas,AUD,247,right,all,52647,169.101,617.355,52647,169.101,617.355
Dorsal auditory area,AUDd,1011,left,all,11608,179.135,716.469,11608,179.135,716.469
Dorsal auditory area,AUDd,1011,right,all,9824,166.571,603.696,9824,166.571,603.696
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1449,154.664,570.864,1449,154.664,570.864
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1215,131.973,477.396,1215,131.973,477.396
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,3119,149.418,674.224,3119,149.418,674.224
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,2692,146.983,583.702,2692,146.983,583.702
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1393,207.806,785.863,1393,207.806,785.863
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1127,203.621,678.73,1127,203.621,678.73
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3779,203.532,782.848,3779,203.532,782.848
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3121,187.12,651.68,3121,187.12,651.68
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1822,178.186,715.968,1822,178.186,715.968
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1632,160.497,588.357,1632,160.497,588.357
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,46,130.022,632.674,46,130.022,632.674
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,37,133.937,549.459,37,133.937,549.459
Primary auditory area,AUDp,1002,left,all,21530,181.36,723.826,21530,181.36,723.826
Primary auditory area,AUDp,1002,right,all,19475,168.573,621.064,19475,168.573,621.064
Primary auditory area/ layer 1,AUDp1,735,left,all,3091,153.231,568.276,3091,153.231,568.276
Primary auditory area/ layer 1,AUDp1,735,right,all,2493,133.654,488.574,2493,133.654,488.574
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,5303,154.53,697.803,5303,154.53,697.803
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,4576,146.217,601.82,4576,146.217,601.82
Primary auditory area/ layer 4,AUDp4,816,left,all,2642,202.899,796.841,2642,202.899,796.841
Primary auditory area/ layer 4,AUDp4,816,right,all,2516,187.39,683.443,2516,187.39,683.443
Primary auditory area/ layer 5,AUDp5,847,left,all,7545,204.867,773.677,7545,204.867,773.677
Primary auditory area/ layer 5,AUDp5,847,right,all,6699,192.845,668.114,6699,192.845,668.114
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2867,180.816,738.669,2867,180.816,738.669
Primary auditory area/ layer 6a,AUDp6a,954,right,all,3106,163.548,605.365,3106,163.548,605.365
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,82,138.933,811.829,82,138.933,811.829
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,85,110.092,562.024,85,110.092,562.024
Posterior auditory area,AUDpo,1027,left,all,6297,197.117,746.55,6297,197.117,746.55
Posterior auditory area,AUDpo,1027,right,all,5393,177.619,638.144,5393,177.619,638.144
Posterior auditory area/ layer 1,AUDpo1,696,left,all,742,158.884,579.903,742,158.884,579.903
Posterior auditory area/ layer 1,AUDpo1,696,right,all,656,142.161,515.358,656,142.161,515.358
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1686,161.33,689.457,1686,161.33,689.457
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1406,155.052,594.982,1406,155.052,594.982
Posterior auditory area/ layer 4,AUDpo4,759,left,all,897,242.193,829.616,897,242.193,829.616
Posterior auditory area/ layer 4,AUDpo4,759,right,all,786,220.786,718.599,786,220.786,718.599
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1942,229.156,807.634,1942,229.156,807.634
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1676,196.728,679.069,1676,196.728,679.069
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,985,186.552,773.435,985,186.552,773.435
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,850,166.058,648.805,850,166.058,648.805
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,45,118.369,753.089,45,118.369,753.089
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,19,117.679,656.316,19,117.679,656.316
Ventral auditory area,AUDv,1018,left,all,21697,183.92,716.804,21697,183.92,716.804
Ventral auditory area,AUDv,1018,right,all,17955,168.498,614.561,17955,168.498,614.561
Ventral auditory area/ layer 1,AUDv1,959,left,all,2582,162.707,575.02,2582,162.707,575.02
Ventral auditory area/ layer 1,AUDv1,959,right,all,2064,135.011,488.69,2064,135.011,488.69
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,5284,162.14,675.748,5284,162.14,675.748
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,3782,142.237,582.224,3782,142.237,582.224
Ventral auditory area/ layer 4,AUDv4,990,left,all,3028,189.39,759.681,3028,189.39,759.681
Ventral auditory area/ layer 4,AUDv4,990,right,all,2494,181.955,666.699,2494,181.955,666.699
Ventral auditory area/ layer 5,AUDv5,1023,left,all,7542,207.445,773.266,7542,207.445,773.266
Ventral auditory area/ layer 5,AUDv5,1023,right,all,6264,190.762,657.197,6264,190.762,657.197
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3100,179.385,726.648,3100,179.385,726.648
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,3214,169.265,612.954,3214,169.265,612.954
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,161,121.339,697.124,161,121.339,697.124
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,137,116.999,542.788,137,116.999,542.788
Visual areas,VIS,669,left,all,74739,183.971,759.381,74739,183.971,759.381
Visual areas,VIS,669,right,all,62403,165.048,669.326,62403,165.048,669.326
Anterolateral visual area,VISal,402,left,all,6514,189.334,744.75,6514,189.334,744.75
Anterolateral visual area,VISal,402,right,all,6421,173.755,654.928,6421,173.755,654.928
Anterolateral visual area/ layer 1,VISal1,1074,left,all,370,194.373,654.668,370,194.373,654.668
Anterolateral visual area/ layer 1,VISal1,1074,right,all,472,165.17,537.742,472,165.17,537.742
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1575,156.611,636.231,1575,156.611,636.231
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1693,145.75,573.822,1693,145.75,573.822
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1023,166.219,713.28,1023,166.219,713.28
Anterolateral visual area/ layer 4,VISal4,1114,right,all,989,160.877,667.877,989,160.877,667.877
Anterolateral visual area/ layer 5,VISal5,233,left,all,2009,230.331,845.987,2009,230.331,845.987
Anterolateral visual area/ layer 5,VISal5,233,right,all,1912,216.389,758.908,1912,216.389,758.908
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1268,187.047,771.294,1268,187.047,771.294
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,1129,161.127,643.324,1129,161.127,643.324
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,269,166.503,742.513,269,166.503,742.513
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,226,160.217,628.854,226,160.217,628.854
Anteromedial visual area,VISam,394,left,all,560,139.032,461.311,560,139.032,461.311
Anteromedial visual area,VISam,394,right,all,429,145.383,472.522,429,145.383,472.522
Anteromedial visual area/ layer 1,VISam1,281,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 1,VISam1,281,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,left,all,0,0,0,0,0,0
