Region,,,,Experiment,Marker 1,,,Total,,
Primary motor area/ Layer 5,MOp5,648,left,all,23946,6014.58,632.937,23946,6014.58,632.937
Primary motor area/ Layer 5,MOp5,648,right,all,16121,4686.21,579.234,16121,4686.21,579.234
Primary motor area/ Layer 6a,MOp6a,844,left,all,20557,4997.5,632.056,20557,4997.5,632.056
Primary motor area/ Layer 6a,MOp6a,844,right,all,14042,4450.76,594.438,14042,4450.76,594.438
Primary motor area/ Layer 6b,MOp6b,882,left,all,890,3597.45,623.388,890,3597.45,623.388
Primary motor area/ Layer 6b,MOp6b,882,right,all,685,3882.85,617.591,685,3882.85,617.591
Secondary motor area,MOs,993,left,all,61022,4178.9,579.183,61022,4178.9,579.183
Secondary motor area,MOs,993,right,all,45782,3892.4,538.577,45782,3892.4,538.577
Secondary motor area/ layer 1,MOs1,656,left,all,3313,3671.87,573.674,3313,3671.87,573.674
Secondary motor area/ layer 1,MOs1,656,right,all,3154,3782.14,525.959,3154,3782.14,525.959
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,15097,3351.18,556.182,15097,3351.18,556.182
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,11626,3336.56,507.707,11626,3336.56,507.707
Secondary motor area/ layer 5,MOs5,767,left,all,26684,4743.98,589.742,26684,4743.98,589.742
Secondary motor area/ layer 5,MOs5,767,right,all,19621,4304.63,550.426,19621,4304.63,550.426
Secondary motor area/ layer 6a,MOs6a,1021,left,all,15659,4130.78,584.297,15659,4130.78,584.297
Secondary motor area/ layer 6a,MOs6a,1021,right,all,11124,3781.71,552.836,11124,3781.71,552.836
Secondary motor area/ layer 6b,MOs6b,1085,left,all,269,3623.13,592.736,269,3623.13,592.736
Secondary motor area/ layer 6b,MOs6b,1085,right,all,257,3709.09,568.086,257,3709.09,568.086
Somatosensory areas,SS,453,left,all,210482,4613.56,653.728,210482,4613.56,653.728
Somatosensory areas,SS,453,right,all,171290,4623.13,615.613,171290,4623.13,615.613
Primary somatosensory area,SSp,322,left,all,135796,4836.89,654.493,135796,4836.89,654.493
Primary somatosensory area,SSp,322,right,all,107680,4693.11,614.357,107680,4693.11,614.357
Primary somatosensory area/ nose,SSp-n,353,left,all,23683,4417.42,667.487,23683,4417.42,667.487
Primary somatosensory area/ nose,SSp-n,353,right,all,19462,4518.97,635.59,19462,4518.97,635.59
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,1785,3438.39,575.026,1785,3438.39,575.026
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,1879,3766.54,556.453,1879,3766.54,556.453
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,4944,3397.03,620.755,4944,3397.03,620.755
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,4223,3475.42,595.269,4223,3475.42,595.269
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,5014,4969.18,700.05,5014,4969.18,700.05
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,3650,5338.75,682.592,3650,5338.75,682.592
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,5754,6124.36,728.585,5754,6124.36,728.585
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,4531,6184.96,696.373,4531,6184.96,696.373
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,5992,3500.82,648.807,5992,3500.82,648.807
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,4985,3627.82,609.653,4985,3627.82,609.653
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,194,2852.68,632.32,194,2852.68,632.32
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,194,3087.76,642.314,194,3087.76,642.314
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,21728,4087.64,580.721,21728,4087.64,580.721
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,20152,3969.96,557.507,20152,3969.96,557.507
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,378,2477.69,496.122,378,2477.69,496.122
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,660,3312.51,510.159,660,3312.51,510.159
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,1919,2684.51,544.682,1919,2684.51,544.682
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,2616,3031.84,535.169,2616,3031.84,535.169
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,3734,3222.21,571.071,3734,3222.21,571.071
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,3818,3669.95,562.22,3818,3669.95,562.22
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,6569,4587.29,603.739,6569,4587.29,603.739
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,5888,4785.81,586.984,5888,4785.81,586.984
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,8150,4432.16,580.053,8150,4432.16,580.053
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,6518,3875.61,545.429,6518,3875.61,545.429
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,978,4540.18,571.933,978,4540.18,571.933
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,652,3731.67,522.017,652,3731.67,522.017
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,4200,4932.9,608.256,4200,4932.9,608.256
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,4197,5755.02,603.549,4197,5755.02,603.549
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,10,3431.94,562.2,10,3431.94,562.2
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,20,5085.27,582.55,20,5085.27,582.55
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,892,2787.9,546.396,892,2787.9,546.396
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,1068,2915.65,533.062,1068,2915.65,533.062
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,2957,5620.68,626.395,2957,5620.68,626.395
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,2791,7035.25,632.29,2791,7035.25,632.29
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,341,4623.76,614.129,341,4623.76,614.129
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,318,4096.88,589.343,318,4096.88,589.343
Primary somatosensory area/ mouth,SSp-m,345,left,all,61014,5246.89,682.147,61014,5246.89,682.147
Primary somatosensory area/ mouth,SSp-m,345,right,all,42921,4995.9,632.993,42921,4995.9,632.993
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,4555,3749.79,560.689,4555,3749.79,560.689
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,3740,3255.74,504.559,3740,3255.74,504.559
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,14824,3886.08,621.352,14824,3886.08,621.352
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,10814,3913.68,590.153,10814,3913.68,590.153
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,11416,6542.62,715.538,11416,6542.62,715.538
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,7649,7136.42,692.349,7649,7136.42,692.349
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,15062,7137.75,745.534,15062,7137.75,745.534
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,9989,6238.17,685.64,9989,6238.17,685.64
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,14403,4251.99,690.203,14403,4251.99,690.203
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,10093,4082,628.169,10093,4082,628.169
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,754,2659.84,685.483,754,2659.84,685.483
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,636,2878.5,652.511,636,2878.5,652.511
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,19357,5089.03,655.675,19357,5089.03,655.675
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,15957,4864.07,620.691,15957,4864.07,620.691
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,64,5230.19,550.297,64,5230.19,550.297
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,178,5373.3,599.14,178,5373.3,599.14
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,1625,3775.44,582.701,1625,3775.44,582.701
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,1731,3693.44,565.784,1731,3693.44,565.784
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,3324,3850.84,626.831,3324,3850.84,626.831
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,2418,3889.82,595.749,2418,3889.82,595.749
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,6789,6301.06,690.183,6789,6301.06,690.183
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,4821,5726.16,644.903,4821,5726.16,644.903
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7205,4877.81,655.6,7205,4877.81,655.6
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6400,4930.83,628.043,6400,4930.83,628.043
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,350,3759.62,619.86,350,3759.62,619.86
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,409,4150.12,609.477,409,4150.12,609.477
Primary somatosensory area/ trunk,SSp-tr,361,left,all,206,2810.26,465.874,206,2810.26,465.874
Primary somatosensory area/ trunk,SSp-tr,361,right,all,203,2930.49,462.626,203,2930.49,462.626
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,8,3870.1,496.125,8,3870.1,496.125
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,141,2905.31,470.801,141,2905.31,470.801
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,153,3040.98,471.81,153,3040.98,471.81
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,65,2604.08,455.185,65,2604.08,455.185
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,42,2349.01,422.786,42,2349.01,422.786
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,5608,4182.68,622.06,5608,4182.68,622.06
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,4788,4304.36,595.068,4788,4304.36,595.068
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,3,2992.44,572.667,3,2992.44,572.667
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,57,6785.39,621.211,57,6785.39,621.211
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,620,3240.51,560.227,620,3240.51,560.227
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,730,3744.93,556.644,730,3744.93,556.644
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1099,3326.86,600.217,1099,3326.86,600.217
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,750,3796.47,584.392,750,3796.47,584.392
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,1770,5470.3,665.683,1770,5470.3,665.683
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1379,5221.23,632.767,1379,5221.23,632.767
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,1997,3867.04,617.119,1997,3867.04,617.119
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1745,3967.36,587.882,1745,3967.36,587.882
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,119,3170.2,581.244,119,3170.2,581.244
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,127,4080.66,556.622,127,4080.66,556.622
Supplemental somatosensory area,SSs,378,left,all,74686,4207.51,652.337,74686,4207.51,652.337
Supplemental somatosensory area,SSs,378,right,all,63610,4504.67,617.739,63610,4504.67,617.739
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,6660,3779.9,582.42,6660,3779.9,582.42
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,5286,3230.46,521.496,5286,3230.46,521.496
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,17549,3510.29,638.807,17549,3510.29,638.807
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,15888,3536.24,593.177,15888,3536.24,593.177
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,11483,4821.2,686.024,11483,4821.2,686.024
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,9982,5882.44,662.558,9982,5882.44,662.558
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,21672,5070.26,679.809,21672,5070.26,679.809
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,18102,5381.23,648.657,18102,5381.23,648.657
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,16545,3615.28,636.033,16545,3615.28,636.033
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,13452,4046.24,609.104,13452,4046.24,609.104
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,777,3097.37,640.297,777,3097.37,640.297
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,900,3025.02,626.719,900,3025.02,626.719
Gustatory areas,GU,1057,left,all,13200,3418.12,581.129,13200,3418.12,581.129
Gustatory areas,GU,1057,right,all,11436,4303.54,581.717,11436,4303.54,581.717
Gustatory areas/ layer 1,GU1,36,left,all,925,4670.86,588.052,925,4670.86,588.052
Gustatory areas/ layer 1,GU1,36,right,all,488,2764.13,479.154,488,2764.13,479.154
Gustatory areas/ layer 2/3,GU2/3,180,left,all,2469,2668.72,553.166,2469,2668.72,553.166
Gustatory areas/ layer 2/3,GU2/3,180,right,all,2160,3330.11,537.036,2160,3330.11,537.036
Gustatory areas/ layer 4,GU4,148,left,all,1159,3465.42,595,1159,3465.42,595
Gustatory areas/ layer 4,GU4,148,right,all,1071,4581.14,577.133,1071,4581.14,577.133
Gustatory areas/ layer 5,GU5,187,left,all,4743,3735.09,584.436,4743,3735.09,584.436
Gustatory areas/ layer 5,GU5,187,right,all,4515,4549.82,589.547,4515,4549.82,589.547
Gustatory areas/ layer 6a,GU6a,638,left,all,3612,3169.56,582.525,3612,3169.56,582.525
Gustatory areas/ layer 6a,GU6a,638,right,all,3025,4893.84,617.724,3025,4893.84,617.724
Gustatory areas/ layer 6b,GU6b,662,left,all,292,3524.74,669.586,292,3524.74,669.586
Gustatory areas/ layer 6b,GU6b,662,right,all,177,2376.76,622.367,177,2376.76,622.367
Visceral area,VISC,677,left,all,13277,3084.68,569.169,13277,3084.68,569.169
Visceral area,VISC,677,right,all,15234,4318.55,582.111,15234,4318.55,582.111
Visceral area/ layer 1,VISC1,897,left,all,1336,3365.9,564.867,1336,3365.9,564.867
Visceral area/ layer 1,VISC1,897,right,all,805,2968.92,504.472,805,2968.92,504.472
Visceral area/ layer 2/3,VISC2/3,1106,left,all,3014,2765.02,544.981,3014,2765.02,544.981
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3813,3695.26,576.624,3813,3695.26,576.624
Visceral area/ layer 4,VISC4,1010,left,all,1386,3329.78,595.329,1386,3329.78,595.329
Visceral area/ layer 4,VISC4,1010,right,all,1437,5113.65,615.8,1437,5113.65,615.8
Visceral area/ layer 5,VISC5,1058,left,all,4348,3337.74,574.102,4348,3337.74,574.102
Visceral area/ layer 5,VISC5,1058,right,all,5215,4441.59,579.762,5215,4441.59,579.762
Visceral area/ layer 6a,VISC6a,857,left,all,3072,2827.06,574.613,3072,2827.06,574.613
Visceral area/ layer 6a,VISC6a,857,right,all,3779,4862.06,594.6,3779,4862.06,594.6
Visceral area/ layer 6b,VISC6b,849,left,all,121,2582.07,604.091,121,2582.07,604.091
Visceral area/ layer 6b,VISC6b,849,right,all,185,2291.47,582.465,185,2291.47,582.465
Auditory areas,AUD,247,left,all,58554,4769.02,652.731,58554,4769.02,652.731
Auditory areas,AUD,247,right,all,41486,4729.84,577.755,41486,4729.84,577.755
Dorsal auditory area,AUDd,1011,left,all,8937,4455.49,616.234,8937,4455.49,616.234
Dorsal auditory area,AUDd,1011,right,all,6088,4395.06,549.092,6088,4395.06,549.092
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1037,2859.54,517.731,1037,2859.54,517.731
Dorsal auditory area/ layer 1,AUDd1,527,right,all,511,2818.99,458.859,511,2818.99,458.859
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2192,3577.96,559.5,2192,3577.96,559.5
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1307,3117.92,499.762,1307,3117.92,499.762
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1089,4920.04,661.542,1089,4920.04,661.542
Dorsal auditory area/ layer 4,AUDd4,678,right,all,844,5135.82,564.893,844,5135.82,564.893
Dorsal auditory area/ layer 5,AUDd5,252,left,all,2557,6060.51,691.27,2557,6060.51,691.27
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2341,5328.17,587.405,2341,5328.17,587.405
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1874,3908.42,607.367,1874,3908.42,607.367
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1021,4044.1,554.486,1021,4044.1,554.486
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,188,4422.86,626.463,188,4422.86,626.463
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,64,4759.42,581.109,64,4759.42,581.109
Primary auditory area,AUDp,1002,left,all,24608,5135.45,670.227,24608,5135.45,670.227
Primary auditory area,AUDp,1002,right,all,15846,4799.55,585.73,15846,4799.55,585.73
Primary auditory area/ layer 1,AUDp1,735,left,all,3685,3658.11,599.892,3685,3658.11,599.892
Primary auditory area/ layer 1,AUDp1,735,right,all,1734,2910.75,492.938,1734,2910.75,492.938
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,6322,4135.82,651.038,6322,4135.82,651.038
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,3926,3606.37,554.306,3926,3606.37,554.306
Primary auditory area/ layer 4,AUDp4,816,left,all,3117,6872.18,716.582,3117,6872.18,716.582
Primary auditory area/ layer 4,AUDp4,816,right,all,2314,5957.53,623.985,2314,5957.53,623.985
Primary auditory area/ layer 5,AUDp5,847,left,all,7958,6149.97,697.746,7958,6149.97,697.746
Primary auditory area/ layer 5,AUDp5,847,right,all,5578,5501.3,609.547,5578,5501.3,609.547
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3373,4659.83,674.129,3373,4659.83,674.129
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2261,5431.07,612.867,2261,5431.07,612.867
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,153,4357.58,695.444,153,4357.58,695.444
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,33,2916.39,632.242,33,2916.39,632.242
Posterior auditory area,AUDpo,1027,left,all,5794,4418.37,629.231,5794,4418.37,629.231
Posterior auditory area,AUDpo,1027,right,all,3987,4536.01,573.528,3987,4536.01,573.528
Posterior auditory area/ layer 1,AUDpo1,696,left,all,747,3285.72,581.843,747,3285.72,581.843
Posterior auditory area/ layer 1,AUDpo1,696,right,all,480,3136.63,516.763,480,3136.63,516.763
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1286,3789.89,605.972,1286,3789.89,605.972
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,882,3004.93,527.99,882,3004.93,527.99
Posterior auditory area/ layer 4,AUDpo4,759,left,all,796,4149.62,613.803,796,4149.62,613.803
Posterior auditory area/ layer 4,AUDpo4,759,right,all,596,5531.11,596.109,596,5531.11,596.109
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1824,5566.19,659.821,1824,5566.19,659.821
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1264,5400.16,598.938,1264,5400.16,598.938
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,919,4230.63,644.466,919,4230.63,644.466
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,689,4946.63,597.431,689,4946.63,597.431
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,222,4180.2,664.333,222,4180.2,664.333
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,76,5244.41,644.158,76,5244.41,644.158
Ventral auditory area,AUDv,1018,left,all,19215,4551.3,654.386,19215,4551.3,654.386
Ventral auditory area,AUDv,1018,right,all,15565,4839.46,581.931,15565,4839.46,581.931
Ventral auditory area/ layer 1,AUDv1,959,left,all,2167,3955.74,596.029,2167,3955.74,596.029
Ventral auditory area/ layer 1,AUDv1,959,right,all,1564,3243.07,498.173,1564,3243.07,498.173
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,5013,3658.82,622.067,5013,3658.82,622.067
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,3626,3455.39,539.399,3626,3455.39,539.399
Ventral auditory area/ layer 4,AUDv4,990,left,all,2720,5024.35,677.987,2720,5024.35,677.987
Ventral auditory area/ layer 4,AUDv4,990,right,all,2214,5086.72,604.807,2214,5086.72,604.807
Ventral auditory area/ layer 5,AUDv5,1023,left,all,6628,5500.36,683.534,6628,5500.36,683.534
Ventral auditory area/ layer 5,AUDv5,1023,right,all,5749,5849.72,612.998,5749,5849.72,612.998
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2584,3907.26,666.733,2584,3907.26,666.733
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2359,5368.12,605.331,2359,5368.12,605.331
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,103,3112.69,646.553,103,3112.69,646.553
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,53,3194.17,596.472,53,3194.17,596.472
Visual areas,VIS,669,left,all,27109,3461.87,602.278,27109,3461.87,602.278
Visual areas,VIS,669,right,all,31856,3765.01,553.207,31856,3765.01,553.207
Anterolateral visual area,VISal,402,left,all,3563,4889.62,621.423,3563,4889.62,621.423
Anterolateral visual area,VISal,402,right,all,3400,4383.38,568.94,3400,4383.38,568.94
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1,5926.57,628,1,5926.57,628
Anterolateral visual area/ layer 1,VISal1,1074,right,all,97,3591.59,552.691,97,3591.59,552.691
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,177,3644.87,542.458,177,3644.87,542.458
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,553,3344.43,526.705,553,3344.43,526.705
Anterolateral visual area/ layer 4,VISal4,1114,left,all,323,3056.33,548.789,323,3056.33,548.789
Anterolateral visual area/ layer 4,VISal4,1114,right,all,463,3056.7,527.335,463,3056.7,527.335
Anterolateral visual area/ layer 5,VISal5,233,left,all,1734,4059.5,600.001,1734,4059.5,600.001
Anterolateral visual area/ layer 5,VISal5,233,right,all,1351,5029.81,588.152,1351,5029.81,588.152
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1105,6582.89,675.707,1105,6582.89,675.707
