Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,43353,311.769,1091.43,43353,311.769,1091.43
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,965,280.071,943.251,965,280.071,943.251
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,4013,281.918,956.387,4013,281.918,956.387
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,5083,278.177,1055.24,5083,278.177,1055.24
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,9462,274.568,1015.43,9462,274.568,1015.43
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,8942,296.115,1135.88,8942,296.115,1135.88
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,9027,320.819,1138.29,9027,320.819,1138.29
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,12051,356.062,1247.68,12051,356.062,1247.68
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,9283,394.581,1255.21,9283,394.581,1255.21
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,13180,315.874,1170.5,13180,315.874,1170.5
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,10363,277.292,1032.96,10363,277.292,1032.96
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,1210,326.264,1204.16,1210,326.264,1204.16
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,1205,294.051,1027.94,1205,294.051,1027.94
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,9385,298.281,1065.44,9385,298.281,1065.44
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,10963,291.533,978.257,10963,291.533,978.257
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,0,0,0,0,0,0
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,3,386.507,1457,3,386.507,1457
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,304,274.895,971.98,304,274.895,971.98
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,197,311.345,1087.32,197,311.345,1087.32
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1111,250.532,889.589,1111,250.532,889.589
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,3255,260.583,1001.74,3255,260.583,1001.74
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,4024,261.985,916.659,4024,261.985,916.659
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,5455,319.36,1099.48,5455,319.36,1099.48
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,5038,327.357,1047.58,5038,327.357,1047.58
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,475,308.551,1099.42,475,308.551,1099.42
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,486,268.955,976.265,486,268.955,976.265
Primary somatosensory area/ mouth,SSp-m,345,left,all,70460,371.328,1416.76,70460,371.328,1416.76
Primary somatosensory area/ mouth,SSp-m,345,right,all,55135,329.094,1219.77,55135,329.094,1219.77
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,6858,337.897,1100.35,6858,337.897,1100.35
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,6748,340.884,1070.67,6748,340.884,1070.67
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,19849,336.973,1370.65,19849,336.973,1370.65
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,14820,297.134,1219.68,14820,297.134,1219.68
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,12161,466.478,1656.6,12161,466.478,1656.6
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,8295,394.674,1398.83,8295,394.674,1398.83
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,16493,425.631,1558.26,16493,425.631,1558.26
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,11509,386.709,1343.34,11509,386.709,1343.34
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,14359,298.823,1267.88,14359,298.823,1267.88
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,13175,271.857,1078.66,13175,271.857,1078.66
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,740,235.621,1379.93,740,235.621,1379.93
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,588,228.947,1150.45,588,228.947,1150.45
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,25514,305.738,1165.36,25514,305.738,1165.36
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,22863,288.566,1013.79,22863,288.566,1013.79
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,267,318.897,1087.03,267,318.897,1087.03
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1656,293.473,948.082,1656,293.473,948.082
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,4037,285.709,1112.81,4037,285.709,1112.81
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,5456,269.951,979.966,5456,269.951,979.966
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,4785,287.835,1151.78,4785,287.835,1151.78
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,3412,288.658,1027.88,3412,288.658,1027.88
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,8190,357.856,1264.55,8190,357.856,1264.55
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5352,355.234,1143.64,5352,355.234,1143.64
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7929,273.062,1103.64,7929,273.062,1103.64
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6581,251.648,953.82,6581,251.648,953.82
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,306,290.247,1084.01,306,290.247,1084.01
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,406,237.526,878.022,406,237.526,878.022
Primary somatosensory area/ trunk,SSp-tr,361,left,all,1633,273.694,1026.99,1633,273.694,1026.99
Primary somatosensory area/ trunk,SSp-tr,361,right,all,4793,274.889,1001.56,4793,274.889,1001.56
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,98,309.08,1054.26,98,309.08,1054.26
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,29,349.153,1207.14,29,349.153,1207.14
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,1751,280.951,1010.7,1751,280.951,1010.7
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1272,278.849,1036.92,1272,278.849,1036.92
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,2570,264.486,983.176,2570,264.486,983.176
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,332,247.351,973.226,332,247.351,973.226
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,374,309.035,1071.28,374,309.035,1071.28
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,8074,287.821,1111.07,8074,287.821,1111.07
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,7595,285.014,971.695,7595,285.014,971.695
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,51,365.296,1101.75,51,365.296,1101.75
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,583,277.872,891.678,583,277.872,891.678
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,1422,269.268,1047.58,1422,269.268,1047.58
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1595,253.44,907.456,1595,253.44,907.456
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1327,279.542,1131.88,1327,279.542,1131.88
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1224,283.225,977.033,1224,283.225,977.033
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2393,317.457,1180.53,2393,317.457,1180.53
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1864,339.574,1077.16,1864,339.574,1077.16
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2737,272.759,1073.53,2737,272.759,1073.53
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2127,265.24,950.685,2127,265.24,950.685
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,144,313.682,1108.94,144,313.682,1108.94
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,202,270.532,925.525,202,270.532,925.525
Supplemental somatosensory area,SSs,378,left,all,93422,335.21,1211.83,93422,335.21,1211.83
Supplemental somatosensory area,SSs,378,right,all,76855,282.467,1035.41,76855,282.467,1035.41
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,10111,285.298,936.35,10111,285.298,936.35
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,9223,281.137,919.539,9223,281.137,919.539
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,24451,299.482,1173.52,24451,299.482,1173.52
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,18992,246.227,996.297,18992,246.227,996.297
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,12912,404.96,1369.65,12912,404.96,1369.65
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,9969,335.121,1137.6,9969,335.121,1137.6
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,25057,384.814,1321.37,25057,384.814,1321.37
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,19558,310.985,1101.5,19558,310.985,1101.5
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,19607,302.16,1159.79,19607,302.16,1159.79
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,18192,264.988,1008.37,18192,264.988,1008.37
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1284,243.852,1180.38,1284,243.852,1180.38
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,921,212.85,1026.82,921,212.85,1026.82
Gustatory areas,GU,1057,left,all,19947,352.673,1219.91,19947,352.673,1219.91
Gustatory areas,GU,1057,right,all,15289,295.929,1042.16,15289,295.929,1042.16
Gustatory areas/ layer 1,GU1,36,left,all,1438,305.564,955.277,1438,305.564,955.277
Gustatory areas/ layer 1,GU1,36,right,all,998,255.972,843.783,998,255.972,843.783
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4867,309.925,1175.32,4867,309.925,1175.32
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3689,272.438,968.995,3689,272.438,968.995
Gustatory areas/ layer 4,GU4,148,left,all,1737,390.778,1323.86,1737,390.778,1323.86
Gustatory areas/ layer 4,GU4,148,right,all,1298,312.056,1046.7,1298,312.056,1046.7
Gustatory areas/ layer 5,GU5,187,left,all,6829,388.762,1269.13,6829,388.762,1269.13
Gustatory areas/ layer 5,GU5,187,right,all,5435,330.07,1107.61,5435,330.07,1107.61
Gustatory areas/ layer 6a,GU6a,638,left,all,4738,350.814,1229.94,4738,350.814,1229.94
Gustatory areas/ layer 6a,GU6a,638,right,all,3670,278.631,1064.32,3670,278.631,1064.32
Gustatory areas/ layer 6b,GU6b,662,left,all,338,269.764,1318.88,338,269.764,1318.88
Gustatory areas/ layer 6b,GU6b,662,right,all,199,213.192,1167.56,199,213.192,1167.56
Visceral area,VISC,677,left,all,23569,314.523,1039.36,23569,314.523,1039.36
Visceral area,VISC,677,right,all,18739,283.262,957.807,18739,283.262,957.807
Visceral area/ layer 1,VISC1,897,left,all,1764,249.947,832.536,1764,249.947,832.536
Visceral area/ layer 1,VISC1,897,right,all,1597,264.178,877.823,1597,264.178,877.823
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5964,279.819,963.204,5964,279.819,963.204
Visceral area/ layer 2/3,VISC2/3,1106,right,all,4820,268.79,916.654,4820,268.79,916.654
Visceral area/ layer 4,VISC4,1010,left,all,2032,338.4,1123.9,2032,338.4,1123.9
Visceral area/ layer 4,VISC4,1010,right,all,1452,316.078,1015.25,1452,316.078,1015.25
Visceral area/ layer 5,VISC5,1058,left,all,7312,352.576,1091.07,7312,352.576,1091.07
Visceral area/ layer 5,VISC5,1058,right,all,6095,310.612,1003.71,6095,310.612,1003.71
Visceral area/ layer 6a,VISC6a,857,left,all,5971,308.405,1072.93,5971,308.405,1072.93
Visceral area/ layer 6a,VISC6a,857,right,all,4511,261.121,947.686,4511,261.121,947.686
Visceral area/ layer 6b,VISC6b,849,left,all,526,372.807,1170.15,526,372.807,1170.15
Visceral area/ layer 6b,VISC6b,849,right,all,264,229.317,990.333,264,229.317,990.333
Auditory areas,AUD,247,left,all,59454,360.023,1186.24,59454,360.023,1186.24
Auditory areas,AUD,247,right,all,54190,303.786,1073.66,54190,303.786,1073.66
Dorsal auditory area,AUDd,1011,left,all,11417,348.36,1169.65,11417,348.36,1169.65
Dorsal auditory area,AUDd,1011,right,all,10997,315.371,1124.75,10997,315.371,1124.75
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1355,280.258,949.79,1355,280.258,949.79
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1749,311.858,1048.89,1749,311.858,1048.89
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,3478,287.562,1084.57,3478,287.562,1084.57
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,3247,262.167,1066.16,3247,262.167,1066.16
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1320,409.374,1287.27,1320,409.374,1287.27
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1239,383.916,1243.59,1239,383.916,1243.59
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3465,417.867,1301.45,3465,417.867,1301.45
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3060,354.674,1197.39,3060,354.674,1197.39
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1659,339.205,1157.27,1659,339.205,1157.27
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1628,301.679,1100.02,1628,301.679,1100.02
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,140,330.781,1186.69,140,330.781,1186.69
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,74,261.284,1038.36,74,261.284,1038.36
Primary auditory area,AUDp,1002,left,all,21704,366.819,1203.65,21704,366.819,1203.65
Primary auditory area,AUDp,1002,right,all,20473,308.464,1112.54,20473,308.464,1112.54
Primary auditory area/ layer 1,AUDp1,735,left,all,3097,270.953,949.778,3097,270.953,949.778
Primary auditory area/ layer 1,AUDp1,735,right,all,3528,280.24,977.916,3528,280.24,977.916
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,5387,292.045,1109.03,5387,292.045,1109.03
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,5170,259.661,1069.61,5170,259.661,1069.61
Primary auditory area/ layer 4,AUDp4,816,left,all,2607,426.82,1344.51,2607,426.82,1344.51
Primary auditory area/ layer 4,AUDp4,816,right,all,2577,352.316,1229.26,2577,352.316,1229.26
Primary auditory area/ layer 5,AUDp5,847,left,all,7103,440.17,1330.68,7103,440.17,1330.68
Primary auditory area/ layer 5,AUDp5,847,right,all,6535,341.07,1170.63,6535,341.07,1170.63
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3342,377.147,1214.37,3342,377.147,1214.37
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2606,320.169,1120.22,2606,320.169,1120.22
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,168,293.974,1147.49,168,293.974,1147.49
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,57,226.018,1050.11,57,226.018,1050.11
Posterior auditory area,AUDpo,1027,left,all,5787,332.589,1113.61,5787,332.589,1113.61
Posterior auditory area,AUDpo,1027,right,all,5131,302.197,1012.33,5131,302.197,1012.33
Posterior auditory area/ layer 1,AUDpo1,696,left,all,777,275.694,957.297,777,275.694,957.297
Posterior auditory area/ layer 1,AUDpo1,696,right,all,677,235.776,857.022,677,235.776,857.022
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1605,266.557,1035.7,1605,266.557,1035.7
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1334,249.726,938.142,1334,249.726,938.142
Posterior auditory area/ layer 4,AUDpo4,759,left,all,736,366.805,1194.18,736,366.805,1194.18
Posterior auditory area/ layer 4,AUDpo4,759,right,all,785,369.176,1105.92,785,369.176,1105.92
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1605,414.91,1240.65,1605,414.91,1240.65
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1554,337.594,1075.46,1554,337.594,1075.46
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,892,322.142,1088.92,892,322.142,1088.92
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,758,313.77,1054.72,758,313.77,1054.72
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,172,345.372,1144.42,172,345.372,1144.42
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,23,241.642,1028.83,23,241.642,1028.83
Ventral auditory area,AUDv,1018,left,all,20546,367.052,1197.52,20546,367.052,1197.52
Ventral auditory area,AUDv,1018,right,all,17589,291.56,1014.35,17589,291.56,1014.35
Ventral auditory area/ layer 1,AUDv1,959,left,all,2220,267.877,891.706,2220,267.877,891.706
Ventral auditory area/ layer 1,AUDv1,959,right,all,2264,261.813,893.466,2264,261.813,893.466
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,4733,290.421,1050.55,4733,290.421,1050.55
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,4331,263.68,972.95,4331,263.68,972.95
Ventral auditory area/ layer 4,AUDv4,990,left,all,2659,368.45,1262.93,2659,368.45,1262.93
Ventral auditory area/ layer 4,AUDv4,990,right,all,2427,325.929,1077.87,2427,325.929,1077.87
Ventral auditory area/ layer 5,AUDv5,1023,left,all,6878,447.195,1346.41,6878,447.195,1346.41
Ventral auditory area/ layer 5,AUDv5,1023,right,all,6382,309.961,1047.67,6382,309.961,1047.67
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3607,373.415,1239.13,3607,373.415,1239.13
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2068,289.709,1053.24,2068,289.709,1053.24
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,449,378.129,1256.47,449,378.129,1256.47
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,117,215.308,1063.78,117,215.308,1063.78
Visual areas,VIS,669,left,all,52738,279.342,1015.83,52738,279.342,1015.83
Visual areas,VIS,669,right,all,68225,275.23,937.302,68225,275.23,937.302
Anterolateral visual area,VISal,402,left,all,4691,327.297,1222.9,4691,327.297,1222.9
Anterolateral visual area,VISal,402,right,all,6302,319.467,1071.37,6302,319.467,1071.37
Anterolateral visual area/ layer 1,VISal1,1074,left,all,5,243.296,892,5,243.296,892
Anterolateral visual area/ layer 1,VISal1,1074,right,all,852,303.037,1021.82,852,303.037,1021.82
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,362,297.932,1056.93,362,297.932,1056.93
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1804,252.21,968.797,1804,252.21,968.797
Anterolateral visual area/ layer 4,VISal4,1114,left,all,745,287.571,1099.41,745,287.571,1099.41
Anterolateral visual area/ layer 4,VISal4,1114,right,all,935,375.313,1157.08,935,375.313,1157.08
Anterolateral visual area/ layer 5,VISal5,233,left,all,2249,319.887,1229.45,2249,319.887,1229.45
Anterolateral visual area/ layer 5,VISal5,233,right,all,1521,397.368,1206.54,1521,397.368,1206.54
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1117,376.283,1333.6,1117,376.283,1333.6
