Region,,,,Experiment,Marker 1,,,Total,,
Primary motor area/ Layer 1,MOp1,320,left,all,7926,199.402,648.505,7926,199.402,648.505
Primary motor area/ Layer 1,MOp1,320,right,all,6145,181.225,632.734,6145,181.225,632.734
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,38172,235.305,827.887,38172,235.305,827.887
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,25058,206.749,765.757,25058,206.749,765.757
Primary motor area/ Layer 5,MOp5,648,left,all,32687,288.891,964.44,32687,288.891,964.44
Primary motor area/ Layer 5,MOp5,648,right,all,22191,247.735,880.5,22191,247.735,880.5
Primary motor area/ Layer 6a,MOp6a,844,left,all,17422,206.276,761.527,17422,206.276,761.527
Primary motor area/ Layer 6a,MOp6a,844,right,all,15247,190.462,709.643,15247,190.462,709.643
Primary motor area/ Layer 6b,MOp6b,882,left,all,672,151.271,741.156,672,151.271,741.156
Primary motor area/ Layer 6b,MOp6b,882,right,all,312,152.004,647.048,312,152.004,647.048
Secondary motor area,MOs,993,left,all,101795,222.792,755.558,101795,222.792,755.558
Secondary motor area,MOs,993,right,all,87295,207.086,722.907,87295,207.086,722.907
Secondary motor area/ layer 1,MOs1,656,left,all,13752,202.011,646.555,13752,202.011,646.555
Secondary motor area/ layer 1,MOs1,656,right,all,15012,183.503,602.171,15012,183.503,602.171
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,33800,207.93,721.131,33800,207.93,721.131
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,28827,198.255,693.366,28827,198.255,693.366
Secondary motor area/ layer 5,MOs5,767,left,all,38940,253.569,837.759,38940,253.569,837.759
Secondary motor area/ layer 5,MOs5,767,right,all,30811,236.378,822.215,30811,236.378,822.215
Secondary motor area/ layer 6a,MOs6a,1021,left,all,15218,196.132,720.875,15218,196.132,720.875
Secondary motor area/ layer 6a,MOs6a,1021,right,all,12565,183.975,692.145,12565,183.975,692.145
Secondary motor area/ layer 6b,MOs6b,1085,left,all,85,168.159,632.494,85,168.159,632.494
Secondary motor area/ layer 6b,MOs6b,1085,right,all,80,162.914,607.663,80,162.914,607.663
Somatosensory areas,SS,453,left,all,302167,242.526,924.649,302167,242.526,924.649
Somatosensory areas,SS,453,right,all,197986,211.241,788.551,197986,211.241,788.551
Primary somatosensory area,SSp,322,left,all,212529,243.2,932.456,212529,243.2,932.456
Primary somatosensory area,SSp,322,right,all,141573,214.299,802.647,141573,214.299,802.647
Primary somatosensory area/ nose,SSp-n,353,left,all,29134,241.985,1000.91,29134,241.985,1000.91
Primary somatosensory area/ nose,SSp-n,353,right,all,17195,214.992,803.722,17195,214.992,803.722
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,2902,243.065,754.143,2902,243.065,754.143
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,2452,186.045,635.035,2452,186.045,635.035
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,6206,224.81,963.564,6206,224.81,963.564
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,3684,211.484,827.163,3684,211.484,827.163
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,5891,249.006,1156.33,5891,249.006,1156.33
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,2783,240.357,908.7,2783,240.357,908.7
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,7615,288.722,1143.68,7615,288.722,1143.68
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,3606,256.611,911.181,3606,256.611,911.181
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,6298,198.375,840.555,6298,198.375,840.555
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,4359,186.307,735.349,4359,186.307,735.349
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,222,155.742,799.041,222,155.742,799.041
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,311,177.251,628.942,311,177.251,628.942
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,44411,225.484,832.495,44411,225.484,832.495
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,34428,209.515,797.608,34428,209.515,797.608
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,4409,179.312,625.242,4409,179.312,625.242
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,3902,178.638,617.143,3902,178.638,617.143
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,9817,208.849,822.528,9817,208.849,822.528
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,8282,196.731,780.173,8282,196.731,780.173
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,8700,259.126,943.362,8700,259.126,943.362
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,6831,240.273,898.983,6831,240.273,898.983
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,10198,275.268,959.913,10198,275.268,959.913
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,6741,254.674,930.216,6741,254.674,930.216
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,10396,188.23,722.922,10396,188.23,722.922
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,7776,177.323,717.013,7776,177.323,717.013
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,891,173.622,705.428,891,173.622,705.428
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,896,167.302,673.598,896,167.302,673.598
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,13097,230.722,804.336,13097,230.722,804.336
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,9389,198.859,695.197,9389,198.859,695.197
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,1420,210.624,690.361,1420,210.624,690.361
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,248,177.863,600.335,248,177.863,600.335
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,3401,194.21,754.131,3401,194.21,754.131
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,2215,165.62,600.647,2215,165.62,600.647
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,1646,251.08,887.367,1646,251.08,887.367
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1120,189.704,700.196,1120,189.704,700.196
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,3482,316.073,996.771,3482,316.073,996.771
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,2877,263.112,849.245,2877,263.112,849.245
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,2999,173.206,654.886,2999,173.206,654.886
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,2657,166.211,623.118,2657,166.211,623.118
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,149,193.871,630.282,149,193.871,630.282
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,272,165.692,605.743,272,165.692,605.743
Primary somatosensory area/ mouth,SSp-m,345,left,all,75669,261.342,1013.69,75669,261.342,1013.69
Primary somatosensory area/ mouth,SSp-m,345,right,all,46195,224.709,867.962,46195,224.709,867.962
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,6025,252.84,739.254,6025,252.84,739.254
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,4032,211.231,697.455,4032,211.231,697.455
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,19685,234.374,963.453,19685,234.374,963.453
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,11570,211.381,870.594,11570,211.381,870.594
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,15310,307.697,1183.31,15310,307.697,1183.31
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,7344,248.147,981.927,7344,248.147,981.927
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,20295,291.688,1117.66,20295,291.688,1117.66
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,11321,259.725,970.028,11321,259.725,970.028
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,13753,211.426,867.971,13753,211.426,867.971
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,11521,195.526,757.591,11521,195.526,757.591
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,601,166.575,912.81,601,166.575,912.81
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,407,166.259,711.103,407,166.259,711.103
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,32638,241.405,934.597,32638,241.405,934.597
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,21291,209.96,760.79,21291,209.96,760.79
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,2891,239.696,777.425,2891,239.696,777.425
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,2259,180.889,618.405,2259,180.889,618.405
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,8289,214.926,898.166,8289,214.926,898.166
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,5156,196.309,762.915,5156,196.309,762.915
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,5741,257.544,1062.66,5741,257.544,1062.66
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,3174,225.072,819.802,3174,225.072,819.802
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,8794,300.642,1082.64,8794,300.642,1082.64
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,4934,265.911,895.305,4934,265.911,895.305
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,6566,187.269,753.489,6566,187.269,753.489
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,5409,177.942,671.441,5409,177.942,671.441
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,357,146.97,678.008,357,146.97,678.008
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,359,168.756,601.989,359,168.756,601.989
Primary somatosensory area/ trunk,SSp-tr,361,left,all,8202,219.696,726.474,8202,219.696,726.474
Primary somatosensory area/ trunk,SSp-tr,361,right,all,6265,211.397,729.792,6265,211.397,729.792
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,589,180.673,592.122,589,180.673,592.122
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,2429,186.902,661.647,2429,186.902,661.647
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,629,176.596,583.58,629,176.596,583.58
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,938,208.696,753.365,938,208.696,753.365
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,1034,181.308,627.368,1034,181.308,627.368
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,2471,297.304,867.41,2471,297.304,867.41
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2702,233.762,798.515,2702,233.762,798.515
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1539,173.837,651.372,1539,173.837,651.372
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1688,211.592,747.951,1688,211.592,747.951
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,236,184.809,636.25,236,184.809,636.25
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,212,174.814,642.693,212,174.814,642.693
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,9378,228.708,889.35,9378,228.708,889.35
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,6810,203.637,728.379,6810,203.637,728.379
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,886,233.681,724.111,886,233.681,724.111
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,786,169.891,582.855,786,169.891,582.855
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,2317,213.825,874.836,2317,213.825,874.836
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1608,193.635,709.217,1608,193.635,709.217
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1512,248.912,1023.97,1512,248.912,1023.97
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1090,211.27,776.29,1090,211.27,776.29
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2331,275.538,1037.73,2331,275.538,1037.73
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1478,255.883,869.907,1478,255.883,869.907
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2192,182.013,733.57,2192,182.013,733.57
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1683,180.448,669.312,1683,180.448,669.312
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,140,176.763,689.943,140,176.763,689.943
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,165,179.96,626.564,165,179.96,626.564
Supplemental somatosensory area,SSs,378,left,all,89638,240.929,906.136,89638,240.929,906.136
Supplemental somatosensory area,SSs,378,right,all,56413,203.567,753.175,56413,203.567,753.175
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,9513,232.489,692.598,9513,232.489,692.598
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,6389,178.187,598.455,6389,178.187,598.455
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,21496,232.24,923.324,21496,232.24,923.324
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,12934,191.202,760.091,12934,191.202,760.091
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,12248,284.538,1065.55,12248,284.538,1065.55
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,7266,232.17,836.53,7266,232.17,836.53
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,26048,261.134,981.07,26048,261.134,981.07
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,14198,233.026,831.376,14198,233.026,831.376
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,19369,203.877,795.792,19369,203.877,795.792
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,14412,185.257,703.051,14412,185.257,703.051
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,964,162.421,797.015,964,162.421,797.015
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1214,170.53,675.304,1214,170.53,675.304
Gustatory areas,GU,1057,left,all,18360,258.914,887.449,18360,258.914,887.449
Gustatory areas,GU,1057,right,all,11272,188.744,660.94,11272,188.744,660.94
Gustatory areas/ layer 1,GU1,36,left,all,1260,266.649,761.989,1260,266.649,761.989
Gustatory areas/ layer 1,GU1,36,right,all,599,185.967,603.309,599,185.967,603.309
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4005,213.869,812.146,4005,213.869,812.146
Gustatory areas/ layer 2/3,GU2/3,180,right,all,2454,182.58,643.369,2454,182.58,643.369
Gustatory areas/ layer 4,GU4,148,left,all,1736,254.417,894.953,1736,254.417,894.953
Gustatory areas/ layer 4,GU4,148,right,all,878,187.907,660.78,878,187.907,660.78
Gustatory areas/ layer 5,GU5,187,left,all,6886,288.725,942.523,6886,288.725,942.523
Gustatory areas/ layer 5,GU5,187,right,all,4080,197.884,694.571,4080,197.884,694.571
Gustatory areas/ layer 6a,GU6a,638,left,all,4172,255.067,900.691,4172,255.067,900.691
Gustatory areas/ layer 6a,GU6a,638,right,all,3085,183.674,644.419,3085,183.674,644.419
Gustatory areas/ layer 6b,GU6b,662,left,all,301,223.166,927.874,301,223.166,927.874
Gustatory areas/ layer 6b,GU6b,662,right,all,176,165.316,612.847,176,165.316,612.847
Visceral area,VISC,677,left,all,18754,217.83,741.945,18754,217.83,741.945
Visceral area,VISC,677,right,all,14220,202.69,658.231,14220,202.69,658.231
Visceral area/ layer 1,VISC1,897,left,all,2150,205.783,640.88,2150,205.783,640.88
Visceral area/ layer 1,VISC1,897,right,all,1855,184.495,562.419,1855,184.495,562.419
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4190,199.068,715.982,4190,199.068,715.982
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3045,190.148,624.462,3045,190.148,624.462
Visceral area/ layer 4,VISC4,1010,left,all,1567,252.385,838.537,1567,252.385,838.537
Visceral area/ layer 4,VISC4,1010,right,all,1125,226.783,701.844,1125,226.783,701.844
Visceral area/ layer 5,VISC5,1058,left,all,5901,231.727,771.807,5901,231.727,771.807
Visceral area/ layer 5,VISC5,1058,right,all,4360,207.454,685.722,4360,207.454,685.722
Visceral area/ layer 6a,VISC6a,857,left,all,4608,213.198,743.898,4608,213.198,743.898
Visceral area/ layer 6a,VISC6a,857,right,all,3688,209.844,685.721,3688,209.844,685.721
Visceral area/ layer 6b,VISC6b,849,left,all,338,187.381,710.879,338,187.381,710.879
Visceral area/ layer 6b,VISC6b,849,right,all,147,186.888,727.932,147,186.888,727.932
Auditory areas,AUD,247,left,all,60626,242.825,855.226,60626,242.825,855.226
Auditory areas,AUD,247,right,all,42232,207.348,745.835,42232,207.348,745.835
Dorsal auditory area,AUDd,1011,left,all,10737,221.858,804.884,10737,221.858,804.884
Dorsal auditory area,AUDd,1011,right,all,7529,199.057,751.213,7529,199.057,751.213
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1250,189.105,633.376,1250,189.105,633.376
Dorsal auditory area/ layer 1,AUDd1,527,right,all,790,175.118,601.968,790,175.118,601.968
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2717,197.519,770.056,2717,197.519,770.056
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1858,181.144,729.681,1858,181.144,729.681
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1355,241.149,857.031,1355,241.149,857.031
Dorsal auditory area/ layer 4,AUDd4,678,right,all,924,222.979,800.944,924,222.979,800.944
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3435,260.074,898.748,3435,260.074,898.748
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2343,222.687,817.223,2343,222.687,817.223
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1811,199.929,757.029,1811,199.929,757.029
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1426,185.139,723.423,1426,185.139,723.423
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,169,158.967,820.243,169,158.967,820.243
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,188,170.198,734.856,188,170.198,734.856
Primary auditory area,AUDp,1002,left,all,23652,244.806,881.719,23652,244.806,881.719
Primary auditory area,AUDp,1002,right,all,15711,212.879,784.011,15711,212.879,784.011
Primary auditory area/ layer 1,AUDp1,735,left,all,3415,203.551,686.155,3415,203.551,686.155
Primary auditory area/ layer 1,AUDp1,735,right,all,1894,178.083,614.918,1894,178.083,614.918
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,5408,208.4,851.323,5408,208.4,851.323
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,3637,198.821,779.029,3637,198.821,779.029
Primary auditory area/ layer 4,AUDp4,816,left,all,3062,250.567,984.091,3062,250.567,984.091
Primary auditory area/ layer 4,AUDp4,816,right,all,1975,220.416,865.458,1975,220.416,865.458
Primary auditory area/ layer 5,AUDp5,847,left,all,7889,285.873,964.57,7889,285.873,964.57
Primary auditory area/ layer 5,AUDp5,847,right,all,5381,237.762,843.275,5381,237.762,843.275
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3353,243.354,834.799,3353,243.354,834.799
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2443,198.651,728.974,2443,198.651,728.974
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,525,246.736,924.541,525,246.736,924.541
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,381,220.797,765.864,381,220.797,765.864
Posterior auditory area,AUDpo,1027,left,all,5637,253.114,880.25,5637,253.114,880.25
Posterior auditory area,AUDpo,1027,right,all,4006,214.245,720.078,4006,214.245,720.078
Posterior auditory area/ layer 1,AUDpo1,696,left,all,499,214.182,704.397,499,214.182,704.397
Posterior auditory area/ layer 1,AUDpo1,696,right,all,462,163.976,569.32,462,163.976,569.32
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1480,210.387,818.099,1480,210.387,818.099
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,934,183.307,698.31,934,183.307,698.31
Posterior auditory area/ layer 4,AUDpo4,759,left,all,774,249.441,911.42,774,249.441,911.42
Posterior auditory area/ layer 4,AUDpo4,759,right,all,632,228.116,764.582,632,228.116,764.582
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1784,304.772,981.017,1784,304.772,981.017
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1206,256.563,790.16,1206,256.563,790.16
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,852,249.863,841.386,852,249.863,841.386
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,623,204.198,690.928,623,204.198,690.928
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,248,237.466,916.339,248,237.466,916.339
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,149,204.688,689.852,149,204.688,689.852
Ventral auditory area,AUDv,1018,left,all,20600,248.664,844.2,20600,248.664,844.2
Ventral auditory area,AUDv,1018,right,all,14986,203.872,709.995,14986,203.872,709.995
Ventral auditory area/ layer 1,AUDv1,959,left,all,1877,213.11,667.822,1877,213.11,667.822
Ventral auditory area/ layer 1,AUDv1,959,right,all,1552,172.159,562.147,1552,172.159,562.147
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,5197,217.45,800.769,5197,217.45,800.769
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,3941,195.734,684.666,3941,195.734,684.666
Ventral auditory area/ layer 4,AUDv4,990,left,all,2737,279.206,952.38,2737,279.206,952.38
Ventral auditory area/ layer 4,AUDv4,990,right,all,2059,237.113,778.782,2059,237.113,778.782
Ventral auditory area/ layer 5,AUDv5,1023,left,all,7373,284.635,910.291,7373,284.635,910.291
Ventral auditory area/ layer 5,AUDv5,1023,right,all,4856,216.401,747.86,4856,216.401,747.86
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2990,214.039,775.304,2990,214.039,775.304
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2258,186.919,706.63,2258,186.919,706.63
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,426,210.33,795.845,426,210.33,795.845
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,320,173.516,745.534,320,173.516,745.534
Visual areas,VIS,669,left,all,99099,213.91,795.356,99099,213.91,795.356
Visual areas,VIS,669,right,all,60371,191.276,672.398,60371,191.276,672.398
Anterolateral visual area,VISal,402,left,all,6626,250.429,900.08,6626,250.429,900.08
Anterolateral visual area,VISal,402,right,all,4756,211.859,714.632,4756,211.859,714.632
Anterolateral visual area/ layer 1,VISal1,1074,left,all,524,216.841,706.366,524,216.841,706.366
Anterolateral visual area/ layer 1,VISal1,1074,right,all,772,173.338,588.925,772,173.338,588.925
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1864,219.597,841.313,1864,219.597,841.313
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1256,180.894,685.758,1256,180.894,685.758
Anterolateral visual area/ layer 4,VISal4,1114,left,all,983,271.692,993.788,983,271.692,993.788
Anterolateral visual area/ layer 4,VISal4,1114,right,all,711,254.244,791.74,711,254.244,791.74
Anterolateral visual area/ layer 5,VISal5,233,left,all,1886,314.005,1029.21,1886,314.005,1029.21
Anterolateral visual area/ layer 5,VISal5,233,right,all,1222,261.891,814.719,1222,261.891,814.719
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1176,208.168,806.499,1176,208.168,806.499
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,669,183.866,664.46,669,183.866,664.46
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,193,167.339,824.663,193,167.339,824.663
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,126,180.748,633.254,126,180.748,633.254
Anteromedial visual area,VISam,394,left,all,5091,215.264,766.077,5091,215.264,766.077
Anteromedial visual area,VISam,394,right,all,2956,204.422,744.541,2956,204.422,744.541
Anteromedial visual area/ layer 1,VISam1,281,left,all,5,144.366,507,5,144.366,507
Anteromedial visual area/ layer 1,VISam1,281,right,all,0,0,0,0,0,0
