Region,,,,Experiment,Marker 1,,,Total,,
Secondary motor area/ layer 6b,MOs6b,1085,right,all,201,204.501,790.92,201,204.501,790.92
Somatosensory areas,SS,453,left,all,374381,325.468,1182.64,374381,325.468,1182.64
Somatosensory areas,SS,453,right,all,280735,281.645,998.34,280735,281.645,998.34
Primary somatosensory area,SSp,322,left,all,275812,321.537,1193.4,275812,321.537,1193.4
Primary somatosensory area,SSp,322,right,all,200641,280.462,992.566,200641,280.462,992.566
Primary somatosensory area/ nose,SSp-n,353,left,all,38771,353.228,1361.59,38771,353.228,1361.59
Primary somatosensory area/ nose,SSp-n,353,right,all,26117,297.915,1118.05,26117,297.915,1118.05
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,3757,294.285,1017.05,3757,294.285,1017.05
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,2873,285.622,970.443,2873,285.622,970.443
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,8622,342.795,1346.83,8622,342.795,1346.83
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,6343,274.919,1091.88,6343,274.919,1091.88
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,8221,399.282,1536.7,8221,399.282,1536.7
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,4715,292.248,1207.67,4715,292.248,1207.67
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,8743,429.697,1505.52,8743,429.697,1505.52
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,4417,419.363,1322.95,4417,419.363,1322.95
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,8963,280.433,1225.27,8963,280.433,1225.27
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,7328,250.224,1019.4,7328,250.224,1019.4
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,465,174.097,1244.22,465,174.097,1244.22
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,441,345.44,1085.16,441,345.44,1085.16
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,67442,319.802,1110,67442,319.802,1110
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,49850,264.38,926.788,49850,264.38,926.788
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,7043,250.28,866.107,7043,250.28,866.107
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,6270,221.572,786.702,6270,221.572,786.702
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,18009,282.547,1056.93,18009,282.547,1056.93
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,13417,237.53,916.4,13417,237.53,916.4
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,14030,387.056,1270.87,14030,387.056,1270.87
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,9283,311.895,1043.8,9283,311.895,1043.8
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,14635,373.806,1222.14,14635,373.806,1222.14
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,8336,351.291,1062.08,8336,351.291,1062.08
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,13179,281.944,1022.84,13179,281.944,1022.84
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,11614,220.201,833.476,11614,220.201,833.476
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,546,183.516,970.586,546,183.516,970.586
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,930,238.766,805.66,930,238.766,805.66
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,21943,313.553,1118.3,21943,313.553,1118.3
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,18288,274.917,998.588,18288,274.917,998.588
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,2030,254.127,913.206,2030,254.127,913.206
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,2100,193.682,794.066,2100,193.682,794.066
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,7199,262.441,1066,7199,262.441,1066
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,6174,215.711,907.651,6174,215.711,907.651
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2617,428.402,1336.13,2617,428.402,1336.13
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,2039,440.765,1277.7,2039,440.765,1277.7
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,6398,398.802,1227.55,6398,398.802,1227.55
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,4478,359.14,1160.03,4478,359.14,1160.03
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,3402,220.264,995.957,3402,220.264,995.957
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3417,225.215,912.234,3417,225.215,912.234
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,297,178.797,916.593,297,178.797,916.593
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,80,157.937,922.825,80,157.937,922.825
Primary somatosensory area/ mouth,SSp-m,345,left,all,75210,322.428,1228.83,75210,322.428,1228.83
Primary somatosensory area/ mouth,SSp-m,345,right,all,54074,279.432,989.396,54074,279.432,989.396
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,6667,281.92,984.729,6667,281.92,984.729
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,5630,238.865,830.839,5630,238.865,830.839
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,20427,294.931,1194.53,20427,294.931,1194.53
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,14869,249.472,956.29,14869,249.472,956.29
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,12585,376.019,1373.47,12585,376.019,1373.47
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,7893,297.702,1079.03,7893,297.702,1079.03
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,16687,382.244,1339.34,16687,382.244,1339.34
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,9492,378.152,1154.27,9492,378.152,1154.27
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,17860,281.847,1153.89,17860,281.847,1153.89
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,15254,249.183,930.371,15254,249.183,930.371
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,984,204.47,1230.77,984,204.47,1230.77
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,936,337.155,1003.04,936,337.155,1003.04
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,42838,303.788,1213.03,42838,303.788,1213.03
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,31852,300.675,1033.01,31852,300.675,1033.01
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,3274,292.633,1063.36,3274,292.633,1063.36
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,3596,237.671,817.752,3596,237.671,817.752
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,12220,282.48,1184.57,12220,282.48,1184.57
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,10097,256.931,988.03,10097,256.931,988.03
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,6800,389.34,1380.58,6800,389.34,1380.58
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,4279,394.284,1195.56,4279,394.284,1195.56
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,11113,345.572,1294.93,11113,345.572,1294.93
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,6187,401.998,1214.88,6187,401.998,1214.88
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,8685,230.213,1087.77,8685,230.213,1087.77
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,7505,254.215,956.027,7505,254.215,956.027
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,746,156.078,1047.35,746,156.078,1047.35
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,188,244.705,953.585,188,244.705,953.585
Primary somatosensory area/ trunk,SSp-tr,361,left,all,15315,299.911,964.521,15315,299.911,964.521
Primary somatosensory area/ trunk,SSp-tr,361,right,all,10320,245.889,854.358,10320,245.889,854.358
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,2069,219.256,772.231,2069,219.256,772.231
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,1756,186.526,686.163,1756,186.526,686.163
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,5553,241.766,891.19,5553,241.766,891.19
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,3385,210.71,793.851,3385,210.71,793.851
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1731,411.052,1118.64,1731,411.052,1118.64
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,1008,369.295,1050.9,1008,369.295,1050.9
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,4275,394.147,1098.52,4275,394.147,1098.52
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2629,303.364,977.162,2629,303.364,977.162
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1587,234.393,940.96,1587,234.393,940.96
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1495,212.532,838.835,1495,212.532,838.835
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,100,284.794,992.85,100,284.794,992.85
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,47,196.85,905.617,47,196.85,905.617
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,14293,327.7,1245.99,14293,327.7,1245.99
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,10140,301.765,1012.4,10140,301.765,1012.4
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1338,281.14,966.632,1338,281.14,966.632
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,1199,237.805,799.72,1199,237.805,799.72
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,4085,308.034,1233.47,4085,308.034,1233.47
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,3033,255.126,939.297,3033,255.126,939.297
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,2407,413.172,1432.64,2407,413.172,1432.64
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1455,367.726,1128.34,1455,367.726,1128.34
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,3627,372.349,1348.26,3627,372.349,1348.26
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1884,412.095,1228.95,1884,412.095,1228.95
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2660,252.096,1105.9,2660,252.096,1105.9
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2439,266.04,970.254,2439,266.04,970.254
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,176,191.755,1116.94,176,191.755,1116.94
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,130,312.848,1034.28,130,312.848,1034.28
Supplemental somatosensory area,SSs,378,left,all,98569,336.468,1152.52,98569,336.468,1152.52
Supplemental somatosensory area,SSs,378,right,all,80094,284.609,1012.8,80094,284.609,1012.8
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,7983,263.804,919.441,7983,263.804,919.441
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,7112,231.928,829.812,7112,231.928,829.812
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,24857,284.579,1093.25,24857,284.579,1093.25
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,20990,253.086,970.077,20990,253.086,970.077
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,13976,355.963,1245.9,13976,355.963,1245.9
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,11011,287.072,1087.79,11011,287.072,1087.79
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,25896,406.381,1241.55,25896,406.381,1241.55
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,17830,359.739,1134.81,17830,359.739,1134.81
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,24194,330.932,1143.4,24194,330.932,1143.4
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,21300,265.692,975.325,21300,265.692,975.325
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1663,288.881,1118.57,1663,288.881,1118.57
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1851,323.822,1010.4,1851,323.822,1010.4
Gustatory areas,GU,1057,left,all,15048,270.04,965.54,15048,270.04,965.54
Gustatory areas,GU,1057,right,all,16304,270.501,899.213,16304,270.501,899.213
Gustatory areas/ layer 1,GU1,36,left,all,1138,242.564,894.491,1138,242.564,894.491
Gustatory areas/ layer 1,GU1,36,right,all,1172,210.685,737.999,1172,210.685,737.999
Gustatory areas/ layer 2/3,GU2/3,180,left,all,3386,227.425,905.139,3386,227.425,905.139
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3791,205.269,812.942,3791,205.269,812.942
Gustatory areas/ layer 4,GU4,148,left,all,1329,240.752,919.075,1329,240.752,919.075
Gustatory areas/ layer 4,GU4,148,right,all,1236,259.313,887.127,1236,259.313,887.127
Gustatory areas/ layer 5,GU5,187,left,all,4697,294.846,992.798,4697,294.846,992.798
Gustatory areas/ layer 5,GU5,187,right,all,5003,280.087,905.421,5003,280.087,905.421
Gustatory areas/ layer 6a,GU6a,638,left,all,4172,291.195,1011.34,4172,291.195,1011.34
Gustatory areas/ layer 6a,GU6a,638,right,all,4825,327.677,996.932,4825,327.677,996.932
Gustatory areas/ layer 6b,GU6b,662,left,all,326,299.834,1051.52,326,299.834,1051.52
Gustatory areas/ layer 6b,GU6b,662,right,all,277,297.201,1001.67,277,297.201,1001.67
Visceral area,VISC,677,left,all,23067,344.723,1013.28,23067,344.723,1013.28
Visceral area,VISC,677,right,all,20197,271.919,940.73,20197,271.919,940.73
Visceral area/ layer 1,VISC1,897,left,all,1861,243.491,874.532,1861,243.491,874.532
Visceral area/ layer 1,VISC1,897,right,all,1606,230.241,838.207,1606,230.241,838.207
Visceral area/ layer 2/3,VISC2/3,1106,left,all,4778,288.17,955.955,4778,288.17,955.955
Visceral area/ layer 2/3,VISC2/3,1106,right,all,4893,237.635,886.477,4893,237.635,886.477
Visceral area/ layer 4,VISC4,1010,left,all,1995,288.63,966.566,1995,288.63,966.566
Visceral area/ layer 4,VISC4,1010,right,all,1760,247.494,940.936,1760,247.494,940.936
Visceral area/ layer 5,VISC5,1058,left,all,8339,419.496,1096.43,8339,419.496,1096.43
Visceral area/ layer 5,VISC5,1058,right,all,6011,310.999,999.62,6011,310.999,999.62
Visceral area/ layer 6a,VISC6a,857,left,all,5569,333.892,1001.93,5569,333.892,1001.93
Visceral area/ layer 6a,VISC6a,857,right,all,5381,273.813,944.973,5381,273.813,944.973
Visceral area/ layer 6b,VISC6b,849,left,all,525,358.633,1004,525,358.633,1004
Visceral area/ layer 6b,VISC6b,849,right,all,546,331.579,1037.66,546,331.579,1037.66
Auditory areas,AUD,247,left,all,63500,304.364,1005.17,63500,304.364,1005.17
Auditory areas,AUD,247,right,all,56425,265.182,872.266,56425,265.182,872.266
Dorsal auditory area,AUDd,1011,left,all,14084,315.217,1014.34,14084,315.217,1014.34
Dorsal auditory area,AUDd,1011,right,all,10877,240.137,802.703,10877,240.137,802.703
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1641,226.493,787.477,1641,226.493,787.477
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1227,187.644,690.847,1227,187.644,690.847
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,4447,264.014,968.401,4447,264.014,968.401
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,3031,201.847,764.109,3031,201.847,764.109
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1718,378.833,1135.15,1718,378.833,1135.15
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1303,270.37,866.748,1303,270.37,866.748
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3841,377.592,1112.63,3841,377.592,1112.63
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2818,293.402,883.673,2818,293.402,883.673
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,2354,329.653,1016.77,2354,329.653,1016.77
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,2161,230.241,773.255,2161,230.241,773.255
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,83,200.065,843.217,83,200.065,843.217
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,337,276.794,821.217,337,276.794,821.217
Primary auditory area,AUDp,1002,left,all,23504,313.209,1046.15,23504,313.209,1046.15
Primary auditory area,AUDp,1002,right,all,21295,277.337,911.267,21295,277.337,911.267
Primary auditory area/ layer 1,AUDp1,735,left,all,2496,237.611,859.256,2496,237.611,859.256
Primary auditory area/ layer 1,AUDp1,735,right,all,2415,223.448,779.754,2415,223.448,779.754
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,5996,262.025,979.02,5996,262.025,979.02
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,4810,244.076,886.729,4810,244.076,886.729
Primary auditory area/ layer 4,AUDp4,816,left,all,3066,311.146,1110.54,3066,311.146,1110.54
Primary auditory area/ layer 4,AUDp4,816,right,all,2734,258.742,964.449,2734,258.742,964.449
Primary auditory area/ layer 5,AUDp5,847,left,all,8169,363.619,1123.88,8169,363.619,1123.88
Primary auditory area/ layer 5,AUDp5,847,right,all,6784,341.448,1003.72,6784,341.448,1003.72
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3489,349.581,1074.64,3489,349.581,1074.64
Primary auditory area/ layer 6a,AUDp6a,954,right,all,3823,255.19,835.61,3823,255.19,835.61
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,288,185.486,827.785,288,185.486,827.785
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,729,264.597,845.802,729,264.597,845.802
Posterior auditory area,AUDpo,1027,left,all,7103,350.669,1087.69,7103,350.669,1087.69
Posterior auditory area,AUDpo,1027,right,all,6269,290.458,940.637,6269,290.458,940.637
Posterior auditory area/ layer 1,AUDpo1,696,left,all,986,250.388,848.764,986,250.388,848.764
Posterior auditory area/ layer 1,AUDpo1,696,right,all,570,215.368,810.418,570,215.368,810.418
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,2030,280.5,1001.78,2030,280.5,1001.78
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1741,248.009,889.406,1741,248.009,889.406
Posterior auditory area/ layer 4,AUDpo4,759,left,all,921,427.977,1198.34,921,427.977,1198.34
Posterior auditory area/ layer 4,AUDpo4,759,right,all,879,271.195,945.089,879,271.195,945.089
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2273,413.66,1189.89,2273,413.66,1189.89
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1813,376.532,1064.3,1813,376.532,1064.3
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,818,394.081,1187.94,818,394.081,1187.94
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,1015,273.402,888.665,1015,273.402,888.665
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,75,236.394,1004.67,75,236.394,1004.67
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,251,270.125,893.052,251,270.125,893.052
Ventral auditory area,AUDv,1018,left,all,18809,267.697,915.928,18809,267.697,915.928
Ventral auditory area,AUDv,1018,right,all,17984,257.126,844.324,17984,257.126,844.324
Ventral auditory area/ layer 1,AUDv1,959,left,all,1260,205.475,792.1,1260,205.475,792.1
Ventral auditory area/ layer 1,AUDv1,959,right,all,2337,229.469,760.601,2337,229.469,760.601
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,4263,232.795,846.505,4263,232.795,846.505
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,3612,224.388,810.142,3612,224.388,810.142
Ventral auditory area/ layer 4,AUDv4,990,left,all,2379,235.115,884.997,2379,235.115,884.997
Ventral auditory area/ layer 4,AUDv4,990,right,all,2205,259.702,883.503,2205,259.702,883.503
Ventral auditory area/ layer 5,AUDv5,1023,left,all,7110,304.466,972.744,7110,304.466,972.744
Ventral auditory area/ layer 5,AUDv5,1023,right,all,5827,296.172,906.491,5827,296.172,906.491
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3458,279.624,952.715,3458,279.624,952.715
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,3444,238.4,806.564,3444,238.4,806.564
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,339,273.695,899.342,339,273.695,899.342
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,559,282.488,845.268,559,282.488,845.268
Visual areas,VIS,669,left,all,142713,316.757,1090.32,142713,316.757,1090.32
Visual areas,VIS,669,right,all,105549,246.527,888.015,105549,246.527,888.015
Anterolateral visual area,VISal,402,left,all,8896,334.989,1109.9,8896,334.989,1109.9
Anterolateral visual area,VISal,402,right,all,7047,291.39,952.379,7047,291.39,952.379
Anterolateral visual area/ layer 1,VISal1,1074,left,all,771,244.868,930.834,771,244.868,930.834
Anterolateral visual area/ layer 1,VISal1,1074,right,all,601,231.838,825.917,601,231.838,825.917
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,2798,285.879,1050.72,2798,285.879,1050.72
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,2149,252.295,918.101,2149,252.295,918.101
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1459,413.783,1215.48,1459,413.783,1215.48
Anterolateral visual area/ layer 4,VISal4,1114,right,all,1030,307.398,990.624,1030,307.398,990.624
Anterolateral visual area/ layer 5,VISal5,233,left,all,2505,372.021,1174.43,2505,372.021,1174.43
Anterolateral visual area/ layer 5,VISal5,233,right,all,1725,390.87,1103.21,1725,390.87,1103.21
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1282,343.335,1107.84,1282,343.335,1107.84
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,1265,249.739,864.839,1265,249.739,864.839
