Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,1930,86.619,320.21,1930,86.619,320.21
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,4811,92.0238,403.166,4811,92.0238,403.166
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,4077,93.1772,377.235,4077,93.1772,377.235
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2051,106.689,450.487,2051,106.689,450.487
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1839,134.678,447.27,1839,134.678,447.27
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,4075,177.545,539.625,4075,177.545,539.625
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3451,144.809,466.181,3451,144.809,466.181
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,3658,87.7109,410.721,3658,87.7109,410.721
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3086,82.7584,357.41,3086,82.7584,357.41
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,235,86.9517,409.983,235,86.9517,409.983
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,130,90.6238,371.954,130,90.6238,371.954
Primary somatosensory area/ mouth,SSp-m,345,left,all,92434,141.773,560.784,92434,141.773,560.784
Primary somatosensory area/ mouth,SSp-m,345,right,all,55172,124.346,475.66,55172,124.346,475.66
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,7665,164.49,460.976,7665,164.49,460.976
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,6106,122.582,393.214,6106,122.582,393.214
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,23836,125.53,532.055,23836,125.53,532.055
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,13658,107.104,460.27,13658,107.104,460.27
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,17905,179.158,643.224,17905,179.158,643.224
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,8745,144.362,532.609,8745,144.362,532.609
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,24137,151.042,594.491,24137,151.042,594.491
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,11681,147.727,529.962,11681,147.727,529.962
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,17849,107.083,513.817,17849,107.083,513.817
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,14380,111.836,447.864,14380,111.836,447.864
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,1042,83.3388,559.325,1042,83.3388,559.325
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,602,87.7776,444.106,602,87.7776,444.106
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,36258,124.365,490.532,36258,124.365,490.532
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,28691,111.68,430.969,28691,111.68,430.969
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,3630,142.181,449.546,3630,142.181,449.546
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,3102,104.893,368.515,3102,104.893,368.515
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,10529,109.807,471.45,10529,109.807,471.45
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,7584,101.805,420.253,7584,101.805,420.253
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,6060,134.508,535.62,6060,134.508,535.62
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,4413,124.225,467.372,4413,124.225,467.372
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,8640,157.489,553.128,8640,157.489,553.128
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,6548,140.57,490.738,6548,140.57,490.738
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7056,89.9067,428.185,7056,89.9067,428.185
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6861,90.8972,392.177,6861,90.8972,392.177
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,343,77.9971,419.315,343,77.9971,419.315
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,183,78.8482,371.645,183,78.8482,371.645
Primary somatosensory area/ trunk,SSp-tr,361,left,all,12142,120.931,441.586,12142,120.931,441.586
Primary somatosensory area/ trunk,SSp-tr,361,right,all,10433,113.169,406.033,10433,113.169,406.033
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,527,117.77,402.438,527,117.77,402.438
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,1467,100.164,359.804,1467,100.164,359.804
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,4072,100.988,391.939,4072,100.988,391.939
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,3223,90.6793,367.033,3223,90.6793,367.033
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1593,116.067,445.65,1593,116.067,445.65
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,1177,130.304,440.127,1177,130.304,440.127
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3440,158.892,510.148,3440,158.892,510.148
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2600,156.329,480.545,2600,156.329,480.545
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,2126,105.092,431.897,2126,105.092,431.897
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1575,90.3484,379.156,1575,90.3484,379.156
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,384,104.563,444.362,384,104.563,444.362
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,391,100.693,411.115,391,100.693,411.115
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,11610,114.218,466.577,11610,114.218,466.577
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,9499,109.057,416.317,9499,109.057,416.317
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1528,112.05,401.34,1528,112.05,401.34
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,1166,97.3953,342.515,1166,97.3953,342.515
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,3097,104.821,452.014,3097,104.821,452.014
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,2539,107.857,419.683,2539,107.857,419.683
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1924,128.657,521.107,1924,128.657,521.107
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1413,121.508,454.681,1413,121.508,454.681
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2721,138.149,526.293,2721,138.149,526.293
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,2063,132.577,469.987,2063,132.577,469.987
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2246,88.6989,414.59,2246,88.6989,414.59
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2254,87.7203,379.104,2254,87.7203,379.104
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,94,80.5032,404.34,94,80.5032,404.34
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,64,87.6055,360.969,64,87.6055,360.969
Supplemental somatosensory area,SSs,378,left,all,104339,119.609,473.16,104339,119.609,473.16
Supplemental somatosensory area,SSs,378,right,all,75918,107.588,398.81,75918,107.588,398.81
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,10329,125.652,397.298,10329,125.652,397.298
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,8553,103.371,339.444,8553,103.371,339.444
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,25181,107.067,457.467,25181,107.067,457.467
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,18125,91.8492,383.786,18125,91.8492,383.786
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,14635,131.624,523.716,14635,131.624,523.716
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,9872,123.024,427.716,9872,123.024,427.716
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,29042,134.711,512.027,29042,134.711,512.027
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,18366,119.09,426.252,18366,119.09,426.252
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,23528,106.576,446.636,23528,106.576,446.636
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,19851,105.978,398.805,19851,105.978,398.805
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1624,86.1206,432.642,1624,86.1206,432.642
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1151,98.61,390.834,1151,98.61,390.834
Gustatory areas,GU,1057,left,all,21496,111.716,450.247,21496,111.716,450.247
Gustatory areas,GU,1057,right,all,15217,113.626,391.96,15217,113.626,391.96
Gustatory areas/ layer 1,GU1,36,left,all,1648,160.905,445.32,1648,160.905,445.32
Gustatory areas/ layer 1,GU1,36,right,all,846,108.349,362.117,846,108.349,362.117
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4097,99.8224,426.699,4097,99.8224,426.699
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3619,112.201,376.944,3619,112.201,376.944
Gustatory areas/ layer 4,GU4,148,left,all,1740,103.202,434.945,1740,103.202,434.945
Gustatory areas/ layer 4,GU4,148,right,all,1304,108.888,375.275,1304,108.888,375.275
Gustatory areas/ layer 5,GU5,187,left,all,7779,115.836,457.455,7779,115.836,457.455
Gustatory areas/ layer 5,GU5,187,right,all,5268,121.907,409.384,5268,121.907,409.384
Gustatory areas/ layer 6a,GU6a,638,left,all,5787,104.215,458.038,5787,104.215,458.038
Gustatory areas/ layer 6a,GU6a,638,right,all,3917,107.439,393.786,3917,107.439,393.786
Gustatory areas/ layer 6b,GU6b,662,left,all,445,97.8521,517.782,445,97.8521,517.782
Gustatory areas/ layer 6b,GU6b,662,right,all,263,99.9384,401.114,263,99.9384,401.114
Visceral area,VISC,677,left,all,22727,110.723,391.274,22727,110.723,391.274
Visceral area,VISC,677,right,all,17882,104.717,354.799,17882,104.717,354.799
Visceral area/ layer 1,VISC1,897,left,all,2296,115.518,365.11,2296,115.518,365.11
Visceral area/ layer 1,VISC1,897,right,all,1957,116.603,355.82,1957,116.603,355.82
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5115,101.281,379.879,5115,101.281,379.879
Visceral area/ layer 2/3,VISC2/3,1106,right,all,4917,101.697,349.211,4917,101.697,349.211
Visceral area/ layer 4,VISC4,1010,left,all,1807,116.72,416.834,1807,116.72,416.834
Visceral area/ layer 4,VISC4,1010,right,all,1332,112.911,365.106,1332,112.911,365.106
Visceral area/ layer 5,VISC5,1058,left,all,7103,116.461,401.134,7103,116.461,401.134
Visceral area/ layer 5,VISC5,1058,right,all,5159,109.928,364.509,5159,109.928,364.509
Visceral area/ layer 6a,VISC6a,857,left,all,5874,107.478,390.34,5874,107.478,390.34
Visceral area/ layer 6a,VISC6a,857,right,all,4223,94.4238,347.023,4223,94.4238,347.023
Visceral area/ layer 6b,VISC6b,849,left,all,532,119.646,405.607,532,119.646,405.607
Visceral area/ layer 6b,VISC6b,849,right,all,294,95.3933,336.044,294,95.3933,336.044
Auditory areas,AUD,247,left,all,82002,133.913,470.784,82002,133.913,470.784
Auditory areas,AUD,247,right,all,56547,111.884,398.08,56547,111.884,398.08
Dorsal auditory area,AUDd,1011,left,all,15456,131.489,472.416,15456,131.489,472.416
Dorsal auditory area,AUDd,1011,right,all,11938,116.117,420.022,11938,116.117,420.022
Dorsal auditory area/ layer 1,AUDd1,527,left,all,1806,122.118,403.158,1806,122.118,403.158
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1597,102.758,348.279,1597,102.758,348.279
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,4188,104.821,434.114,4188,104.821,434.114
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,3679,100.017,401.276,3679,100.017,401.276
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1914,139.632,505.931,1914,139.632,505.931
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1393,144.294,468.534,1393,144.294,468.534
Dorsal auditory area/ layer 5,AUDd5,252,left,all,4910,164.18,523.878,4910,164.18,523.878
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3358,130.331,458.323,3358,130.331,458.323
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,2412,116.973,462.838,2412,116.973,462.838
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1829,114.061,414.889,1829,114.061,414.889
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,226,76.2797,435.951,226,76.2797,435.951
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,82,83.7657,380.232,82,83.7657,380.232
Primary auditory area,AUDp,1002,left,all,32594,138.429,489.357,32594,138.429,489.357
Primary auditory area,AUDp,1002,right,all,21093,113.959,408.986,21093,113.959,408.986
Primary auditory area/ layer 1,AUDp1,735,left,all,4058,127.838,399.324,4058,127.838,399.324
Primary auditory area/ layer 1,AUDp1,735,right,all,3283,103.154,346.825,3283,103.154,346.825
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,7445,106.809,452.376,7445,106.809,452.376
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,5411,96.2934,397.017,5411,96.2934,397.017
Primary auditory area/ layer 4,AUDp4,816,left,all,4208,138.111,537.973,4208,138.111,537.973
Primary auditory area/ layer 4,AUDp4,816,right,all,2707,135.197,454.488,2707,135.197,454.488
Primary auditory area/ layer 5,AUDp5,847,left,all,11672,169.007,536.002,11672,169.007,536.002
Primary auditory area/ layer 5,AUDp5,847,right,all,6771,129.658,437.568,6771,129.658,437.568
Primary auditory area/ layer 6a,AUDp6a,954,left,all,4588,127.015,469.708,4588,127.015,469.708
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2743,104.462,394.82,2743,104.462,394.82
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,623,98.5861,460.185,623,98.5861,460.185
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,178,76.4838,358.32,178,76.4838,358.32
Posterior auditory area,AUDpo,1027,left,all,8128,120.761,437.654,8128,120.761,437.654
Posterior auditory area,AUDpo,1027,right,all,6503,108.581,378.402,6503,108.581,378.402
Posterior auditory area/ layer 1,AUDpo1,696,left,all,883,104.855,376.172,883,104.855,376.172
Posterior auditory area/ layer 1,AUDpo1,696,right,all,911,88.9754,311.771,911,88.9754,311.771
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,2140,98.6947,408.938,2140,98.6947,408.938
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1824,96.9422,365.753,1824,96.9422,365.753
Posterior auditory area/ layer 4,AUDpo4,759,left,all,1130,135.99,464.727,1130,135.99,464.727
Posterior auditory area/ layer 4,AUDpo4,759,right,all,924,138.034,418.055,924,138.034,418.055
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2601,145.043,469.301,2601,145.043,469.301
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1824,119.488,402.937,1824,119.488,402.937
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,1190,105.367,434.492,1190,105.367,434.492
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,934,102.55,378.487,934,102.55,378.487
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,184,116.53,473.511,184,116.53,473.511
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,86,80.8315,405.174,86,80.8315,405.174
Ventral auditory area,AUDv,1018,left,all,25824,133.803,456.793,25824,133.803,456.793
Ventral auditory area,AUDv,1018,right,all,17013,107.604,376.684,17013,107.604,376.684
Ventral auditory area/ layer 1,AUDv1,959,left,all,2601,129.206,386.605,2601,129.206,386.605
Ventral auditory area/ layer 1,AUDv1,959,right,all,1833,127.948,356.112,1833,127.948,356.112
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,5890,111.133,421.004,5890,111.133,421.004
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,3953,89.3425,345.059,3953,89.3425,345.059
Ventral auditory area/ layer 4,AUDv4,990,left,all,3377,141.443,490.805,3377,141.443,490.805
Ventral auditory area/ layer 4,AUDv4,990,right,all,2215,110.427,380.977,2215,110.427,380.977
Ventral auditory area/ layer 5,AUDv5,1023,left,all,8963,156.821,493.393,8963,156.821,493.393
Ventral auditory area/ layer 5,AUDv5,1023,right,all,6327,115.038,396.421,6327,115.038,396.421
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,4222,120.229,448.589,4222,120.229,448.589
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2462,103.312,388.6,2462,103.312,388.6
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,771,95.7862,437.445,771,95.7862,437.445
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,223,72.4993,372.202,223,72.4993,372.202
Visual areas,VIS,669,left,all,151531,114.659,436.431,151531,114.659,436.431
Visual areas,VIS,669,right,all,105241,103.965,375.657,105241,103.965,375.657
Anterolateral visual area,VISal,402,left,all,9359,128.813,465.652,9359,128.813,465.652
Anterolateral visual area,VISal,402,right,all,7406,113.207,388.229,7406,113.207,388.229
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1052,119.829,425.716,1052,119.829,425.716
Anterolateral visual area/ layer 1,VISal1,1074,right,all,829,91.0077,316.613,829,91.0077,316.613
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,2725,102.953,421.575,2725,102.953,421.575
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,2125,96.7121,363.577,2125,96.7121,363.577
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1428,141.907,484.151,1428,141.907,484.151
Anterolateral visual area/ layer 4,VISal4,1114,right,all,1152,151.144,441.266,1152,151.144,441.266
Anterolateral visual area/ layer 5,VISal5,233,left,all,2618,164.658,517.015,2618,164.658,517.015
Anterolateral visual area/ layer 5,VISal5,233,right,all,1851,133.788,426.249,1851,133.788,426.249
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1476,108.142,465.704,1476,108.142,465.704
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,1207,95.485,368.983,1207,95.485,368.983
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,60,93.5817,484.933,60,93.5817,484.933
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,242,84.4648,402.748,242,84.4648,402.748
Anteromedial visual area,VISam,394,left,all,9783,127.056,460.613,9783,127.056,460.613
