Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,646,200.495,723.048,646,200.495,723.048
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,1421,213.267,748.728,1421,213.267,748.728
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1866,210.651,647.078,1866,210.651,647.078
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,896,244.061,828.669,896,244.061,828.669
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1251,230.923,698.407,1251,230.923,698.407
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,3721,276.047,861.049,3721,276.047,861.049
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3307,327.155,795.839,3307,327.155,795.839
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,2729,186.897,767.783,2729,186.897,767.783
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,1981,185.34,646.661,1981,185.34,646.661
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,584,166.914,962.83,584,166.914,962.83
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,532,162.869,843.955,532,162.869,843.955
Primary somatosensory area/ mouth,SSp-m,345,left,all,68247,329.338,1135.47,68247,329.338,1135.47
Primary somatosensory area/ mouth,SSp-m,345,right,all,40765,279.276,922.698,40765,279.276,922.698
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,9658,720.586,1815.93,9658,720.586,1815.93
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,8468,414.954,1109.31,8468,414.954,1109.31
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,13695,242.744,1017.58,13695,242.744,1017.58
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,7497,223.694,845.905,7497,223.694,845.905
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,12996,297.067,1094,12996,297.067,1094
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,5488,258.112,972.296,5488,258.112,972.296
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,16636,292.523,1059.54,16636,292.523,1059.54
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,9760,276.819,935.972,9760,276.819,935.972
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,14394,227.845,922.309,14394,227.845,922.309
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,8883,217,781.213,8883,217,781.213
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,868,214.119,1035.22,868,214.119,1035.22
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,669,221.116,699.229,669,221.116,699.229
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,28527,251.315,953.736,28527,251.315,953.736
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,17742,241.553,772.751,17742,241.553,772.751
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,3831,265.675,1007.98,3831,265.675,1007.98
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,2368,244.426,873.615,2368,244.426,873.615
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,5635,231.465,928.542,5635,231.465,928.542
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,3416,212.711,725.123,3416,212.711,725.123
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,4287,261.479,1037.31,4287,261.479,1037.31
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,2475,235.204,784.882,2475,235.204,784.882
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,7649,298.623,996.196,7649,298.623,996.196
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5159,304.858,839.538,5159,304.858,839.538
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,6477,203.338,840.196,6477,203.338,840.196
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,3817,194.216,669.156,3817,194.216,669.156
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,648,192.937,932.914,648,192.937,932.914
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,507,165.689,663.679,507,165.689,663.679
Primary somatosensory area/ trunk,SSp-tr,361,left,all,9625,252.256,906.915,9625,252.256,906.915
Primary somatosensory area/ trunk,SSp-tr,361,right,all,7350,234.624,759.947,7350,234.624,759.947
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,837,268.19,1046.7,837,268.19,1046.7
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,1185,236.285,872.43,1185,236.285,872.43
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,1484,218.169,806.817,1484,218.169,806.817
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,873,203.096,631.725,873,203.096,631.725
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1003,244.355,908.833,1003,244.355,908.833
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,688,237.16,695.465,688,237.16,695.465
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3633,296.693,929.471,3633,296.693,929.471
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2650,272.835,770.307,2650,272.835,770.307
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1958,214.397,834.512,1958,214.397,834.512
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1406,201.79,713.102,1406,201.79,713.102
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,710,192.908,1032.89,710,192.908,1032.89
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,548,177.543,872.029,548,177.543,872.029
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,10024,247.207,939.903,10024,247.207,939.903
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,5419,233.008,743.163,5419,233.008,743.163
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1472,242.989,961.992,1472,242.989,961.992
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,698,238.628,840.871,698,238.628,840.871
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,2231,247.651,927.52,2231,247.651,927.52
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1098,216.195,709.713,1098,216.195,709.713
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1349,263.736,1025.77,1349,263.736,1025.77
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,791,240.67,758.609,791,240.67,758.609
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2642,280.337,982.829,2642,280.337,982.829
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1546,267.035,783.675,1546,267.035,783.675
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2039,205.591,830.974,2039,205.591,830.974
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1103,197.945,657.689,1103,197.945,657.689
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,291,179.335,898.567,291,179.335,898.567
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,183,203.216,677.344,183,203.216,677.344
Supplemental somatosensory area,SSs,378,left,all,76081,322.708,973.148,76081,322.708,973.148
Supplemental somatosensory area,SSs,378,right,all,53284,306.913,880.424,53284,306.913,880.424
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,12815,715.232,1633.08,12815,715.232,1633.08
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,13259,531.754,1210.74,13259,531.754,1210.74
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,12814,222.493,845.919,12814,222.493,845.919
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,8392,210.753,752.288,8392,210.753,752.288
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,9993,257.151,878.074,9993,257.151,878.074
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,5806,238.979,830.346,5806,238.979,830.346
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,19069,263.319,850.337,19069,263.319,850.337
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,13884,259.286,813.566,13884,259.286,813.566
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,19149,234.95,798.938,19149,234.95,798.938
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,10339,211.368,703.582,10339,211.368,703.582
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,2241,198.671,884.475,2241,198.671,884.475
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1604,225.431,720.203,1604,225.431,720.203
Gustatory areas,GU,1057,left,all,13914,405.802,1061.47,13914,405.802,1061.47
Gustatory areas,GU,1057,right,all,11381,364.829,944.313,11381,364.829,944.313
Gustatory areas/ layer 1,GU1,36,left,all,2181,1224.99,2571.84,2181,1224.99,2571.84
Gustatory areas/ layer 1,GU1,36,right,all,2617,811.004,1628.56,2617,811.004,1628.56
Gustatory areas/ layer 2/3,GU2/3,180,left,all,2356,215.561,748.924,2356,215.561,748.924
Gustatory areas/ layer 2/3,GU2/3,180,right,all,1800,216.893,756.554,1800,216.893,756.554
Gustatory areas/ layer 4,GU4,148,left,all,1005,268.306,749.189,1005,268.306,749.189
Gustatory areas/ layer 4,GU4,148,right,all,819,242.403,799.26,819,242.403,799.26
Gustatory areas/ layer 5,GU5,187,left,all,4776,272.06,795.208,4776,272.06,795.208
Gustatory areas/ layer 5,GU5,187,right,all,3294,249.847,765.504,3294,249.847,765.504
Gustatory areas/ layer 6a,GU6a,638,left,all,3375,252.305,789.432,3375,252.305,789.432
Gustatory areas/ layer 6a,GU6a,638,right,all,2614,216.108,680.862,2614,216.108,680.862
Gustatory areas/ layer 6b,GU6b,662,left,all,221,209.192,816.33,221,209.192,816.33
Gustatory areas/ layer 6b,GU6b,662,right,all,237,223.11,706.958,237,223.11,706.958
Visceral area,VISC,677,left,all,15282,364.567,942.155,15282,364.567,942.155
Visceral area,VISC,677,right,all,14100,349.072,860.563,14100,349.072,860.563
Visceral area/ layer 1,VISC1,897,left,all,3098,830.718,1937.68,3098,830.718,1937.68
Visceral area/ layer 1,VISC1,897,right,all,3830,659.077,1358.87,3830,659.077,1358.87
Visceral area/ layer 2/3,VISC2/3,1106,left,all,2499,229.815,651.232,2499,229.815,651.232
Visceral area/ layer 2/3,VISC2/3,1106,right,all,1736,204.74,635.354,1736,204.74,635.354
Visceral area/ layer 4,VISC4,1010,left,all,1082,256.834,679.03,1082,256.834,679.03
Visceral area/ layer 4,VISC4,1010,right,all,902,240.95,708.975,902,240.95,708.975
Visceral area/ layer 5,VISC5,1058,left,all,4627,260.705,699.836,4627,260.705,699.836
Visceral area/ layer 5,VISC5,1058,right,all,3819,246.352,687.555,3819,246.352,687.555
Visceral area/ layer 6a,VISC6a,857,left,all,3733,235.829,699.102,3733,235.829,699.102
Visceral area/ layer 6a,VISC6a,857,right,all,3495,234.153,671.205,3495,234.153,671.205
Visceral area/ layer 6b,VISC6b,849,left,all,243,242.421,761.539,243,242.421,761.539
Visceral area/ layer 6b,VISC6b,849,right,all,318,206.582,677.286,318,206.582,677.286
Auditory areas,AUD,247,left,all,55607,364.354,1019.92,55607,364.354,1019.92
Auditory areas,AUD,247,right,all,41635,312.63,851.966,41635,312.63,851.966
Dorsal auditory area,AUDd,1011,left,all,13824,341.622,1070.95,13824,341.622,1070.95
Dorsal auditory area,AUDd,1011,right,all,9064,286.343,879.536,9064,286.343,879.536
Dorsal auditory area/ layer 1,AUDd1,527,left,all,2577,715.929,1810.56,2577,715.929,1810.56
Dorsal auditory area/ layer 1,AUDd1,527,right,all,2127,428.85,1209.48,2127,428.85,1209.48
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2605,230.394,892.807,2605,230.394,892.807
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1329,215.676,751.013,1329,215.676,751.013
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1775,271.289,950.847,1775,271.289,950.847
Dorsal auditory area/ layer 4,AUDd4,678,right,all,997,236.502,809.78,997,236.502,809.78
Dorsal auditory area/ layer 5,AUDd5,252,left,all,4035,289.768,921.491,4035,289.768,921.491
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2849,274.735,809.894,2849,274.735,809.894
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,2355,226.837,840.775,2355,226.837,840.775
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1313,220.508,709.361,1313,220.508,709.361
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,477,193.937,895.566,477,193.937,895.566
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,449,197.268,791.394,449,197.268,791.394
Primary auditory area,AUDp,1002,left,all,20550,388.805,1047.86,20550,388.805,1047.86
Primary auditory area,AUDp,1002,right,all,15890,327.577,880.595,15890,327.577,880.595
Primary auditory area/ layer 1,AUDp1,735,left,all,4720,901.844,1998.22,4720,901.844,1998.22
Primary auditory area/ layer 1,AUDp1,735,right,all,4035,621.61,1361.24,4035,621.61,1361.24
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,3482,210.612,742.499,3482,210.612,742.499
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,1869,202.845,676.927,1869,202.845,676.927
Primary auditory area/ layer 4,AUDp4,816,left,all,2450,269.358,780.486,2450,269.358,780.486
Primary auditory area/ layer 4,AUDp4,816,right,all,1462,227.66,754.741,1462,227.66,754.741
Primary auditory area/ layer 5,AUDp5,847,left,all,6472,253.24,777.196,6472,253.24,777.196
Primary auditory area/ layer 5,AUDp5,847,right,all,5322,246.5,735.303,5322,246.5,735.303
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2749,214.103,752.331,2749,214.103,752.331
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2524,216.469,682.35,2524,216.469,682.35
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,677,166.057,747.592,677,166.057,747.592
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,678,187.023,731.437,678,187.023,731.437
Posterior auditory area,AUDpo,1027,left,all,5897,327.152,933.267,5897,327.152,933.267
Posterior auditory area,AUDpo,1027,right,all,4934,258.736,738.092,4934,258.736,738.092
Posterior auditory area/ layer 1,AUDpo1,696,left,all,1311,684.743,1718.17,1311,684.743,1718.17
Posterior auditory area/ layer 1,AUDpo1,696,right,all,941,413.341,1098.51,941,413.341,1098.51
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,838,212.738,711.647,838,212.738,711.647
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,587,203.457,625.276,587,203.457,625.276
Posterior auditory area/ layer 4,AUDpo4,759,left,all,745,236.134,724.566,745,236.134,724.566
Posterior auditory area/ layer 4,AUDpo4,759,right,all,607,223.156,634.259,607,223.156,634.259
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1940,237.343,709.246,1940,237.343,709.246
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1785,234.47,650.081,1785,234.47,650.081
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,963,206.964,691.877,963,206.964,691.877
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,910,210.485,676.234,910,210.485,676.234
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,100,175.695,725.82,100,175.695,725.82
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,104,218.242,771.663,104,218.242,771.663
Ventral auditory area,AUDv,1018,left,all,15336,366.387,969.806,15336,366.387,969.806
Ventral auditory area,AUDv,1018,right,all,11747,335.332,839.798,11747,335.332,839.798
Ventral auditory area/ layer 1,AUDv1,959,left,all,2927,911.659,1955.1,2927,911.659,1955.1
Ventral auditory area/ layer 1,AUDv1,959,right,all,3092,679.107,1347.82,3092,679.107,1347.82
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,2415,211.735,690.529,2415,211.735,690.529
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,1352,199.81,595.246,1352,199.81,595.246
Ventral auditory area/ layer 4,AUDv4,990,left,all,1891,279.104,743.37,1891,279.104,743.37
Ventral auditory area/ layer 4,AUDv4,990,right,all,740,208.757,650.858,740,208.757,650.858
Ventral auditory area/ layer 5,AUDv5,1023,left,all,5139,246.465,740.445,5139,246.465,740.445
Ventral auditory area/ layer 5,AUDv5,1023,right,all,3711,223.247,655.202,3711,223.247,655.202
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2437,224.559,766.784,2437,224.559,766.784
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2097,216.133,682.237,2097,216.133,682.237
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,527,185.067,765.135,527,185.067,765.135
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,755,176.196,727.331,755,176.196,727.331
Visual areas,VIS,669,left,all,108034,309.054,927.2,108034,309.054,927.2
Visual areas,VIS,669,right,all,61226,259.004,752.628,61226,259.004,752.628
Anterolateral visual area,VISal,402,left,all,8295,310.328,903.545,8295,310.328,903.545
Anterolateral visual area,VISal,402,right,all,4976,240.088,771.432,4976,240.088,771.432
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1471,634.766,1613.2,1471,634.766,1613.2
Anterolateral visual area/ layer 1,VISal1,1074,right,all,1068,317.326,1078.23,1068,317.326,1078.23
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1182,205.603,723.13,1182,205.603,723.13
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,586,195.101,656.522,586,195.101,656.522
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1113,250.07,762.801,1113,250.07,762.801
Anterolateral visual area/ layer 4,VISal4,1114,right,all,542,217.446,692.079,542,217.446,692.079
Anterolateral visual area/ layer 5,VISal5,233,left,all,2695,268.457,765.013,2695,268.457,765.013
Anterolateral visual area/ layer 5,VISal5,233,right,all,1679,238.591,706.459,1679,238.591,706.459
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1611,218.355,726.718,1611,218.355,726.718
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,784,200.083,644.574,784,200.083,644.574
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,223,196.473,832.726,223,196.473,832.726
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,317,208.609,743.773,317,208.609,743.773
Anteromedial visual area,VISam,394,left,all,4351,231.171,873.806,4351,231.171,873.806
Anteromedial visual area,VISam,394,right,all,3201,228.771,723.909,3201,228.771,723.909
