Region,,,,Experiment,Marker 1,,,Total,,
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,6918,109.423,692.939,6918,109.423,692.939
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,2081,105.531,765.189,2081,105.531,765.189
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1620,87.1986,584.486,1620,87.1986,584.486
Gustatory areas,GU,1057,left,all,6419,151.874,815.774,6419,151.874,815.774
Gustatory areas,GU,1057,right,all,4381,101.611,630.181,4381,101.611,630.181
Gustatory areas/ layer 1,GU1,36,left,all,640,188.637,660.258,640,188.637,660.258
Gustatory areas/ layer 1,GU1,36,right,all,281,96.9007,545.021,281,96.9007,545.021
Gustatory areas/ layer 2/3,GU2/3,180,left,all,1034,119.695,737.335,1034,119.695,737.335
Gustatory areas/ layer 2/3,GU2/3,180,right,all,829,103.386,609.098,829,103.386,609.098
Gustatory areas/ layer 4,GU4,148,left,all,419,118.166,804.8,419,118.166,804.8
Gustatory areas/ layer 4,GU4,148,right,all,331,100.381,645.634,331,100.381,645.634
Gustatory areas/ layer 5,GU5,187,left,all,1986,147.49,825.641,1986,147.49,825.641
Gustatory areas/ layer 5,GU5,187,right,all,1377,100.326,651.255,1377,100.326,651.255
Gustatory areas/ layer 6a,GU6a,638,left,all,2111,168.606,890.503,2111,168.606,890.503
Gustatory areas/ layer 6a,GU6a,638,right,all,1353,105.541,639.973,1353,105.541,639.973
Gustatory areas/ layer 6b,GU6b,662,left,all,229,139.877,850.21,229,139.877,850.21
Gustatory areas/ layer 6b,GU6b,662,right,all,210,85.9481,601.733,210,85.9481,601.733
Visceral area,VISC,677,left,all,10716,163.073,756.161,10716,163.073,756.161
Visceral area,VISC,677,right,all,6867,120.427,681.13,6867,120.427,681.13
Visceral area/ layer 1,VISC1,897,left,all,848,151.217,649.94,848,151.217,649.94
Visceral area/ layer 1,VISC1,897,right,all,682,147.673,623.229,682,147.673,623.229
Visceral area/ layer 2/3,VISC2/3,1106,left,all,2281,122.388,676.223,2281,122.388,676.223
Visceral area/ layer 2/3,VISC2/3,1106,right,all,1326,97.5259,640.468,1326,97.5259,640.468
Visceral area/ layer 4,VISC4,1010,left,all,676,133.977,758.519,676,133.977,758.519
Visceral area/ layer 4,VISC4,1010,right,all,522,108.886,699.989,522,108.886,699.989
Visceral area/ layer 5,VISC5,1058,left,all,3682,192.048,797.414,3682,192.048,797.414
Visceral area/ layer 5,VISC5,1058,right,all,2157,123.67,706.826,2157,123.67,706.826
Visceral area/ layer 6a,VISC6a,857,left,all,2929,169.036,791.489,2929,169.036,791.489
Visceral area/ layer 6a,VISC6a,857,right,all,2005,126.704,697.104,2005,126.704,697.104
Visceral area/ layer 6b,VISC6b,849,left,all,300,157.666,807.67,300,157.666,807.67
Visceral area/ layer 6b,VISC6b,849,right,all,175,110.295,658.914,175,110.295,658.914
Auditory areas,AUD,247,left,all,24700,137.837,820.504,24700,137.837,820.504
Auditory areas,AUD,247,right,all,18244,104.273,631.56,18244,104.273,631.56
Dorsal auditory area,AUDd,1011,left,all,4700,128.329,824.807,4700,128.329,824.807
Dorsal auditory area,AUDd,1011,right,all,3211,97.0446,600.096,3211,97.0446,600.096
Dorsal auditory area/ layer 1,AUDd1,527,left,all,386,124.009,672.57,386,124.009,672.57
Dorsal auditory area/ layer 1,AUDd1,527,right,all,341,82.8804,524.05,341,82.8804,524.05
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,1140,117.547,803.731,1140,117.547,803.731
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,670,94.3486,608.378,670,94.3486,608.378
Dorsal auditory area/ layer 4,AUDd4,678,left,all,557,137.03,908.005,557,137.03,908.005
Dorsal auditory area/ layer 4,AUDd4,678,right,all,346,103.945,643.581,346,103.945,643.581
Dorsal auditory area/ layer 5,AUDd5,252,left,all,1247,148.869,899.484,1247,148.869,899.484
Dorsal auditory area/ layer 5,AUDd5,252,right,all,893,114.279,655.382,893,114.279,655.382
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,984,121.994,776.731,984,121.994,776.731
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,709,87.5238,562.048,709,87.5238,562.048
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,386,101.731,800.536,386,101.731,800.536
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,252,79.617,532.409,252,79.617,532.409
Primary auditory area,AUDp,1002,left,all,9475,142.967,849.099,9475,142.967,849.099
Primary auditory area,AUDp,1002,right,all,6628,108.562,661.222,6628,108.562,661.222
Primary auditory area/ layer 1,AUDp1,735,left,all,996,175.991,756.022,996,175.991,756.022
Primary auditory area/ layer 1,AUDp1,735,right,all,701,91.5246,547.658,701,91.5246,547.658
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,1958,120.155,782.927,1958,120.155,782.927
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,1170,100.482,655.823,1170,100.482,655.823
Primary auditory area/ layer 4,AUDp4,816,left,all,987,135.818,916.838,987,135.818,916.838
Primary auditory area/ layer 4,AUDp4,816,right,all,781,115.819,721.045,781,115.819,721.045
Primary auditory area/ layer 5,AUDp5,847,left,all,3071,158.431,912.524,3071,158.431,912.524
Primary auditory area/ layer 5,AUDp5,847,right,all,2111,123.758,710.544,2111,123.758,710.544
Primary auditory area/ layer 6a,AUDp6a,954,left,all,1646,139.597,832.008,1646,139.597,832.008
Primary auditory area/ layer 6a,AUDp6a,954,right,all,1423,106.582,639.082,1423,106.582,639.082
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,817,114.68,835.348,817,114.68,835.348
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,442,77.9416,585.631,442,77.9416,585.631
Posterior auditory area,AUDpo,1027,left,all,2749,150.7,841.581,2749,150.7,841.581
Posterior auditory area,AUDpo,1027,right,all,2116,110.608,664.441,2116,110.608,664.441
Posterior auditory area/ layer 1,AUDpo1,696,left,all,331,196.635,782.864,331,196.635,782.864
Posterior auditory area/ layer 1,AUDpo1,696,right,all,164,89.127,539.97,164,89.127,539.97
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,592,108.361,739.135,592,108.361,739.135
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,430,95.4656,606.009,430,95.4656,606.009
Posterior auditory area/ layer 4,AUDpo4,759,left,all,282,115.836,770.255,282,115.836,770.255
Posterior auditory area/ layer 4,AUDpo4,759,right,all,270,130.133,701.407,270,130.133,701.407
Posterior auditory area/ layer 5,AUDpo5,791,left,all,895,169.684,894.034,895,169.684,894.034
Posterior auditory area/ layer 5,AUDpo5,791,right,all,687,124.128,712.951,687,124.128,712.951
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,496,164.959,915.19,496,164.959,915.19
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,427,105.706,668.377,427,105.706,668.377
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,153,122.134,951,153,122.134,951
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,138,92.9859,668.442,138,92.9859,668.442
Ventral auditory area,AUDv,1018,left,all,7776,132.785,775.608,7776,132.785,775.608
Ventral auditory area,AUDv,1018,right,all,6289,101.311,605.3,6289,101.311,605.3
Ventral auditory area/ layer 1,AUDv1,959,left,all,606,180.739,724.434,606,180.739,724.434
Ventral auditory area/ layer 1,AUDv1,959,right,all,581,90.1217,512.943,581,90.1217,512.943
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,1494,113.974,701.164,1494,113.974,701.164
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,1019,91.9233,576.756,1019,91.9233,576.756
Ventral auditory area/ layer 4,AUDv4,990,left,all,820,133.029,797.112,820,133.029,797.112
Ventral auditory area/ layer 4,AUDv4,990,right,all,723,114.824,654.553,723,114.824,654.553
Ventral auditory area/ layer 5,AUDv5,1023,left,all,2498,143.221,823.983,2498,143.221,823.983
Ventral auditory area/ layer 5,AUDv5,1023,right,all,2018,112.815,646.833,2018,112.815,646.833
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,1517,127.16,780.045,1517,127.16,780.045
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,1451,97.8545,596.43,1451,97.8545,596.43
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,841,110.56,772.075,841,110.56,772.075
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,497,77.3631,557.394,497,77.3631,557.394
Visual areas,VIS,669,left,all,57405,140.893,791.602,57405,140.893,791.602
Visual areas,VIS,669,right,all,34481,105.674,656.407,34481,105.674,656.407
Anterolateral visual area,VISal,402,left,all,3247,149.541,857.744,3247,149.541,857.744
Anterolateral visual area,VISal,402,right,all,2094,108.071,666.598,2094,108.071,666.598
Anterolateral visual area/ layer 1,VISal1,1074,left,all,329,191.28,790.109,329,191.28,790.109
Anterolateral visual area/ layer 1,VISal1,1074,right,all,164,97.0184,569.841,164,97.0184,569.841
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,750,116.393,776.252,750,116.393,776.252
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,529,91.6125,616.739,529,91.6125,616.739
Anterolateral visual area/ layer 4,VISal4,1114,left,all,412,127.881,854.42,412,127.881,854.42
Anterolateral visual area/ layer 4,VISal4,1114,right,all,332,109.064,694.584,332,109.064,694.584
Anterolateral visual area/ layer 5,VISal5,233,left,all,940,182.894,945.615,940,182.894,945.615
Anterolateral visual area/ layer 5,VISal5,233,right,all,603,129.742,740.755,603,129.742,740.755
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,555,140.975,840.586,555,140.975,840.586
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,362,100.76,636.92,362,100.76,636.92
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,261,124.458,902.437,261,124.458,902.437
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,104,105.834,656.788,104,105.834,656.788
Anteromedial visual area,VISam,394,left,all,2405,117.137,706.442,2405,117.137,706.442
Anteromedial visual area,VISam,394,right,all,1717,89.2635,582.846,1717,89.2635,582.846
Anteromedial visual area/ layer 1,VISam1,281,left,all,75,104.998,558.04,75,104.998,558.04
Anteromedial visual area/ layer 1,VISam1,281,right,all,111,79.5371,492.829,111,79.5371,492.829
