Region,,,,Experiment,Marker 1,,,Total,,
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,1060,183.441,841.012,1060,183.441,841.012
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,711,187.939,752.287,711,187.939,752.287
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,20824,331.793,1270.81,20824,331.793,1270.81
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,14829,285.095,1020.59,14829,285.095,1020.59
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,2521,451.385,1354.97,2521,451.385,1354.97
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,2624,303.148,1014.9,2624,303.148,1014.9
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,5553,285.508,1168.32,5553,285.508,1168.32
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,3584,276.572,996.994,3584,276.572,996.994
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,3046,376.056,1464.12,3046,376.056,1464.12
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1805,298.051,1105.76,1805,298.051,1105.76
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,6318,368.559,1393.69,6318,368.559,1393.69
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,3741,334.93,1145.27,3741,334.93,1145.27
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,3194,210.152,977.893,3194,210.152,977.893
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,3009,211.6,852.544,3009,211.6,852.544
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,192,211.674,892.833,192,211.674,892.833
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,66,201.766,793.091,66,201.766,793.091
Primary somatosensory area/ mouth,SSp-m,345,left,all,74020,300.647,1257.64,74020,300.647,1257.64
Primary somatosensory area/ mouth,SSp-m,345,right,all,43701,254.029,992.658,43701,254.029,992.658
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,8299,405.503,1156.83,8299,405.503,1156.83
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,5275,235.935,775.175,5275,235.935,775.175
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,19542,255.782,1160.79,19542,255.782,1160.79
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,10835,231.507,979.72,10835,231.507,979.72
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,13199,321.307,1421.79,13199,321.307,1421.79
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,6640,289.397,1124.56,6640,289.397,1124.56
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,17234,338.854,1416.96,17234,338.854,1416.96
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,9094,309.777,1168.75,9094,309.777,1168.75
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,15041,244.174,1116.71,15041,244.174,1116.71
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,11403,219.439,896.548,11403,219.439,896.548
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,705,193.98,1167.98,705,193.98,1167.98
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,454,236.589,785.883,454,236.589,785.883
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,42251,343.984,1377.07,42251,343.984,1377.07
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,26777,280.261,1013.81,26777,280.261,1013.81
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,4574,497.193,1429.93,4574,497.193,1429.93
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,3819,303.209,982.496,3819,303.209,982.496
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,11009,303.838,1291.75,11009,303.838,1291.75
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,6532,272.317,1018.27,6532,272.317,1018.27
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,7608,379.829,1597.34,7608,379.829,1597.34
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,3700,286.792,1097.21,3700,286.792,1097.21
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,11328,386.993,1529.4,11328,386.993,1529.4
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5974,339.412,1180.21,5974,339.412,1180.21
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7253,214.659,1035.53,7253,214.659,1035.53
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6626,219.702,836.569,6626,219.702,836.569
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,479,175.416,903.745,479,175.416,903.745
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,126,184.83,713.77,126,184.83,713.77
Primary somatosensory area/ trunk,SSp-tr,361,left,all,13852,293.25,1075.79,13852,293.25,1075.79
Primary somatosensory area/ trunk,SSp-tr,361,right,all,10340,277.067,985.687,10340,277.067,985.687
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,1138,347.391,1088.54,1138,347.391,1088.54
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,1110,323.096,1000.35,1110,323.096,1000.35
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,4596,277.36,993.911,4596,277.36,993.911
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,3424,268.393,916.831,3424,268.393,916.831
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1835,357.317,1206.23,1835,357.317,1206.23
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,1375,306.583,1085.14,1375,306.583,1085.14
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,4328,294.56,1121.32,4328,294.56,1121.32
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2804,291.698,1060.18,2804,291.698,1060.18
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1850,236.075,1032.12,1850,236.075,1032.12
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1564,214.398,906.434,1564,214.398,906.434
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,105,235.777,1135.6,105,235.777,1135.6
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,63,197.86,951.27,63,197.86,951.27
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,12359,310.722,1209.45,12359,310.722,1209.45
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,7711,251.512,890.66,7711,251.512,890.66
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1780,450.405,1311,1780,450.405,1311
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,936,222.034,737.76,936,222.034,737.76
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,3222,257.54,1118.04,3222,257.54,1118.04
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1713,239.425,875.758,1713,239.425,875.758
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,2081,329.395,1330.92,2081,329.395,1330.92
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1254,278.207,976.454,1254,278.207,976.454
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2897,343.053,1342.34,2897,343.053,1342.34
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1771,310.069,1052.65,1771,310.069,1052.65
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2256,225.618,992.125,2256,225.618,992.125
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,1901,207.76,783.164,1901,207.76,783.164
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,123,165.907,935.626,123,165.907,935.626
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,136,209.546,732.676,136,209.546,732.676
Supplemental somatosensory area,SSs,378,left,all,91488,280.877,1049.31,91488,280.877,1049.31
Supplemental somatosensory area,SSs,378,right,all,61890,248.012,898.796,61890,248.012,898.796
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,11541,351.708,996.903,11541,351.708,996.903
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,7607,213.981,689.996,7607,213.981,689.996
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,21769,236.807,989.425,21769,236.807,989.425
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,14599,236.729,919.796,14599,236.729,919.796
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,12455,313.064,1159.02,12455,313.064,1159.02
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,8377,289.713,1016.01,8377,289.713,1016.01
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,24600,305.977,1141.68,24600,305.977,1141.68
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,15239,280.584,1007.41,15239,280.584,1007.41
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,20001,242.6,969.294,20001,242.6,969.294
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,14809,220.744,818.778,14809,220.744,818.778
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1122,182.066,933.866,1122,182.066,933.866
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1259,233.509,763.486,1259,233.509,763.486
Gustatory areas,GU,1057,left,all,16717,258.245,989.249,16717,258.245,989.249
Gustatory areas,GU,1057,right,all,12360,243.77,920.054,12360,243.77,920.054
Gustatory areas/ layer 1,GU1,36,left,all,1764,331.248,958.526,1764,331.248,958.526
Gustatory areas/ layer 1,GU1,36,right,all,735,215.982,731.299,735,215.982,731.299
Gustatory areas/ layer 2/3,GU2/3,180,left,all,3452,216.914,889.023,3452,216.914,889.023
Gustatory areas/ layer 2/3,GU2/3,180,right,all,2640,209.469,885.714,2640,209.469,885.714
Gustatory areas/ layer 4,GU4,148,left,all,1322,238.117,991.46,1322,238.117,991.46
Gustatory areas/ layer 4,GU4,148,right,all,1069,249.46,1015.85,1069,249.46,1015.85
Gustatory areas/ layer 5,GU5,187,left,all,5589,271.196,1045.33,5589,271.196,1045.33
Gustatory areas/ layer 5,GU5,187,right,all,4256,267.596,993.747,4256,267.596,993.747
Gustatory areas/ layer 6a,GU6a,638,left,all,4334,253.448,1009.3,4334,253.448,1009.3
Gustatory areas/ layer 6a,GU6a,638,right,all,3551,244.523,871.37,3551,244.523,871.37
Gustatory areas/ layer 6b,GU6b,662,left,all,256,214.982,977.137,256,214.982,977.137
Gustatory areas/ layer 6b,GU6b,662,right,all,109,251.296,793.587,109,251.296,793.587
Visceral area,VISC,677,left,all,18060,233.54,838.149,18060,233.54,838.149
Visceral area,VISC,677,right,all,14029,233.323,772.571,14029,233.323,772.571
Visceral area/ layer 1,VISC1,897,left,all,2142,258.601,813.224,2142,258.601,813.224
Visceral area/ layer 1,VISC1,897,right,all,1622,206.664,647.893,1622,206.664,647.893
Visceral area/ layer 2/3,VISC2/3,1106,left,all,3772,214.315,817.285,3772,214.315,817.285
Visceral area/ layer 2/3,VISC2/3,1106,right,all,3024,218.447,771.7,3024,218.447,771.7
Visceral area/ layer 4,VISC4,1010,left,all,1532,259.816,930.891,1532,259.816,930.891
Visceral area/ layer 4,VISC4,1010,right,all,1192,262.894,862.939,1192,262.894,862.939
Visceral area/ layer 5,VISC5,1058,left,all,5649,240.844,866.196,5649,240.844,866.196
Visceral area/ layer 5,VISC5,1058,right,all,4039,236.606,787.656,4039,236.606,787.656
Visceral area/ layer 6a,VISC6a,857,left,all,4617,221.358,803.444,4617,221.358,803.444
Visceral area/ layer 6a,VISC6a,857,right,all,3907,242.617,780.105,3907,242.617,780.105
Visceral area/ layer 6b,VISC6b,849,left,all,348,215.065,814.609,348,215.065,814.609
Visceral area/ layer 6b,VISC6b,849,right,all,245,247.214,800.224,245,247.214,800.224
Auditory areas,AUD,247,left,all,75078,326.742,1120.13,75078,326.742,1120.13
Auditory areas,AUD,247,right,all,55454,267.503,934.108,55454,267.503,934.108
Dorsal auditory area,AUDd,1011,left,all,15087,318.96,1090.22,15087,318.96,1090.22
Dorsal auditory area,AUDd,1011,right,all,11318,279.731,1006.24,11318,279.731,1006.24
Dorsal auditory area/ layer 1,AUDd1,527,left,all,2204,401.057,1119.31,2204,401.057,1119.31
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1302,257.65,812.225,1302,257.65,812.225
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,4544,264.84,993.301,4544,264.84,993.301
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,3208,262.689,1007.78,3208,262.689,1007.78
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1865,368.816,1184.15,1865,368.816,1184.15
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1435,323.141,1134.96,1435,323.141,1134.96
Dorsal auditory area/ layer 5,AUDd5,252,left,all,4491,346.65,1194.22,4491,346.65,1194.22
Dorsal auditory area/ layer 5,AUDd5,252,right,all,3354,307.645,1088.96,3354,307.645,1088.96
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1874,246.116,962.196,1874,246.116,962.196
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1946,246.269,904.794,1946,246.269,904.794
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,109,173.557,851.697,109,173.557,851.697
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,73,178.625,772.932,73,178.625,772.932
Primary auditory area,AUDp,1002,left,all,29307,352.28,1212.85,29307,352.28,1212.85
Primary auditory area,AUDp,1002,right,all,20460,271.739,967.647,20460,271.739,967.647
Primary auditory area/ layer 1,AUDp1,735,left,all,4511,466.785,1209.63,4511,466.785,1209.63
Primary auditory area/ layer 1,AUDp1,735,right,all,2578,229.09,733.067,2578,229.09,733.067
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,6774,297.419,1135.5,6774,297.419,1135.5
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,4889,248.821,961.919,4889,248.821,961.919
Primary auditory area/ layer 4,AUDp4,816,left,all,3652,389.271,1366.44,3652,389.271,1366.44
Primary auditory area/ layer 4,AUDp4,816,right,all,2881,314.449,1102.52,2881,314.449,1102.52
Primary auditory area/ layer 5,AUDp5,847,left,all,9976,370.602,1295.78,9976,370.602,1295.78
Primary auditory area/ layer 5,AUDp5,847,right,all,7067,300.507,1046.45,7067,300.507,1046.45
Primary auditory area/ layer 6a,AUDp6a,954,left,all,3821,258.942,1050.23,3821,258.942,1050.23
Primary auditory area/ layer 6a,AUDp6a,954,right,all,2901,240.392,873.109,2901,240.392,873.109
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,573,167.069,814.122,573,167.069,814.122
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,144,178.491,700.285,144,178.491,700.285
Posterior auditory area,AUDpo,1027,left,all,7815,355.706,1187.72,7815,355.706,1187.72
Posterior auditory area,AUDpo,1027,right,all,5826,265.774,870.84,5826,265.774,870.84
Posterior auditory area/ layer 1,AUDpo1,696,left,all,1416,475.34,1284.66,1416,475.34,1284.66
Posterior auditory area/ layer 1,AUDpo1,696,right,all,740,227.232,702.42,740,227.232,702.42
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,1876,286.43,1082.21,1876,286.43,1082.21
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1453,238.322,842.532,1453,238.322,842.532
Posterior auditory area/ layer 4,AUDpo4,759,left,all,1022,356.072,1208.13,1022,356.072,1208.13
Posterior auditory area/ layer 4,AUDpo4,759,right,all,978,309.825,946.275,978,309.825,946.275
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2348,378.297,1247.08,2348,378.297,1247.08
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1957,286.125,915.845,1957,286.125,915.845
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,1080,275.549,1097.41,1080,275.549,1097.41
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,648,246.299,875.074,648,246.299,875.074
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,73,269.523,1159.92,73,269.523,1159.92
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,50,228.184,894.2,50,228.184,894.2
Ventral auditory area,AUDv,1018,left,all,22869,289.251,997.957,22869,289.251,997.957
Ventral auditory area,AUDv,1018,right,all,17850,255.458,870.575,17850,255.458,870.575
Ventral auditory area/ layer 1,AUDv1,959,left,all,2972,393.322,1020.27,2972,393.322,1020.27
Ventral auditory area/ layer 1,AUDv1,959,right,all,1923,208.178,657.083,1923,208.178,657.083
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,4810,245.079,884.069,4810,245.079,884.069
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,4115,235.349,828.256,4115,235.349,828.256
Ventral auditory area/ layer 4,AUDv4,990,left,all,2743,301.22,1026.06,2743,301.22,1026.06
Ventral auditory area/ layer 4,AUDv4,990,right,all,2605,295.15,960.357,2605,295.15,960.357
Ventral auditory area/ layer 5,AUDv5,1023,left,all,8055,301.18,1054.96,8055,301.18,1054.96
Ventral auditory area/ layer 5,AUDv5,1023,right,all,6419,279.02,944.666,6419,279.02,944.666
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3717,246.99,994.102,3717,246.99,994.102
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2509,231.133,839.998,2509,231.133,839.998
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,572,169.204,927.316,572,169.204,927.316
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,279,184.008,698.265,279,184.008,698.265
Visual areas,VIS,669,left,all,134353,304.295,1118.43,134353,304.295,1118.43
Visual areas,VIS,669,right,all,83332,256.815,910.934,83332,256.815,910.934
Anterolateral visual area,VISal,402,left,all,9293,368.908,1239.59,9293,368.908,1239.59
Anterolateral visual area,VISal,402,right,all,6349,263.693,936.324,6349,263.693,936.324
Anterolateral visual area/ layer 1,VISal1,1074,left,all,1405,616.588,1575.74,1405,616.588,1575.74
Anterolateral visual area/ layer 1,VISal1,1074,right,all,673,265.733,841.97,673,265.733,841.97
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,2358,282.681,1093.85,2358,282.681,1093.85
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1624,234.376,892.704,1624,234.376,892.704
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1351,399.355,1340.54,1351,399.355,1340.54
Anterolateral visual area/ layer 4,VISal4,1114,right,all,1010,287.42,1018.64,1010,287.42,1018.64
Anterolateral visual area/ layer 5,VISal5,233,left,all,2622,369.555,1271.27,2622,369.555,1271.27
Anterolateral visual area/ layer 5,VISal5,233,right,all,1789,300.221,1014.41,1789,300.221,1014.41
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1254,272.084,1064.79,1254,272.084,1064.79
