Region,,,,Experiment,Marker 1,,,Total,,
Frontal pole/ layer 6b,FRP6b,526322264,left,all,3,118.747,482.333,3,118.747,482.333
Frontal pole/ layer 6b,FRP6b,526322264,right,all,2,110.79,509,2,110.79,509
Somatomotor areas,MO,500,left,all,246988,167.741,628.456,246988,167.741,628.456
Somatomotor areas,MO,500,right,all,184913,161.015,578.537,184913,161.015,578.537
Primary motor area,MOp,985,left,all,119872,170.794,663.355,119872,170.794,663.355
Primary motor area,MOp,985,right,all,87352,161.673,587.345,87352,161.673,587.345
Primary motor area/ Layer 1,MOp1,320,left,all,8352,177.588,565.857,8352,177.588,565.857
Primary motor area/ Layer 1,MOp1,320,right,all,5580,148.185,519.906,5580,148.185,519.906
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,43913,165.435,655.071,43913,165.435,655.071
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,32954,154.344,574.355,32954,154.344,574.355
Primary motor area/ Layer 5,MOp5,648,left,all,41771,198.49,714.283,41771,198.49,714.283
Primary motor area/ Layer 5,MOp5,648,right,all,27510,190.922,642.949,27510,190.922,642.949
Primary motor area/ Layer 6a,MOp6a,844,left,all,24690,134.174,625.174,24690,134.174,625.174
Primary motor area/ Layer 6a,MOp6a,844,right,all,20771,139.398,554.478,20771,139.398,554.478
Primary motor area/ Layer 6b,MOp6b,882,left,all,1146,106.108,657.709,1146,106.108,657.709
Primary motor area/ Layer 6b,MOp6b,882,right,all,537,114.74,507.927,537,114.74,507.927
Secondary motor area,MOs,993,left,all,127116,164.861,595.545,127116,164.861,595.545
Secondary motor area,MOs,993,right,all,97561,160.425,570.651,97561,160.425,570.651
Secondary motor area/ layer 1,MOs1,656,left,all,11491,154.85,515.137,11491,154.85,515.137
Secondary motor area/ layer 1,MOs1,656,right,all,11152,159.605,511.896,11152,159.605,511.896
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,42196,148.438,560.09,42196,148.438,560.09
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,31923,151.136,545.176,31923,151.136,545.176
Secondary motor area/ layer 5,MOs5,767,left,all,51512,192.445,649.086,51512,192.445,649.086
Secondary motor area/ layer 5,MOs5,767,right,all,36977,181.054,616.872,36977,181.054,616.872
Secondary motor area/ layer 6a,MOs6a,1021,left,all,21646,137.178,580.34,21646,137.178,580.34
Secondary motor area/ layer 6a,MOs6a,1021,right,all,17337,134.547,557.275,17337,134.547,557.275
Secondary motor area/ layer 6b,MOs6b,1085,left,all,271,114.749,562.583,271,114.749,562.583
Secondary motor area/ layer 6b,MOs6b,1085,right,all,172,111.407,519.75,172,111.407,519.75
Somatosensory areas,SS,453,left,all,365000,168.383,666.492,365000,168.383,666.492
Somatosensory areas,SS,453,right,all,244260,155.446,588.107,244260,155.446,588.107
Primary somatosensory area,SSp,322,left,all,258750,171.005,677.698,258750,171.005,677.698
Primary somatosensory area,SSp,322,right,all,166631,156.951,589.202,166631,156.951,589.202
Primary somatosensory area/ nose,SSp-n,353,left,all,32912,160.243,657.896,32912,160.243,657.896
Primary somatosensory area/ nose,SSp-n,353,right,all,19788,147.809,575.94,19788,147.809,575.94
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,3957,161.815,542.979,3957,161.815,542.979
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,2732,126.784,469.287,2732,126.784,469.287
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,7450,156.315,677.355,7450,156.315,677.355
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,4429,139.514,568.025,4429,139.514,568.025
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,5964,181.344,756.938,5964,181.344,756.938
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,3092,163.296,637.206,3092,163.296,637.206
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,6926,184.302,711.92,6926,184.302,711.92
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,3677,190.134,657.94,3677,190.134,657.94
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,8181,129.811,581.857,8181,129.811,581.857
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,5468,128.366,549.912,5468,128.366,549.912
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,434,113.109,581.763,434,113.109,581.763
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,390,140.055,519.023,390,140.055,519.023
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,64551,180.172,673.417,64551,180.172,673.417
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,43197,166.175,618.825,43197,166.175,618.825
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,5375,160.384,519.189,5375,160.384,519.189
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,3197,167.899,547.433,3197,167.899,547.433
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,17156,162.896,636.258,17156,162.896,636.258
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,9607,153.589,585.768,9607,153.589,585.768
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,13752,209.609,752.865,13752,209.609,752.865
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,9712,159.674,636.032,9712,159.674,636.032
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,14101,214.44,745.155,14101,214.44,745.155
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,9186,210.081,698.549,9186,210.081,698.549
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,12808,149.025,629.999,12808,149.025,629.999
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,10266,147.236,590.474,10266,147.236,590.474
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,1359,116.631,613.372,1359,116.631,613.372
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,1229,141.49,567.919,1229,141.49,567.919
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,17908,166.214,595.728,17908,166.214,595.728
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,13100,154.86,554.427,13100,154.86,554.427
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,38,194.744,571.526,38,194.744,571.526
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,4,110.81,494.25,4,110.81,494.25
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,2643,145.843,521.913,2643,145.843,521.913
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1090,132.86,464.409,1090,132.86,464.409
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,2983,134.856,541.383,2983,134.856,541.383
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1700,129.153,490.432,1700,129.153,490.432
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,6476,207.057,663.791,6476,207.057,663.791
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,4930,158.797,563.119,4930,158.797,563.119
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,5335,146.434,581.244,5335,146.434,581.244
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,4960,167.365,589.832,4960,167.365,589.832
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,433,136.932,583.307,433,136.932,583.307
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,416,122.22,527.24,416,122.22,527.24
Primary somatosensory area/ mouth,SSp-m,345,left,all,87689,173.179,731.842,87689,173.179,731.842
Primary somatosensory area/ mouth,SSp-m,345,right,all,52394,158.19,607.502,52394,158.19,607.502
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,7634,207.452,593.96,7634,207.452,593.96
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,5284,148.766,505.506,5284,148.766,505.506
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,23345,168.311,741.216,23345,168.311,741.216
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,14094,146.95,608.548,14094,146.95,608.548
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,15192,200.646,822.201,15192,200.646,822.201
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,7589,175.004,682.859,7589,175.004,682.859
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,21519,189.167,777.831,21519,189.167,777.831
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,10624,198.788,682.437,10624,198.788,682.437
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,19131,128.618,653.267,19131,128.618,653.267
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,14091,134.299,553.411,14091,134.299,553.411
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,868,107.73,702.569,868,107.73,702.569
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,712,138.47,492.909,712,138.47,492.909
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,33458,160.984,640.454,33458,160.984,640.454
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,24828,149.503,546.356,24828,149.503,546.356
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,2608,180.355,570.092,2608,180.355,570.092
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1790,143.009,478.407,1790,143.009,478.407
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,9092,153.841,637.815,9092,153.841,637.815
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,6866,135.345,513.572,6866,135.345,513.572
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,5606,168.841,684.038,5606,168.841,684.038
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,3630,142.176,554.983,3630,142.176,554.983
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,8457,192.539,696.57,8457,192.539,696.57
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,5454,203.274,638.128,5454,203.274,638.128
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,7367,122.988,572.859,7367,122.988,572.859
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,6570,127.408,522.239,6570,127.408,522.239
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,328,110.512,599.527,328,110.512,599.527
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,518,125.044,494.894,518,125.044,494.894
Primary somatosensory area/ trunk,SSp-tr,361,left,all,10715,178.262,616.447,10715,178.262,616.447
Primary somatosensory area/ trunk,SSp-tr,361,right,all,5655,157.242,570.751,5655,157.242,570.751
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,210,164.268,554.043,210,164.268,554.043
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,0,0,0,0,0,0
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1221,147.45,532.706,1221,147.45,532.706
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,108,197.207,599.731,108,197.207,599.731
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,5288,159.897,576.38,5288,159.897,576.38
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2208,157.692,552.243,2208,157.692,552.243
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,3510,218.592,706.104,3510,218.592,706.104
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,2899,149.454,572.49,2899,149.454,572.49
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,486,170.264,642.235,486,170.264,642.235
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,440,196.488,645.057,440,196.488,645.057
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,11517,163.638,638.667,11517,163.638,638.667
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,7669,147.582,543.252,7669,147.582,543.252
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,1004,169.434,551.026,1004,169.434,551.026
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,590,133.817,459.125,590,133.817,459.125
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,3106,153.786,625.663,3106,153.786,625.663
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,1801,136.814,507.943,1801,136.814,507.943
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1841,168.914,689.708,1841,168.914,689.708
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,1187,137.779,541.323,1187,137.779,541.323
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,2707,200.759,710.115,2707,200.759,710.115
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,1839,190.009,618.179,1839,190.009,618.179
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,2712,134.746,582.378,2712,134.746,582.378
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,2102,130.731,535.292,2102,130.731,535.292
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,147,115.595,595.544,147,115.595,595.544
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,150,124.579,506.3,150,124.579,506.3
Supplemental somatosensory area,SSs,378,left,all,106250,161.996,639.204,106250,161.996,639.204
Supplemental somatosensory area,SSs,378,right,all,77629,152.217,585.757,77629,152.217,585.757
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,9079,174.36,520.011,9079,174.36,520.011
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,8193,144.928,490.572,8193,144.928,490.572
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,27876,148.132,623.749,27876,148.132,623.749
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,19922,137.576,579.358,19922,137.576,579.358
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,14934,191.13,698.762,14934,191.13,698.762
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,10164,165.759,636.606,10164,165.759,636.606
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,29457,176.285,672.48,29457,176.285,672.48
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,19201,182.074,642.442,19201,182.074,642.442
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,23100,140.715,622.896,23100,140.715,622.896
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,18605,134.37,551.127,18605,134.37,551.127
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1804,112.001,650.299,1804,112.001,650.299
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,1544,134.428,551.022,1544,134.428,551.022
Gustatory areas,GU,1057,left,all,20625,149.932,632.602,20625,149.932,632.602
Gustatory areas,GU,1057,right,all,16380,138.388,535.978,16380,138.388,535.978
Gustatory areas/ layer 1,GU1,36,left,all,1825,212.489,604.376,1825,212.489,604.376
Gustatory areas/ layer 1,GU1,36,right,all,1126,138.463,463.908,1126,138.463,463.908
Gustatory areas/ layer 2/3,GU2/3,180,left,all,4183,153.84,629.685,4183,153.84,629.685
Gustatory areas/ layer 2/3,GU2/3,180,right,all,3951,131.512,549.787,3951,131.512,549.787
Gustatory areas/ layer 4,GU4,148,left,all,1938,150.975,629.148,1938,150.975,629.148
Gustatory areas/ layer 4,GU4,148,right,all,1423,145.598,580.754,1423,145.598,580.754
Gustatory areas/ layer 5,GU5,187,left,all,7329,146.267,632.75,7329,146.267,632.75
Gustatory areas/ layer 5,GU5,187,right,all,5382,147.884,557.367,5382,147.884,557.367
Gustatory areas/ layer 6a,GU6a,638,left,all,5060,131.182,641.571,5060,131.182,641.571
Gustatory areas/ layer 6a,GU6a,638,right,all,4270,131.727,501.333,4270,131.727,501.333
Gustatory areas/ layer 6b,GU6b,662,left,all,290,112.728,715.145,290,112.728,715.145
Gustatory areas/ layer 6b,GU6b,662,right,all,228,112.783,517.118,228,112.783,517.118
Visceral area,VISC,677,left,all,21621,179.501,624.94,21621,179.501,624.94
Visceral area,VISC,677,right,all,21478,146.531,555.103,21478,146.531,555.103
Visceral area/ layer 1,VISC1,897,left,all,1998,181.398,544.039,1998,181.398,544.039
Visceral area/ layer 1,VISC1,897,right,all,2329,168.128,520.356,2329,168.128,520.356
Visceral area/ layer 2/3,VISC2/3,1106,left,all,5213,179.26,606.134,5213,179.26,606.134
Visceral area/ layer 2/3,VISC2/3,1106,right,all,4912,131.479,540.281,4912,131.479,540.281
Visceral area/ layer 4,VISC4,1010,left,all,1869,184.831,637.189,1869,184.831,637.189
Visceral area/ layer 4,VISC4,1010,right,all,1763,143.554,574.05,1763,143.554,574.05
Visceral area/ layer 5,VISC5,1058,left,all,6866,205.245,669.832,6866,205.245,669.832
Visceral area/ layer 5,VISC5,1058,right,all,6525,159.982,579.893,6525,159.982,579.893
Visceral area/ layer 6a,VISC6a,857,left,all,5252,147.666,611.67,5252,147.666,611.67
Visceral area/ layer 6a,VISC6a,857,right,all,5510,137.088,547.933,5510,137.088,547.933
Visceral area/ layer 6b,VISC6b,849,left,all,423,127.349,620.773,423,127.349,620.773
Visceral area/ layer 6b,VISC6b,849,right,all,439,130.913,550.738,439,130.913,550.738
Auditory areas,AUD,247,left,all,80342,177.563,664.195,80342,177.563,664.195
Auditory areas,AUD,247,right,all,54754,155.708,554.445,54754,155.708,554.445
Dorsal auditory area,AUDd,1011,left,all,17130,194.753,713.193,17130,194.753,713.193
Dorsal auditory area,AUDd,1011,right,all,9784,159.859,572.75,9784,159.859,572.75
Dorsal auditory area/ layer 1,AUDd1,527,left,all,2125,173.201,551.676,2125,173.201,551.676
Dorsal auditory area/ layer 1,AUDd1,527,right,all,1306,152.952,499.347,1306,152.952,499.347
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,5375,171.074,705.779,5375,171.074,705.779
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,2886,133.038,549.573,2886,133.038,549.573
Dorsal auditory area/ layer 4,AUDd4,678,left,all,2107,261.112,814.963,2107,261.112,814.963
Dorsal auditory area/ layer 4,AUDd4,678,right,all,1122,176.175,610.718,1122,176.175,610.718
Dorsal auditory area/ layer 5,AUDd5,252,left,all,5326,220.206,761.25,5326,220.206,761.25
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2849,188.997,624.894,2849,188.997,624.894
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,1918,150.543,673.513,1918,150.543,673.513
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,1491,152.438,554.351,1491,152.438,554.351
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,279,131.963,673.032,279,131.963,673.032
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,130,130.35,565.285,130,130.35,565.285
Primary auditory area,AUDp,1002,left,all,31040,181.041,685.039,31040,181.041,685.039
Primary auditory area,AUDp,1002,right,all,20013,155.887,557.421,20013,155.887,557.421
Primary auditory area/ layer 1,AUDp1,735,left,all,4311,173.677,564.447,4311,173.677,564.447
Primary auditory area/ layer 1,AUDp1,735,right,all,2946,129.447,467.87,2946,129.447,467.87
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,8312,157.704,670.18,8312,157.704,670.18
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,5055,133.863,546.809,5055,133.863,546.809
Primary auditory area/ layer 4,AUDp4,816,left,all,4143,217.082,768.191,4143,217.082,768.191
Primary auditory area/ layer 4,AUDp4,816,right,all,2652,180.926,603.049,2652,180.926,603.049
Primary auditory area/ layer 5,AUDp5,847,left,all,11207,197.891,713.137,11207,197.891,713.137
Primary auditory area/ layer 5,AUDp5,847,right,all,7188,175.208,582.21,7188,175.208,582.21
Primary auditory area/ layer 6a,AUDp6a,954,left,all,2738,143.287,682.641,2738,143.287,682.641
Primary auditory area/ layer 6a,AUDp6a,954,right,all,1990,150.697,565.135,1990,150.697,565.135
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,329,153.477,656.359,329,153.477,656.359
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,182,124.421,573.434,182,124.421,573.434
Posterior auditory area,AUDpo,1027,left,all,7178,152.395,603.505,7178,152.395,603.505
Posterior auditory area,AUDpo,1027,right,all,5333,146.031,499.72,5333,146.031,499.72
Posterior auditory area/ layer 1,AUDpo1,696,left,all,912,127.511,487.697,912,127.511,487.697
Posterior auditory area/ layer 1,AUDpo1,696,right,all,809,122.146,431.925,809,122.146,431.925
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,2030,129.921,567.933,2030,129.921,567.933
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,1383,124.596,478.995,1383,124.596,478.995
Posterior auditory area/ layer 4,AUDpo4,759,left,all,981,175.261,622.54,981,175.261,622.54
Posterior auditory area/ layer 4,AUDpo4,759,right,all,735,174.496,531.831,735,174.496,531.831
Posterior auditory area/ layer 5,AUDpo5,791,left,all,2348,175.944,647.271,2348,175.944,647.271
Posterior auditory area/ layer 5,AUDpo5,791,right,all,1669,166.405,525.494,1669,166.405,525.494
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,810,141.249,661.386,810,141.249,661.386
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,665,138.855,519.059,665,138.855,519.059
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,97,148.479,701.567,97,148.479,701.567
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,72,129.578,555.722,72,129.578,555.722
Ventral auditory area,AUDv,1018,left,all,24994,168.692,622.156,24994,168.692,622.156
Ventral auditory area,AUDv,1018,right,all,19624,156.085,557.156,19624,156.085,557.156
Ventral auditory area/ layer 1,AUDv1,959,left,all,3082,166.817,525.327,3082,166.817,525.327
Ventral auditory area/ layer 1,AUDv1,959,right,all,2255,138.021,446.052,2255,138.021,446.052
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,6208,156.745,576.743,6208,156.745,576.743
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,4789,129.851,529.817,4789,129.851,529.817
Ventral auditory area/ layer 4,AUDv4,990,left,all,3287,192.267,649.608,3287,192.267,649.608
Ventral auditory area/ layer 4,AUDv4,990,right,all,2905,185.547,613.271,2905,185.547,613.271
Ventral auditory area/ layer 5,AUDv5,1023,left,all,8804,184.346,666.347,8804,184.346,666.347
Ventral auditory area/ layer 5,AUDv5,1023,right,all,7397,167.945,579.419,7397,167.945,579.419
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,3178,131.662,650.687,3178,131.662,650.687
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,2030,155.319,585.55,2030,155.319,585.55
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,435,128.048,646.021,435,128.048,646.021
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,248,134.37,541.536,248,134.37,541.536
Visual areas,VIS,669,left,all,87867,156.575,594.328,87867,156.575,594.328
Visual areas,VIS,669,right,all,54205,143.965,516.467,54205,143.965,516.467
Anterolateral visual area,VISal,402,left,all,8085,161.757,625.316,8085,161.757,625.316
Anterolateral visual area,VISal,402,right,all,5733,156.026,542.797,5733,156.026,542.797
Anterolateral visual area/ layer 1,VISal1,1074,left,all,717,156.314,496.252,717,156.314,496.252
Anterolateral visual area/ layer 1,VISal1,1074,right,all,239,144.198,462.205,239,144.198,462.205
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,2394,133.86,579.225,2394,133.86,579.225
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,1304,133.182,473.669,1304,133.182,473.669
Anterolateral visual area/ layer 4,VISal4,1114,left,all,1239,180.417,665.678,1239,180.417,665.678
Anterolateral visual area/ layer 4,VISal4,1114,right,all,980,138.989,524.748,980,138.989,524.748
Anterolateral visual area/ layer 5,VISal5,233,left,all,2205,196.421,678.127,2205,196.421,678.127
Anterolateral visual area/ layer 5,VISal5,233,right,all,1955,181.181,600.741,1955,181.181,600.741
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,1388,143.682,646.012,1388,143.682,646.012
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,1023,162.17,561.518,1023,162.17,561.518
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,142,135.16,679.507,142,135.16,679.507
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,232,129.526,519.789,232,129.526,519.789
Anteromedial visual area,VISam,394,left,all,2745,148.17,579.072,2745,148.17,579.072
Anteromedial visual area,VISam,394,right,all,799,184.957,579.459,799,184.957,579.459
Anteromedial visual area/ layer 1,VISam1,281,left,all,0,0,0,0,0,0
Anteromedial visual area/ layer 1,VISam1,281,right,all,0,0,0,0,0,0
Anteromedial visual area/ layer 2/3,VISam2/3,1066,left,all,0,0,0,0,0,0
