Region,,,,Experiment,Marker 1,,,Total,,
Primary motor area,MOp,985,left,all,71015,339.193,1100.38,71015,339.193,1100.38
Primary motor area,MOp,985,right,all,48006,309.784,970.47,48006,309.784,970.47
Primary motor area/ Layer 1,MOp1,320,left,all,3980,272.633,768.238,3980,272.633,768.238
Primary motor area/ Layer 1,MOp1,320,right,all,3625,249.42,723.438,3625,249.42,723.438
Primary motor area/ Layer 2/3,MOp2/3,943,left,all,28815,339.224,1071.79,28815,339.224,1071.79
Primary motor area/ Layer 2/3,MOp2/3,943,right,all,17686,310.233,966.56,17686,310.233,966.56
Primary motor area/ Layer 5,MOp5,648,left,all,28701,366.345,1198.18,28701,366.345,1198.18
Primary motor area/ Layer 5,MOp5,648,right,all,17585,342.029,1072.26,17585,342.029,1072.26
Primary motor area/ Layer 6a,MOp6a,844,left,all,9115,286.371,1028.56,9115,286.371,1028.56
Primary motor area/ Layer 6a,MOp6a,844,right,all,8882,270.926,877.445,8882,270.926,877.445
Primary motor area/ Layer 6b,MOp6b,882,left,all,404,255.474,1084.54,404,255.474,1084.54
Primary motor area/ Layer 6b,MOp6b,882,right,all,228,261.441,974.689,228,261.441,974.689
Secondary motor area,MOs,993,left,all,75410,314.152,925.463,75410,314.152,925.463
Secondary motor area,MOs,993,right,all,61088,292.907,891.248,61088,292.907,891.248
Secondary motor area/ layer 1,MOs1,656,left,all,9929,265.633,704.535,9929,265.633,704.535
Secondary motor area/ layer 1,MOs1,656,right,all,8614,255.879,685.4,8614,255.879,685.4
Secondary motor area/ layer 2/3,MOs2/3,962,left,all,25452,314.304,879.727,25452,314.304,879.727
Secondary motor area/ layer 2/3,MOs2/3,962,right,all,20079,292.529,861.378,20079,292.529,861.378
Secondary motor area/ layer 5,MOs5,767,left,all,31845,341.604,1033.36,31845,341.604,1033.36
Secondary motor area/ layer 5,MOs5,767,right,all,24678,316.691,994.684,24678,316.691,994.684
Secondary motor area/ layer 6a,MOs6a,1021,left,all,8136,265.669,915.647,8136,265.669,915.647
Secondary motor area/ layer 6a,MOs6a,1021,right,all,7663,259.36,868.015,7663,259.36,868.015
Secondary motor area/ layer 6b,MOs6b,1085,left,all,48,274.014,957.917,48,274.014,957.917
Secondary motor area/ layer 6b,MOs6b,1085,right,all,54,231.14,860.963,54,231.14,860.963
Somatosensory areas,SS,453,left,all,216974,328.127,1094.38,216974,328.127,1094.38
Somatosensory areas,SS,453,right,all,130026,299.338,935.314,130026,299.338,935.314
Primary somatosensory area,SSp,322,left,all,152854,333.373,1123.13,152854,333.373,1123.13
Primary somatosensory area,SSp,322,right,all,89374,304.695,956.165,89374,304.695,956.165
Primary somatosensory area/ nose,SSp-n,353,left,all,18332,315.426,1082.91,18332,315.426,1082.91
Primary somatosensory area/ nose,SSp-n,353,right,all,9847,293.58,914.644,9847,293.58,914.644
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,left,all,1503,260.261,801.053,1503,260.261,801.053
Primary somatosensory area/ nose/ layer 1,SSp-n1,558,right,all,1217,250.345,696.836,1217,250.345,696.836
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,left,all,3377,298.913,1056.6,3377,298.913,1056.6
Primary somatosensory area/ nose/ layer 2/3,SSp-n2/3,838,right,all,1394,288.885,963.931,1394,288.885,963.931
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,left,all,3969,353.386,1221.02,3969,353.386,1221.02
Primary somatosensory area/ nose/ layer 4,SSp-n4,654,right,all,2262,328.946,1002.35,2262,328.946,1002.35
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,left,all,5102,351.804,1208.93,5102,351.804,1208.93
Primary somatosensory area/ nose/ layer 5,SSp-n5,702,right,all,2040,331.044,1021.2,2040,331.044,1021.2
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,left,all,4264,271.665,928.004,4264,271.665,928.004
Primary somatosensory area/ nose/ layer 6a,SSp-n6a,889,right,all,2786,259.523,841.598,2786,259.523,841.598
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,left,all,117,221.53,928.744,117,221.53,928.744
Primary somatosensory area/ nose/ layer 6b,SSp-n6b,929,right,all,148,277.515,807.182,148,277.515,807.182
Primary somatosensory area/ barrel field,SSp-bfd,329,left,all,39668,334.455,1074.5,39668,334.455,1074.5
Primary somatosensory area/ barrel field,SSp-bfd,329,right,all,24056,311.111,980.93,24056,311.111,980.93
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,left,all,3146,267.497,765.727,3146,267.497,765.727
Primary somatosensory area/ barrel field/ layer 1,SSp-bfd1,981,right,all,2798,253.757,724.407,2798,253.757,724.407
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,left,all,8410,295.879,991.928,8410,295.879,991.928
Primary somatosensory area/ barrel field/ layer 2/3,SSp-bfd2/3,201,right,all,5192,284.394,951.912,5192,284.394,951.912
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,left,all,10371,405.225,1250.43,10371,405.225,1250.43
Primary somatosensory area/ barrel field/ layer 4,SSp-bfd4,1047,right,all,5760,376.846,1137.74,5760,376.846,1137.74
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,left,all,10280,349.419,1145.66,10280,349.419,1145.66
Primary somatosensory area/ barrel field/ layer 5,SSp-bfd5,1070,right,all,5219,336.408,1082.31,5219,336.408,1082.31
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,left,all,6587,293.677,971.046,6587,293.677,971.046
Primary somatosensory area/ barrel field/ layer 6a,SSp-bfd6a,1038,right,all,4946,269.031,868.913,4946,269.031,868.913
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,left,all,874,238.226,835.587,874,238.226,835.587
Primary somatosensory area/ barrel field/ layer 6b,SSp-bfd6b,1062,right,all,141,287.36,910.773,141,287.36,910.773
Primary somatosensory area/ lower limb,SSp-ll,337,left,all,9693,332.829,980.748,9693,332.829,980.748
Primary somatosensory area/ lower limb,SSp-ll,337,right,all,6516,317.484,949.652,6516,317.484,949.652
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,left,all,458,268.382,701.201,458,268.382,701.201
Primary somatosensory area/ lower limb/ layer 1,SSp-ll1,1030,right,all,391,237.12,669.412,391,237.12,669.412
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,left,all,2261,275.243,825.947,2261,275.243,825.947
Primary somatosensory area/ lower limb/ layer 2/3,SSp-ll2/3,113,right,all,1387,280.929,828.672,1387,280.929,828.672
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,left,all,1743,414.059,1132.8,1743,414.059,1132.8
Primary somatosensory area/ lower limb/ layer 4,SSp-ll4,1094,right,all,1083,409.825,1163.42,1083,409.825,1163.42
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,left,all,3433,378.575,1109.1,3433,378.575,1109.1
Primary somatosensory area/ lower limb/ layer 5,SSp-ll5,1128,right,all,2080,359.937,1059.34,2080,359.937,1059.34
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,left,all,1757,253.795,854.495,1757,253.795,854.495
Primary somatosensory area/ lower limb/ layer 6a,SSp-ll6a,478,right,all,1559,250.299,833.666,1559,250.299,833.666
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,left,all,41,331.71,839,41,331.71,839
Primary somatosensory area/ lower limb/ layer 6b,SSp-ll6b,510,right,all,16,227.37,858.25,16,227.37,858.25
Primary somatosensory area/ mouth,SSp-m,345,left,all,52396,343.153,1237.09,52396,343.153,1237.09
Primary somatosensory area/ mouth,SSp-m,345,right,all,26202,300.245,972.27,26202,300.245,972.27
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,left,all,4047,317.6,860.56,4047,317.6,860.56
Primary somatosensory area/ mouth/ layer 1,SSp-m1,878,right,all,2485,248.757,717.377,2485,248.757,717.377
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,left,all,13325,302.672,1141.07,13325,302.672,1141.07
Primary somatosensory area/ mouth/ layer 2/3,SSp-m2/3,657,right,all,5646,286.453,976.759,5646,286.453,976.759
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,left,all,11795,417.148,1468.42,11795,417.148,1468.42
Primary somatosensory area/ mouth/ layer 4,SSp-m4,950,right,all,4977,340.031,1090.58,4977,340.031,1090.58
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,left,all,14964,354.855,1309.57,14964,354.855,1309.57
Primary somatosensory area/ mouth/ layer 5,SSp-m5,974,right,all,6245,339.204,1087.99,6245,339.204,1087.99
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,left,all,7948,295.726,1113.37,7948,295.726,1113.37
Primary somatosensory area/ mouth/ layer 6a,SSp-m6a,1102,right,all,6651,266.685,869.722,6651,266.685,869.722
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,left,all,317,254.412,1153.45,317,254.412,1153.45
Primary somatosensory area/ mouth/ layer 6b,SSp-m6b,2,right,all,198,238.213,864.258,198,238.213,864.258
Primary somatosensory area/ upper limb,SSp-ul,369,left,all,19417,333.435,1109.63,19417,333.435,1109.63
Primary somatosensory area/ upper limb,SSp-ul,369,right,all,13298,305.247,935.649,13298,305.247,935.649
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,left,all,1211,277.77,808.378,1211,277.77,808.378
Primary somatosensory area/ upper limb/ layer 1,SSp-ul1,450,right,all,1239,242.784,693.002,1239,242.784,693.002
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,left,all,4849,294.342,1033.06,4849,294.342,1033.06
Primary somatosensory area/ upper limb/ layer 2/3,SSp-ul2/3,854,right,all,3005,291.009,919.974,3005,291.009,919.974
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,left,all,4216,393.832,1291.95,4216,393.832,1291.95
Primary somatosensory area/ upper limb/ layer 4,SSp-ul4,577,right,all,2565,363.934,1078,2565,363.934,1078
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,left,all,5945,371.259,1208.81,5945,371.259,1208.81
Primary somatosensory area/ upper limb/ layer 5,SSp-ul5,625,right,all,3350,342.551,1046.61,3350,342.551,1046.61
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,left,all,3136,263.016,914.744,3136,263.016,914.744
Primary somatosensory area/ upper limb/ layer 6a,SSp-ul6a,945,right,all,3098,255,811.022,3098,255,811.022
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,left,all,60,305.337,925.733,60,305.337,925.733
Primary somatosensory area/ upper limb/ layer 6b,SSp-ul6b,1026,right,all,41,313.718,862.171,41,313.718,862.171
Primary somatosensory area/ trunk,SSp-tr,361,left,all,6915,316.04,969.725,6915,316.04,969.725
Primary somatosensory area/ trunk,SSp-tr,361,right,all,5353,308.668,948.438,5353,308.668,948.438
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,left,all,23,303.758,749.913,23,303.758,749.913
Primary somatosensory area/ trunk/ layer 1,SSp-tr1,1006,right,all,37,249.039,758.649,37,249.039,758.649
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,left,all,1244,285.803,783.834,1244,285.803,783.834
Primary somatosensory area/ trunk/ layer 2/3,SSp-tr2/3,670,right,all,1009,260.172,767.045,1009,260.172,767.045
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,left,all,1042,293.044,923.555,1042,293.044,923.555
Primary somatosensory area/ trunk/ layer 4,SSp-tr4,1086,right,all,724,312.852,906.808,724,312.852,906.808
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,left,all,3100,355.185,1071.92,3100,355.185,1071.92
Primary somatosensory area/ trunk/ layer 5,SSp-tr5,1111,right,all,2202,358.539,1060.54,2202,358.539,1060.54
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,left,all,1389,275.312,942.251,1389,275.312,942.251
Primary somatosensory area/ trunk/ layer 6a,SSp-tr6a,9,right,all,1305,262.375,922.867,1305,262.375,922.867
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,left,all,117,291.107,1018.97,117,291.107,1018.97
Primary somatosensory area/ trunk/ layer 6b,SSp-tr6b,461,right,all,76,291.621,1036.71,76,291.621,1036.71
Primary somatosensory area/ unassigned,SSp-un,182305689,left,all,6433,317.459,1029.59,6433,317.459,1029.59
Primary somatosensory area/ unassigned,SSp-un,182305689,right,all,4102,294.895,894.673,4102,294.895,894.673
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,left,all,501,257.343,754.613,501,257.343,754.613
Primary somatosensory area/ unassigned/ layer 1,SSp-un1,182305693,right,all,483,255.34,696.617,483,255.34,696.617
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,left,all,1394,283.883,964.124,1394,283.883,964.124
Primary somatosensory area/ unassigned/ layer 2/3,SSp-un2/3,182305697,right,all,857,276.604,880.161,857,276.604,880.161
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,left,all,1439,365.106,1163.37,1439,365.106,1163.37
Primary somatosensory area/ unassigned/ layer 4,SSp-un4,182305701,right,all,773,335.475,995.494,773,335.475,995.494
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,left,all,1938,354.305,1138.26,1938,354.305,1138.26
Primary somatosensory area/ unassigned/ layer 5,SSp-un5,182305705,right,all,989,338.941,1021.66,989,338.941,1021.66
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,left,all,1137,263.236,881.475,1137,263.236,881.475
Primary somatosensory area/ unassigned/ layer 6a,SSp-un6a,182305709,right,all,952,252.99,799.139,952,252.99,799.139
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,left,all,24,259.192,792.583,24,259.192,792.583
Primary somatosensory area/ unassigned/ layer 6b,SSp-un6b,182305713,right,all,48,289.543,801.417,48,289.543,801.417
Supplemental somatosensory area,SSs,378,left,all,64120,315.622,1025.84,64120,315.622,1025.84
Supplemental somatosensory area,SSs,378,right,all,40652,287.558,889.472,40652,287.558,889.472
Supplemental somatosensory area/ layer 1,SSs1,873,left,all,4798,264.651,731.048,4798,264.651,731.048
Supplemental somatosensory area/ layer 1,SSs1,873,right,all,3855,248.866,699.523,3855,248.866,699.523
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,left,all,14153,283.804,964.736,14153,283.804,964.736
Supplemental somatosensory area/ layer 2/3,SSs2/3,806,right,all,8944,267.02,863.223,8944,267.02,863.223
Supplemental somatosensory area/ layer 4,SSs4,1035,left,all,10680,366.241,1144.94,10680,366.241,1144.94
Supplemental somatosensory area/ layer 4,SSs4,1035,right,all,6037,337.828,988.137,6037,337.828,988.137
Supplemental somatosensory area/ layer 5,SSs5,1090,left,all,21143,337.107,1094.23,21143,337.107,1094.23
Supplemental somatosensory area/ layer 5,SSs5,1090,right,all,11043,300.659,945.338,11043,300.659,945.338
Supplemental somatosensory area/ layer 6a,SSs6a,862,left,all,12330,297.769,996.123,12330,297.769,996.123
Supplemental somatosensory area/ layer 6a,SSs6a,862,right,all,10381,277.699,865.003,10381,277.699,865.003
Supplemental somatosensory area/ layer 6b,SSs6b,893,left,all,1016,237.052,954.412,1016,237.052,954.412
Supplemental somatosensory area/ layer 6b,SSs6b,893,right,all,392,254.517,911.051,392,254.517,911.051
Gustatory areas,GU,1057,left,all,9954,308.457,984.435,9954,308.457,984.435
Gustatory areas,GU,1057,right,all,7826,269.039,792.429,7826,269.039,792.429
Gustatory areas/ layer 1,GU1,36,left,all,686,293.977,812.434,686,293.977,812.434
Gustatory areas/ layer 1,GU1,36,right,all,256,241.061,673.07,256,241.061,673.07
Gustatory areas/ layer 2/3,GU2/3,180,left,all,1935,279.744,865.836,1935,279.744,865.836
Gustatory areas/ layer 2/3,GU2/3,180,right,all,1602,252.677,719.11,1602,252.677,719.11
Gustatory areas/ layer 4,GU4,148,left,all,826,327.873,970.809,826,327.873,970.809
Gustatory areas/ layer 4,GU4,148,right,all,569,261.114,760.728,569,261.114,760.728
Gustatory areas/ layer 5,GU5,187,left,all,4215,327.524,1050.41,4215,327.524,1050.41
Gustatory areas/ layer 5,GU5,187,right,all,2999,281.548,826.623,2999,281.548,826.623
Gustatory areas/ layer 6a,GU6a,638,left,all,2189,296.412,1014.87,2189,296.412,1014.87
Gustatory areas/ layer 6a,GU6a,638,right,all,2316,269.981,815.589,2316,269.981,815.589
Gustatory areas/ layer 6b,GU6b,662,left,all,103,264.317,1120.5,103,264.317,1120.5
Gustatory areas/ layer 6b,GU6b,662,right,all,84,247.489,909.929,84,247.489,909.929
Visceral area,VISC,677,left,all,14500,293.211,883.032,14500,293.211,883.032
Visceral area,VISC,677,right,all,10522,312.978,867.027,10522,312.978,867.027
Visceral area/ layer 1,VISC1,897,left,all,766,258.911,707.443,766,258.911,707.443
Visceral area/ layer 1,VISC1,897,right,all,990,286.187,801.398,990,286.187,801.398
Visceral area/ layer 2/3,VISC2/3,1106,left,all,3423,268.759,783.01,3423,268.759,783.01
Visceral area/ layer 2/3,VISC2/3,1106,right,all,2784,311.252,834.529,2784,311.252,834.529
Visceral area/ layer 4,VISC4,1010,left,all,1333,314.562,908.362,1333,314.562,908.362
Visceral area/ layer 4,VISC4,1010,right,all,832,378.823,962.088,832,378.823,962.088
Visceral area/ layer 5,VISC5,1058,left,all,5261,311.605,931.359,5261,311.605,931.359
Visceral area/ layer 5,VISC5,1058,right,all,3230,328.679,911.365,3230,328.679,911.365
Visceral area/ layer 6a,VISC6a,857,left,all,3538,290.746,934.552,3538,290.746,934.552
Visceral area/ layer 6a,VISC6a,857,right,all,2557,284.818,839.58,2557,284.818,839.58
Visceral area/ layer 6b,VISC6b,849,left,all,179,256.652,919.832,179,256.652,919.832
Visceral area/ layer 6b,VISC6b,849,right,all,129,296.176,892.837,129,296.176,892.837
Auditory areas,AUD,247,left,all,47323,332.083,1077.45,47323,332.083,1077.45
Auditory areas,AUD,247,right,all,33458,287.956,871.332,33458,287.956,871.332
Dorsal auditory area,AUDd,1011,left,all,9731,339.926,1089.19,9731,339.926,1089.19
Dorsal auditory area,AUDd,1011,right,all,6373,301.037,937.753,6373,301.037,937.753
Dorsal auditory area/ layer 1,AUDd1,527,left,all,604,281.174,789.647,604,281.174,789.647
Dorsal auditory area/ layer 1,AUDd1,527,right,all,709,243.552,703.561,709,243.552,703.561
Dorsal auditory area/ layer 2/3,AUDd2/3,600,left,all,2726,287.52,972.588,2726,287.52,972.588
Dorsal auditory area/ layer 2/3,AUDd2/3,600,right,all,1876,277.383,926.503,1876,277.383,926.503
Dorsal auditory area/ layer 4,AUDd4,678,left,all,1438,398.885,1218.11,1438,398.885,1218.11
Dorsal auditory area/ layer 4,AUDd4,678,right,all,880,344.811,1040.37,880,344.811,1040.37
Dorsal auditory area/ layer 5,AUDd5,252,left,all,3884,373.506,1178.84,3884,373.506,1178.84
Dorsal auditory area/ layer 5,AUDd5,252,right,all,2098,326.868,1002.4,2098,326.868,1002.4
Dorsal auditory area/ layer 6a,AUDd6a,156,left,all,964,315.479,1074.78,964,315.479,1074.78
Dorsal auditory area/ layer 6a,AUDd6a,156,right,all,801,290.368,889.578,801,290.368,889.578
Dorsal auditory area/ layer 6b,AUDd6b,243,left,all,115,224.324,907.835,115,224.324,907.835
Dorsal auditory area/ layer 6b,AUDd6b,243,right,all,9,408.056,914.778,9,408.056,914.778
Primary auditory area,AUDp,1002,left,all,18929,337.557,1121.33,18929,337.557,1121.33
Primary auditory area,AUDp,1002,right,all,12708,293.401,895.214,12708,293.401,895.214
Primary auditory area/ layer 1,AUDp1,735,left,all,1607,264.416,774.614,1607,264.416,774.614
Primary auditory area/ layer 1,AUDp1,735,right,all,1575,242.889,685.411,1575,242.889,685.411
Primary auditory area/ layer 2/3,AUDp2/3,251,left,all,4424,300.365,1035.95,4424,300.365,1035.95
Primary auditory area/ layer 2/3,AUDp2/3,251,right,all,3345,281.774,897.863,3345,281.774,897.863
Primary auditory area/ layer 4,AUDp4,816,left,all,2910,369.397,1272.37,2910,369.397,1272.37
Primary auditory area/ layer 4,AUDp4,816,right,all,2020,341.903,1000.25,2020,341.903,1000.25
Primary auditory area/ layer 5,AUDp5,847,left,all,8027,367.524,1195.89,8027,367.524,1195.89
Primary auditory area/ layer 5,AUDp5,847,right,all,4813,301.031,926.016,4813,301.031,926.016
Primary auditory area/ layer 6a,AUDp6a,954,left,all,1773,316.163,1076.19,1773,316.163,1076.19
Primary auditory area/ layer 6a,AUDp6a,954,right,all,828,280.848,862.118,828,280.848,862.118
Primary auditory area/ layer 6b,AUDp6b,1005,left,all,188,267.42,998.245,188,267.42,998.245
Primary auditory area/ layer 6b,AUDp6b,1005,right,all,127,247.354,805.047,127,247.354,805.047
Posterior auditory area,AUDpo,1027,left,all,3826,318.343,979.063,3826,318.343,979.063
Posterior auditory area,AUDpo,1027,right,all,3261,273.901,789.476,3261,273.901,789.476
Posterior auditory area/ layer 1,AUDpo1,696,left,all,389,260.329,728.663,389,260.329,728.663
Posterior auditory area/ layer 1,AUDpo1,696,right,all,448,234.406,639.605,448,234.406,639.605
Posterior auditory area/ layer 2/3,AUDpo2/3,643,left,all,932,276.3,886.883,932,276.3,886.883
Posterior auditory area/ layer 2/3,AUDpo2/3,643,right,all,999,281.124,801.755,999,281.124,801.755
Posterior auditory area/ layer 4,AUDpo4,759,left,all,638,377.32,1088.92,638,377.32,1088.92
Posterior auditory area/ layer 4,AUDpo4,759,right,all,540,312.428,864.439,540,312.428,864.439
Posterior auditory area/ layer 5,AUDpo5,791,left,all,1402,340.783,1039.51,1402,340.783,1039.51
Posterior auditory area/ layer 5,AUDpo5,791,right,all,989,266.778,794.941,989,266.778,794.941
Posterior auditory area/ layer 6a,AUDpo6a,249,left,all,444,303.359,1037.4,444,303.359,1037.4
Posterior auditory area/ layer 6a,AUDpo6a,249,right,all,257,260.955,818.078,257,260.955,818.078
Posterior auditory area/ layer 6b,AUDpo6b,456,left,all,21,285.75,1102,21,285.75,1102
Posterior auditory area/ layer 6b,AUDpo6b,456,right,all,28,275.485,848.036,28,275.485,848.036
Ventral auditory area,AUDv,1018,left,all,14837,323.497,1039.14,14837,323.497,1039.14
Ventral auditory area,AUDv,1018,right,all,11116,278.354,829.961,11116,278.354,829.961
Ventral auditory area/ layer 1,AUDv1,959,left,all,590,261.155,742.986,590,261.155,742.986
Ventral auditory area/ layer 1,AUDv1,959,right,all,1438,252.435,678.439,1438,252.435,678.439
Ventral auditory area/ layer 2/3,AUDv2/3,755,left,all,3433,283.583,929.618,3433,283.583,929.618
Ventral auditory area/ layer 2/3,AUDv2/3,755,right,all,2936,265.906,783.368,2936,265.906,783.368
Ventral auditory area/ layer 4,AUDv4,990,left,all,2375,355.134,1155.01,2375,355.134,1155.01
Ventral auditory area/ layer 4,AUDv4,990,right,all,1734,317.287,881.845,1734,317.287,881.845
Ventral auditory area/ layer 5,AUDv5,1023,left,all,6214,344.615,1091.08,6214,344.615,1091.08
Ventral auditory area/ layer 5,AUDv5,1023,right,all,4005,279.865,881.533,4005,279.865,881.533
Ventral auditory area/ layer 6a,AUDv6a,520,left,all,2036,316.154,1033.97,2036,316.154,1033.97
Ventral auditory area/ layer 6a,AUDv6a,520,right,all,894,283.307,899.582,894,283.307,899.582
Ventral auditory area/ layer 6b,AUDv6b,598,left,all,189,230.348,845.016,189,230.348,845.016
Ventral auditory area/ layer 6b,AUDv6b,598,right,all,109,240.123,792.688,109,240.123,792.688
Visual areas,VIS,669,left,all,52316,285.567,924.193,52316,285.567,924.193
Visual areas,VIS,669,right,all,37785,275.434,828.344,37785,275.434,828.344
Anterolateral visual area,VISal,402,left,all,4399,322.354,1069.83,4399,322.354,1069.83
Anterolateral visual area,VISal,402,right,all,3428,288.067,848.257,3428,288.067,848.257
Anterolateral visual area/ layer 1,VISal1,1074,left,all,444,251.588,775.64,444,251.588,775.64
Anterolateral visual area/ layer 1,VISal1,1074,right,all,423,239.468,679.811,423,239.468,679.811
Anterolateral visual area/ layer 2/3,VISal2/3,905,left,all,1093,276.54,967.713,1093,276.54,967.713
Anterolateral visual area/ layer 2/3,VISal2/3,905,right,all,846,284.11,834.7,846,284.11,834.7
Anterolateral visual area/ layer 4,VISal4,1114,left,all,848,400.145,1241.8,848,400.145,1241.8
Anterolateral visual area/ layer 4,VISal4,1114,right,all,721,348.2,973.755,721,348.2,973.755
Anterolateral visual area/ layer 5,VISal5,233,left,all,1391,344.767,1144.79,1391,344.767,1144.79
Anterolateral visual area/ layer 5,VISal5,233,right,all,866,292.701,875.997,866,292.701,875.997
Anterolateral visual area/ layer 6a,VISal6a,601,left,all,606,298.784,1056.27,606,298.784,1056.27
Anterolateral visual area/ layer 6a,VISal6a,601,right,all,520,245.14,783.752,520,245.14,783.752
Anterolateral visual area/ layer 6b,VISal6b,649,left,all,17,242.095,1089.35,17,242.095,1089.35
Anterolateral visual area/ layer 6b,VISal6b,649,right,all,52,266.149,882.058,52,266.149,882.058
Anteromedial visual area,VISam,394,left,all,2650,317.464,1053.92,2650,317.464,1053.92
Anteromedial visual area,VISam,394,right,all,2695,298.441,938.36,2695,298.441,938.36
